,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
1553,2.19540017340916e-06,-7.404286420911445,1694.3107246050106,1727.3857425394765,1876.2266567560732,1892.756292996642,1909.3162207296514,1925.8477844021588,2421.9835223488817,2438.5134287186725,2620.4428262445167,-3.710223807666472,0.024472045627280496,0.6757879124429187,0.4346001055161488,0.2547882271091848,-2.035730430482057,0.13058506434860118,16.537997670669572,1694.3108509132426,0
1554,4.41224990695602e-06,-7.3921059674957945,1694.308032335594,1727.3835752352747,1876.2340474811065,1892.7549269594874,1909.3400969763998,1925.8405918096955,2421.9754909815833,2438.5117673037257,2620.4398348879595,-3.7430469510511397,0.023681835695380477,0.6306577367616746,0.19986517995256592,0.3861915273796481,-2.032062507080013,0.13106491986072977,16.53786942959844,1694.3142318155483,0
1555,3.3581778980030637e-06,-7.412743164196285,1694.3168682343874,1727.385168656234,1876.2248486081926,1892.759558139639,1909.3358327401718,1925.8483449225034,2421.982878736332,2438.511457050145,2620.434401952103,-3.759854337545258,0.023287132188699548,0.5495947301959867,0.40846847432560995,0.17210828580050652,-2.061287043220013,0.1272900366442226,16.537804164961774,1694.3168820602484,0
1556,4.2978943086459e-06,-7.411920854583918,1694.3163332988345,1727.3831194226868,1876.2250653457668,1892.7585079527832,1909.3349658190177,1925.8492398989722,2421.981993148789,2438.5116457806503,2620.4349114820234,-3.7529640784665474,0.023448140620586554,0.6476171226608656,0.41349173937106976,0.1775282365628741,-2.0454057203528233,0.1293277084481773,16.53782267914861,1694.3160793730272,0
1557,-2.5894684944349406e-06,-7.400522920537032,1694.3143034945574,1727.3941922993288,1876.2327235466914,1892.7536311136107,1909.3301563290029,1925.8418289034626,2421.97826250965,2438.5134828888563,2620.445494772046,-3.7629396371695307,0.023215395130572462,0.2575913200146999,0.38559368491661883,0.26290709838643966,-2.041788949497024,0.1297963040255443,16.537884463118584,1694.3156485136492,0
1558,8.47476476185889e-06,-7.393737460292933,1694.3131454070574,1727.3836009816464,1876.2277473868123,1892.7595255530348,1909.337190203964,1925.851429396012,2421.981231321285,2438.508061817271,2620.4404341708637,-3.7495313317647407,0.023528770459695703,0.10609509065491463,0.141444132301632,0.3432383328974662,-2.0748039382838703,0.12558104671520723,16.537843914166928,1694.316346127451,0
1559,3.073493701605102e-06,-7.390139730606135,1694.3148804997668,1727.3860520964492,1876.229678350684,1892.7582672264514,1909.327496952184,1925.8507706294617,2421.979468994996,2438.5100951150794,2620.441846183363,-3.7600099358272647,0.023283509032823852,0.056608523997104254,0.22833586600357325,0.29529818822353704,-2.078783829398609,0.12508224107767207,16.537859193244277,1694.315588331035,0
1560,6.2061123959001884e-06,-7.403858706124808,1694.3117007929943,1727.3866069102858,1876.2208037801595,1892.7546683306284,1909.3321347186925,1925.8400545836992,2421.9821974290303,2438.5119630012978,2620.441930047943,-3.7533611929777515,0.023438830872325775,0.6275168474570263,0.4188450324473936,0.30915657767469984,-2.022960713757681,0.1322632910636079,16.537958775410626,1694.3115756487591,0
1561,2.991046298009916e-06,-7.392946647433854,1694.3150704136012,1727.3843439793081,1876.22576728565,1892.7603878687692,1909.330866028641,1925.8398420289914,2421.977649938654,2438.517693702818,2620.441277833889,-3.7122025265921215,0.024423670203915115,0.7875695578493385,0.40061358579045847,0.2059126846573911,-2.0222541567507117,0.1323567756408761,16.537924624587006,1694.3135275596312,0
1562,-5.006301019172014e-06,-7.407821013793969,1694.3141504549178,1727.386538485879,1876.222301568084,1892.7525402581036,1909.333384222139,1925.843144362854,2421.9802866455216,2438.5118074916927,2620.441389302384,-3.7694572159686484,0.023064578975418155,0.3818399860515194,0.2590046938705848,0.2117413765522791,-2.060034546006555,0.1274495669451939,16.53791569268095,1694.3129057037145,0
1563,1.6002150647780414e-05,-7.403535595822393,1694.3144266539969,1727.386621904974,1876.2346642562668,1892.757402435593,1909.3334827718313,1925.8428653028436,2421.97849113382,2438.5101111946924,2620.4379693067235,-3.712143952784392,0.02442510083317598,0.6060103486072347,0.33786273545405243,0.2693291563556499,-2.0652294649952934,0.12678919354804824,16.537803188083586,1694.3165341009199,0
1564,-4.3647488978046946e-06,-7.40997362634116,1694.3147407719866,1727.3875516785108,1876.2285155496818,1892.7548453917566,1909.3323948003504,1925.8515116623373,2421.98070132966,2438.5107623923027,2620.440807403239,-3.731448723090027,0.023958102027348063,0.708343779929595,0.4055175057554703,0.2164573296661938,-2.025459500064007,0.13193320594091318,16.537852637525898,1694.316095709691,0
1565,5.060503815927864e-06,-7.408457753144139,1694.312079714386,1727.3886742172692,1876.2310894909583,1892.7558387004644,1909.3324649668648,1925.8447021704346,2421.9788024085506,2438.5061270545166,2620.44059163619,-3.7316783709024115,0.02395260073333284,0.38227310547181764,0.33871063547388425,0.12644527562825214,-2.0705772285468855,0.12611296468767993,16.537821835697788,1694.315496525241,0
1566,-5.253215795887635e-07,-7.413864849371003,1694.310343364116,1727.3862182795428,1876.230924221202,1892.7576170948832,1909.3317141800408,1925.8457578740442,2421.979244314686,2438.5088747965733,2620.4409693233356,-3.725612282023537,0.024098340927842833,0.41858464165972237,0.28525315256326467,0.05560593050938256,-2.049349007838502,0.12881873628520488,16.53786733848629,1694.314644196291,0
1567,1.1184545980964019e-05,-7.4021669074847,1694.311812285075,1727.3862174333663,1876.2309455459967,1892.754026064471,1909.332383159765,1925.847751368695,2421.9797180172727,2438.522158022848,2620.4421552850476,-3.8007373710819436,0.022354282376098114,0.24143977717174375,0.38041111354306123,0.33513199054346265,-2.019518402493488,0.13271936700759887,16.537966607174592,1694.3141939521272,0
1568,4.560666120268876e-06,-7.418176107581798,1694.318118280503,1727.386882446876,1876.2266939926442,1892.7585071976293,1909.3309253598593,1925.8465275521096,2421.980660908882,2438.5170403989373,2620.439061807485,-3.8028706075143783,0.02230664623415404,0.3259489867730773,0.4982226406058121,0.24491732244096953,-2.0572989990802877,0.12779868851781467,16.53787019833077,1694.315998763752,0
1569,1.7464524852959572e-06,-7.386116204980362,1694.3060186978041,1727.387726674961,1876.2326308810589,1892.7575281218203,1909.3324673921138,1925.8467053013317,2421.9702875734333,2438.5113231052164,2620.4424164278607,-3.772889514799203,0.022985550150829096,0.04419956415112924,0.13000899285227252,0.28040412239574297,-2.058613207935845,0.12763084466473257,16.53784999093652,1694.3145173290113,0
