,15th,50th,85th
MEAN,-5.53479097340445e-06,3.5186341618221685e-06,1.276709029342257e-05
LN_SIGLC,-7.412460154490323,-7.402690135133623,-7.392413466932745
TTS,1694.3097067673518,1694.313217566976,1694.3154518098752
TTS_1,1727.377536825341,1727.3854232439267,1727.3889381099043
TTS_2,1876.2247527298994,1876.2290583771821,1876.232274137225
TTS_3,1892.7534574152862,1892.7562191752509,1892.759517391676
TTS_4,1909.320098079953,1909.331717481166,1909.3356941395407
TTS_5,1925.8416303274332,1925.8452561010035,1925.847909024818
TTS_6,2421.9771916065365,2421.979498762519,2421.981442347977
TTS_7,2438.509265068884,2438.5129639549914,2438.5179178967996
TTS_8,2620.437574353536,2620.4401647405757,2620.442802589628
LN_ROR,-3.7843992799614115,-3.7481719021592173,-3.7011487570086192
ROR,0.022722508543887403,0.023560777918887235,0.024695141452894177
IMPACT,0.1626349681702314,0.5068074804526417,0.7633515424142353
LD_U1,0.18720660113090482,0.2889513253081789,0.3856875659490862
LD_U2,0.17754033809579006,0.2838491479636458,0.3858320747486692
LN_DUR14,-2.0720131013084724,-2.048575041478373,-2.021197539923729
DUR14,0.1259320124700536,0.12891847625072195,0.1324966999473537
PERIOD,16.537840340997896,16.5379030906187,16.537972470835065
T0,1694.3108443456274,1694.3137887914647,1694.3159109984265
ECC,0.17934853120894131,0.42722557835431907,0.6867006614851702
OMEGA,2.347622713464849,89.8798171966611,177.4224892958709
