,MEAN,LN_SIGLC,TTS,TTS_1,TTS_2,TTS_3,LN_ROR,ROR,IMPACT,LD_U1,LD_U2,LN_DUR14,DUR14,PERIOD,T0,ECC,OMEGA
6338,-5.658232003127876e-06,-7.284795212345561,1852.6991586217493,1866.4324932642135,2017.4238084311369,2031.1585931708628,-3.597724378371751,0.02738597170207024,0.5245551095441703,0.4521291974391586,0.17321301634186415,-1.716392137336826,0.17971336080635433,13.727162468878017,1852.7019573242842,0.15738394837164868,208.73981687880618
6339,1.3802927173276064e-06,-7.287465439206579,1852.7060154191006,1866.4286890682258,2017.40750483999,2031.1548880946737,-3.606752785415056,0.027139832795327182,0.22243390452213824,0.22117805956247572,0.34097371872599536,-1.7407487792146668,0.175389023781525,13.726214890592633,1852.7038775666456,0.467292583383506,0.5112060290214333
6340,1.6727174362273532e-05,-7.290629741702085,1852.7017415635685,1866.4211118625647,2017.4173555523776,2031.1439809396097,-3.6059515665636144,0.02716158645454496,0.08755852308470763,0.4436628973271448,0.18277653177089404,-1.6544680024899476,0.19119374324965258,13.726578594746464,1852.698286613678,0.20588386221413366,176.30397092758105
6341,9.341718753392316e-06,-7.28653376333217,1852.7003187077187,1866.428569841336,2017.4233010781174,2031.154910123794,-3.567528391032429,0.028225530011598395,0.5268696112513853,0.20561031539859576,0.2557459160056008,-1.7524609308507506,0.17334682356376396,13.727074937977886,1852.7007878408851,0.385854122644168,197.78144112084442
6342,1.6288071423563313e-05,-7.286730921126664,1852.7039225639846,1866.4265884455012,2017.415070272994,2031.1428975023518,-3.61205687678437,0.02699626173603593,0.38839594905090574,0.1567976581495638,0.394288223204853,-1.6826053686617026,0.185889035122127,13.726137842417891,1852.702223720491,0.641994626694218,197.96463456443817
6343,3.089546473618746e-05,-7.303887877188365,1852.7052996389316,1866.4324136266857,2017.4214930800497,2031.1517182559555,-3.586863786331471,0.02768502055267986,0.08413819919818888,0.2167011265484835,0.3157085914998674,-1.7195030672078455,0.17915515386551226,13.726494193132133,1852.705518895047,0.5982759686555325,188.53146789763187
6344,2.052940480013893e-05,-7.308518570885163,1852.7008424872793,1866.4307834204953,2017.4206310011682,2031.1536301432889,-3.5716939433812085,0.028108199631341545,0.02607442965554994,0.35459219677335985,0.16973308805148468,-1.768363755256072,0.170611923423495,13.726808837639743,1852.7022143184,0.5469314358694519,-4.3778737592619565
6345,1.0814811175834001e-05,-7.267561642003539,1852.7091818227848,1866.4231616255415,2017.4151621125916,2031.1495034897946,-3.5779884869656082,0.027931827018574128,0.3712127788301435,0.22563387870035911,0.19880820741095828,-1.678104147736518,0.18672764871337566,13.726331679409235,1852.7030963465181,0.009870557558437392,212.84347126701462
6346,2.7606223950903862e-05,-7.281365312901949,1852.699431625109,1866.4305638309195,2017.4061558321373,2031.1564202324164,-3.5299210345972516,0.029307230032893018,0.13313991054691318,0.18575858062768003,0.26450754205615334,-1.7534726530171114,0.17317153342730654,13.726456427270374,1852.7011761028878,0.25445039231898225,154.1998288871419
6347,1.2376443367879238e-05,-7.28341480747166,1852.7013869451778,1866.428059961943,2017.41928136209,2031.1554353062684,-3.5555603017480726,0.028565365207506042,0.17972383263902889,0.35331323801410663,0.27053975045748735,-1.755703145844703,0.17278570601665075,13.726917462399257,1852.7010773882748,0.19247635272729552,132.1004570504336
6348,8.989579350801506e-06,-7.27656267776981,1852.7046931523982,1866.4300235221738,2017.4184930871802,2031.1555038063514,-3.5657201833550816,0.028276613802795586,0.3444857419305638,0.240808982159896,0.243566137082303,-1.752841555109407,0.17328085611275706,13.726667943849842,1852.7038367570017,0.3706448190072956,181.1360188369787
6349,9.34270784080386e-06,-7.274430378952694,1852.7002851042564,1866.423985978171,2017.412916981699,2031.149715926028,-3.6100025465483214,0.027051777977602897,0.02975829205287986,0.3478024906943724,0.3688218221700268,-1.6733101709367895,0.18762496586946237,13.72662359214431,1852.6986726486007,0.8271325860145586,209.52591867847514
6350,4.137593438371323e-06,-7.278864957342269,1852.700881359136,1866.4294666606618,2017.423940018624,2031.1559083249601,-3.6260246176007076,0.026621806186065765,0.15519712304747652,0.2527619096585061,0.421668305693482,-1.7274721953237318,0.17773311721363466,13.72708468101131,1852.701498664272,0.33780806413535436,12.839799670718905
6351,2.5737168377487932e-06,-7.28708755472554,1852.7041972020834,1866.4281545440067,2017.4212633092732,2031.154187483157,-3.5638917096182463,0.028328364146154337,0.3733496668092623,0.17450111442271066,0.3513778245466237,-1.7598869472503416,0.17206431506745795,13.726807138178916,1852.7027042364678,0.13116025307893092,79.1112746308968
6352,4.835241339510595e-06,-7.276780633361582,1852.6978446186076,1866.430052263659,2017.419938016477,2031.1522916684244,-3.594806400061956,0.027466000077236884,0.4446535304047935,0.31510402091589707,0.22762725595773015,-1.7461441888763904,0.1744452763893606,13.726884672167643,1852.7002812727017,0.6115144835622707,196.42948829395837
6353,1.5925286623108536e-05,-7.294565755165566,1852.7024310381494,1866.4272460197717,2017.4176993521658,2031.1441897526145,-3.605257928811437,0.027180433292002194,0.4203029243424133,0.3896802168753435,0.43369474576029043,-1.6700000728083495,0.18824705193278912,13.726337413601316,1852.701698352267,0.03971375041871113,247.53881127757785
6354,2.5914540261001012e-05,-7.2919546796406465,1852.7041364713164,1866.4289060643675,2017.4206245271644,2031.1538606065903,-3.5735174036219077,0.02805699214846945,0.4460706981964559,0.2015245720005956,0.3371309452008624,-1.7570877220913346,0.17254663657546976,13.7267424718942,1852.7030558500476,0.14178381803015266,16.727979214616617
6355,-1.6055308584207029e-06,-7.24971741560653,1852.7030531293638,1866.427305154943,2017.4256589793144,2031.1572474219918,-3.594628062561507,0.027470898731831925,0.4604989350809842,0.2790408611087578,0.32232718855436104,-1.7609271761460428,0.17188542185608094,13.727194544387046,1852.701551632888,0.07376295140273524,31.156239293022402
6356,-1.143238211775202e-05,-7.298292213403649,1852.7051637087648,1866.4158409691893,2017.4155483950865,2031.1501950486443,-3.6596024926453983,0.02574274362271461,0.1831169879697214,0.3585724125370009,0.4440601779685094,-1.684191288555183,0.18559446364846774,13.726835134838947,1852.6972586539687,0.025155644960547285,93.95389016763127
