,15th,50th,85th
MEAN,2.2209037975896907e-06,1.5239804780630357e-05,2.927942568307628e-05
LN_SIGLC,-7.29850387350933,-7.285613947995851,-7.2733526792926435
TTS,1852.7017247269982,1852.7052962428913,1852.708507124163
TTS_1,1866.4208462858667,1866.42833061193,1866.4312910082285
TTS_2,2017.4133209661918,2017.4179198936195,2017.4219360288807
TTS_3,2031.1432735218818,2031.1495968210822,2031.1554116400278
LN_ROR,-3.6165538284758134,-3.582531837249996,-3.5449533041855594
ROR,0.026875133409403226,0.027805210793079148,0.028869970584999443
IMPACT,0.10038368121241337,0.352836879279359,0.5731047579195429
LD_U1,0.20853858191365715,0.3184693269619101,0.4249230317055078
LD_U2,0.17967514378410043,0.2869331369915711,0.38899094703848164
LN_DUR14,-1.7486477077100682,-1.6974305563547853,-1.6485995019878477
DUR14,0.1740090955757321,0.18315352263154905,0.19231906256680162
PERIOD,13.72607005546557,13.726468096667968,13.726853881289998
T0,1852.7003412812185,1852.702690091764,1852.7053943451174
ECC,0.05299902192707247,0.19232268981951853,0.5511946742388412
OMEGA,-26.579622340829044,86.84212606516522,204.58305921810268
