,value,err_upper,err_lower,units
PERIOD,22.808533987113584,5.4837405226493274e-05,-5.519271077503163e-05,days
T0,1879.546740140997,0.0011318924280203646,-0.001081871276937818,days
ROR,0.03228110527834833,0.000858628955523015,-0.0006915217170612858,
IMPACT,0.3769838327655075,0.19694976855755075,-0.23483662113085724,
DUR14,0.17223281979224028,0.002308613921772118,-0.0020736466132632025,days
ECC,0.17613039306179967,0.3178961630627325,-0.11900892342470382,
OMEGA,92.9825841701706,123.70131309058686,-128.92138869655753,deg
R_PL,2.8613308457825974,0.08540423924677665,-0.07347052294396406,R_earth
