,MEAN,LN_SIGLC,TTS,TTS_1,TTS_2,TTS_3,TTS_4,LN_ROR,ROR,IMPACT,LD_U1,LD_U2,LN_DUR14,DUR14,PERIOD,T0,ECC,OMEGA
0,4.5603238194480365e-05,-7.234554095125144,1692.2601844059159,1729.6816460709185,2422.0274735156736,2440.739402414304,2814.961054286209,-2.7262692403634725,0.06546306160605135,0.0016845371582566502,0.2962796587018528,0.35736156017096965,-1.3602279865641034,0.25660226841471195,18.711796733649102,1692.2612842496997,0.6623869733024639,199.41398422334728
1,4.647607857130517e-05,-7.220684669597445,1692.260068830377,1729.6808028160622,2422.0275739109825,2440.739513917278,2814.960758129299,-2.715571015826345,0.0661671597224325,0.32725349881801047,0.31445291832791744,0.2767664849292919,-1.3524711993231229,0.2586004172052136,18.711803403731356,1692.2608875355752,0.12461084342600276,-24.139842246310245
2,5.341325894247316e-05,-7.219257472310755,1692.2599332712366,1729.6809467817518,2422.026804686972,2440.738813454897,2814.9606593597164,-2.733663572013891,0.06498079124855682,0.17942374705714703,0.20093860474536296,0.5913457312185484,-1.3485869775918429,0.2596068318689645,18.71179625039848,1692.260777249678,0.03014292713837118,256.3571386690442
3,1.4400743185402266e-05,-7.2248114538043255,1692.2602511302093,1729.6814044769192,2422.027006417275,2440.737388135849,2814.9605260507783,-2.7358473147273177,0.06483904474443211,0.004740088937229079,0.28468142873600866,0.3967819189209987,-1.3622601754513244,0.2560813336346187,18.71178175878825,1692.261069644377,0.09342525689923588,1.4659115403349436
4,4.042421360477649e-05,-7.226922505269419,1692.2604818454413,1729.680837866851,2422.0280996750685,2440.7372987124018,2814.960423599749,-2.714227739930999,0.06625610019557439,0.060718434457641315,0.346783326708207,0.20373483989121155,-1.3628059816535045,0.25594160099139895,18.7117875187777,1692.2610203103704,0.18208673133596362,-1.147341404225256
5,3.2382332670908374e-05,-7.235609391346429,1692.2598214809664,1729.6806847310459,2422.027480884121,2440.7387789878976,2814.9603985895187,-2.7267109232473996,0.06543415407666091,0.024555251902573145,0.19692912862465195,0.4927424485536236,-1.3586994747126568,0.2569947879320371,18.711799387018235,1692.2606902207965,0.01151384109679023,32.045902443393516
6,4.2721739029525896e-05,-7.2113010026775095,1692.259666851356,1729.6808926850615,2422.027464455267,2440.7378665112938,2814.9597502808715,-2.7153324669830767,0.06618294570463566,0.19738699284240563,0.25236352461060396,0.3368062270499197,-1.3663072591516658,0.25504704538057865,18.711787509576908,1692.260720386701,0.3588327795336666,189.83511433088793
7,5.189419233298517e-05,-7.219005487572293,1692.262804468932,1729.6827434260235,2422.027568021127,2440.7386763178115,2814.960400261983,-2.7094311146458,0.06657466929858577,0.3878294791907548,0.26982270325148483,0.3367137372545874,-1.3496441023095203,0.2593325400759787,18.711749083135803,1692.2631143547455,0.10206054224148275,259.937097775593
8,6.136933118999371e-05,-7.222236274031624,1692.2608586492158,1729.6818892158776,2422.028419775634,2440.7395203711676,2814.960211646678,-2.7296216853155673,0.06524396775086345,0.04272977891476288,0.35270420121631973,0.3293296884147838,-1.3575612136857138,0.25728748163258164,18.711781975028067,1692.2619282359233,0.853744663485827,214.20264587729412
9,2.2628946556553242e-05,-7.203430661189105,1692.2601515790832,1729.6818290770016,2422.027039675277,2440.739001658238,2814.96052826034,-2.7271009561199344,0.06540863758204384,0.07832572099677289,0.29492676627359304,0.34107745420925895,-1.3658204478797271,0.25517123538323855,18.71178581577106,1692.2613500452446,0.4490136610949875,-12.73349282471072
10,4.8855636677889824e-05,-7.213524610758109,1692.259216404796,1729.680114535895,2422.027346553274,2440.73862217147,2814.960749615109,-2.7204581933470826,0.06584457796603871,0.26422354099354917,0.2479495834308929,0.4039305337316894,-1.3584121434206369,0.25706864118616335,18.711813889225645,1692.2600581799454,0.024310995561174137,-75.61908930046705
11,2.9659707558998447e-05,-7.218532812500079,1692.258381907487,1729.6805208703704,2422.0281077330287,2440.7384173175183,2814.9600193345445,-2.7208311924844493,0.06582002257511162,0.2010354478297811,0.2986356715481304,0.2906267704965688,-1.3643413378418991,0.25554894098407066,18.711812240289248,1692.2599842564334,0.3859574919840853,189.02890189008744
12,4.329111249324255e-05,-7.219197649354772,1692.26114320919,1729.6811319390595,2422.027199591808,2440.738826485391,2814.9591881687743,-2.7160021797261167,0.06613863698123978,0.16600430863010232,0.33716421384522666,0.22574733403633718,-1.363611811918584,0.25573543858033854,18.71176666057322,1692.2616780506798,0.015240371641061635,242.22815056953328
13,3.675707910161481e-05,-7.220434006680367,1692.2596714415165,1729.6811088762943,2422.0270294384095,2440.7385793245135,2814.962450013364,-2.7248509167771164,0.06555597528561816,0.03473282259655231,0.2571248575063576,0.4260632079939648,-1.3605967661845335,0.25650765617416976,18.71181798500413,1692.260500641703,0.0312192395577265,73.7155317770183
14,5.1295697892018e-05,-7.22109946571166,1692.2595181198626,1729.6810907530526,2422.0285286719404,2440.738520775894,2814.960228915863,-2.7229240671696426,0.06568241356552033,0.22012600175879599,0.2938805162672691,0.3668073581913296,-1.359460932228704,0.25679917180531814,18.71179967463142,1692.260826622716,0.19267132160865014,-15.129986306802229
