,15th,50th,85th
MEAN,3.182032863664316e-05,4.265225557301932e-05,5.3044201430249165e-05
LN_SIGLC,-7.231407261361146,-7.221440222437101,-7.211779035463629
TTS,1692.2593158606057,1692.2601273849773,1692.2609412808977
TTS_1,1729.6801705564785,1729.6808508005715,1729.681501418416
TTS_2,2422.026994064164,2422.027708204647,2422.02845453515
TTS_3,2440.7381006752803,2440.73878916786,2440.739492813964
TTS_4,2814.9597784629273,2814.9604621921226,2814.961144585461
LN_ROR,-2.7297667340069474,-2.722595928015915,-2.7136163933591946
ROR,0.0652345048850255,0.06570397007369627,0.06629661801924605
IMPACT,0.05045270927000035,0.16919488324626625,0.3148856029892835
LD_U1,0.23317127077986813,0.2846403144315399,0.33468859555734964
LD_U2,0.2807672409476152,0.36160931310511546,0.4467733699106785
LN_DUR14,-1.3629552653974644,-1.3586523328064388,-1.3531824989755064
DUR14,0.2559033959227367,0.257006903443618,0.2584165402219192
PERIOD,18.711782773189285,18.711796479037485,18.71181032857834
T0,1692.2604021974498,1692.260931838142,1692.2614424836029
ECC,0.017435259830185717,0.09007274666241763,0.42420755661253445
OMEGA,-24.23953647637494,103.36055810167619,205.15878200244683
