,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
0,3.080247682417629e-05,-7.220926421750721,1692.260196393285,1729.681152289501,2422.027881847184,2440.7380136200554,2814.960160959711,-2.728124959926277,0.0653416931697084,0.17018790872845113,0.3124374114352084,0.37321849279051267,-1.3572677532441288,0.25736299641031385,18.711786625039842,1692.2610981958237,0
1,5.3304441808652234e-05,-7.2215729633035375,1692.260384973132,1729.6805047275104,2422.027706978969,2440.73964495884,2814.960309060679,-2.7143553580807964,0.0662476452541681,0.31799260021023523,0.22235433581674213,0.42507903927138035,-1.3553035938657643,0.25786899512173916,18.711798891848698,1692.2609813896934,0
2,5.3191415942780435e-05,-7.223263406367325,1692.2601354509397,1729.6804750692247,2422.027501519914,2440.7396887992973,2814.960231306809,-2.7173678787609776,0.06604837315918433,0.3194887918871166,0.22392560118729787,0.4349095167507999,-1.3559416319796458,0.25770451735158606,18.711800215829854,1692.260840342836,0
3,5.901667988146108e-05,-7.220774079067649,1692.259620249068,1729.6806925091103,2422.0278054730243,2440.739670939152,2814.960455320345,-2.7225738724148507,0.0657054192302295,0.16404488820104202,0.2157714272618485,0.4768443044085089,-1.353926516118852,0.25822434539285977,18.71180713788387,1692.2606876098146,0
4,5.060691307715684e-05,-7.221262456159583,1692.25991621131,1729.6808634777253,2422.028605943881,2440.7393939174094,2814.960630330638,-2.7273155430066716,0.06539460325198483,0.07016392163776394,0.2372548910021739,0.4232459834968241,-1.3584409858341207,0.2570612268130453,18.71180645250957,1692.2609400154229,0
5,4.776759538073911e-05,-7.213818488252381,1692.2613119006523,1729.680447282375,2422.0269285495615,2440.737574000938,2814.9607438845287,-2.7188950661403437,0.06594758190042675,0.13731150821252575,0.20582001276880013,0.5068634243749277,-1.3556344679719372,0.25778368706236077,18.711783011742472,1692.2611201924728,0
6,3.841976612214941e-05,-7.226151348950137,1692.258870175047,1729.6812709537267,2422.028407366577,2440.740102172315,2814.9601753202537,-2.7261166246141424,0.06547305306265923,0.10939966589435235,0.33484009222329836,0.25988892629995064,-1.3611805167918802,0.2563579633699726,18.711810296293827,1692.2607148420977,0
7,5.0390829067455906e-05,-7.215891090785571,1692.261239560644,1729.680154149941,2422.027103261892,2440.737360334791,2814.960812597747,-2.726652859857486,0.06543795351576581,0.042215824227687174,0.23765612038003336,0.5004027938476183,-1.3578450271054403,0.2572144703538471,18.711787111993868,1692.2609374227764,0
8,4.9349943240017205e-05,-7.213489110371769,1692.2614975416122,1729.6799628430963,2422.026781252041,2440.737053694575,2814.960710561363,-2.7198638963116806,0.06588372083361424,0.0470616222953107,0.2629788775252164,0.4171826422574143,-1.3605096448654672,0.25653000443301704,18.711782526850534,1692.2609339213516,0
9,2.9120858872737686e-05,-7.2278449181163635,1692.258186026916,1729.681105926546,2422.027830774232,2440.7399627673585,2814.9599041766564,-2.729829625165637,0.06523040234043496,0.1139670765152772,0.2867278551831869,0.37184665391887584,-1.3582821463708015,0.2571020615233483,18.711812887296144,1692.2602745125898,0
10,4.387890320749607e-05,-7.2105655759993725,1692.2618125041045,1729.680789802234,2422.0261721354937,2440.737500182431,2814.9610116429544,-2.718227382237668,0.06599162874232938,0.3059977167787318,0.2871924788420843,0.3801391749852534,-1.3556391941484502,0.25778246873403254,18.71177442012069,1692.2614186060398,0
11,3.569731878587338e-05,-7.220679824595245,1692.260698325889,1729.6809888596802,2422.0288067601114,2440.7402099987544,2814.960031418435,-2.7238038100935427,0.06562465533688303,0.1760459885547367,0.28253898054142845,0.2909983899213986,-1.3621659086601978,0.2561054747380422,18.711794597346866,1692.2615394273928,0
12,5.083660467320412e-05,-7.224078085239851,1692.2593467083302,1729.680367230097,2422.0264068524643,2440.7372277879213,2814.9611060370366,-2.728474897447131,0.06531883165987551,0.15839168578619944,0.2522563480387996,0.4569119902445524,-1.3593473582444864,0.25682833916669917,18.7118045893766,1692.2600015027494,0
13,3.8248899382194205e-05,-7.215282233129507,1692.2608576858534,1729.6805559374875,2422.0275757439153,2440.7386829921743,2814.960119952029,-2.7186830371936423,0.06596156617923817,0.13709249878049784,0.3539325911629507,0.19604151914236478,-1.3634842351277696,0.2557680665681329,18.711786721301355,1692.2611729215935,0
14,4.4241186835691936e-05,-7.224951270240332,1692.2600105718625,1729.680199834572,2422.0273979364215,2440.7391489710894,2814.9607200555756,-2.7272066024597366,0.06540172776389677,0.16820636215326648,0.27651304281212874,0.4377224670612794,-1.352820649262321,0.2585100650928342,18.711807050184493,1692.2605366587018,0
15,4.171667921766878e-05,-7.225192312151871,1692.2598555015975,1729.6805777220943,2422.0272000560612,2440.7388202098414,2814.960293357105,-2.7270181417895882,0.06541405457886343,0.14786632308361433,0.2823050741283333,0.4027928467131745,-1.3561531923902903,0.2576500030448081,18.711797914134735,1692.2606481907405,0
16,5.6796032583758286e-05,-7.21754889992477,1692.2603657251366,1729.6800733128428,2422.0289419217365,2440.7393756309716,2814.9609768546666,-2.7059944925817927,0.06680385486252033,0.30365567387309433,0.29793581429898075,0.23854980863644148,-1.360514914117776,0.2565286527152602,18.711814622720183,1692.2607743283615,0
17,5.748655341512026e-05,-7.218962143047769,1692.260249260373,1729.6800092030937,2422.028827782736,2440.7394475004044,2814.960921996396,-2.705679640960875,0.0668248914760395,0.32859420787049104,0.29956039117659494,0.23478282860736388,-1.3601512987769924,0.25662194742940475,18.711815654023617,1692.2606897051344,0
18,3.579558453376201e-05,-7.232872410694794,1692.2588720956135,1729.6813664329159,2422.0271966505284,2440.73812611882,2814.960794640691,-2.7155400613807985,0.06616920792187536,0.3114817953429996,0.33799027609152277,0.27814868573186335,-1.3563118749609409,0.2576091217236592,18.711803291604713,1692.2604183644605,0
19,5.200068505029766e-05,-7.205372273844659,1692.260263509162,1729.681459889093,2422.02921337378,2440.7383598400097,2814.960051124464,-2.7094493783224824,0.06657345341145378,0.42039205949648234,0.22623900147367082,0.40481565287085886,-1.348350300103384,0.2596682822335901,18.71178845178052,1692.2614352070918,0
20,5.025313984324011e-05,-7.203294539766203,1692.260160408932,1729.6814105726899,2422.02907373988,2440.7381568997903,2814.9607969714298,-2.708392788380053,0.06664383142656517,0.43232178496746343,0.207298281452315,0.43008755275431354,-1.3449578300282319,0.26055069504376355,18.711797188214273,1692.2612390109018,0
21,3.207383040477395e-05,-7.215310753283734,1692.2598615893949,1729.6810597195642,2422.0279420414727,2440.738783050636,2814.9608209254525,-2.7128789404313194,0.06634552668601418,0.4064405760510822,0.26916533569509515,0.3552271245156875,-1.3444155703896852,0.2606920194832878,18.711802116560413,1692.260873778301,0
22,3.0396960494558432e-05,-7.2107810210753875,1692.2605650766316,1729.6808506195262,2422.027881204424,2440.738987097579,2814.9603227080934,-2.717410848292692,0.06604553515249352,0.372981664514115,0.2686634343061034,0.37191163146143746,-1.3461997325053772,0.26022731733351917,18.71179176567374,1692.2611935492512,0
