,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
0,1.9312809576985044e-07,-7.725281854650701,1726.0579906592254,1754.6355981707877,1783.2124948371736,1811.7968890212824,1840.3735508645384,1897.5362169621096,1926.117372489224,2440.5444459715177,2612.0342061466145,2697.7733269839814,2726.353170277223,2812.0989066401844,2840.6731227570735,2926.42282281895,-3.4835899759841893,0.030697011451499587,0.2230055993268927,0.33779357571913504,0.16689933128651857,-1.693091515356356,0.18394995991270022,28.580003118430657,1726.0549487127787,0
1,5.025115320542779e-06,-7.7247624974769,1726.0528288415126,1754.6332394006026,1783.211617339792,1811.8009097829745,1840.374759168583,1897.5349577040033,1926.1151864311516,2440.54636772461,2612.030892489688,2697.770601894278,2726.3516937734744,2812.097543430892,2840.672721285051,2926.422332636189,-3.4670505323869065,0.031208944817492246,0.46050321247837916,0.2831023790160081,0.2179894495362511,-1.6855357266560764,0.18534511103735837,28.579997388505873,1726.0540249408384,0
2,-6.029190747995419e-06,-7.725038489692079,1726.0519487179972,1754.6334092545264,1783.2134169062579,1811.7996826718247,1840.373952537595,1897.5323276648153,1926.1180514480848,2440.5445650259708,2612.0363495161855,2697.771750605961,2726.352262081724,2812.0929814009405,2840.6737317067527,2926.4216972797844,-3.481478101152111,0.030761908200189106,0.46439778654824937,0.4101917231572767,0.2003557824780111,-1.676161973558286,0.187090658731303,28.58000128488996,1726.0539845537712,0
3,-3.3901768006879177e-06,-7.729975435483062,1726.0544487245375,1754.6335173219838,1783.2117359533736,1811.8005335711216,1840.375792304796,1897.532984836112,1926.1169807764818,2440.547915277611,2612.032221857331,2697.77260103911,2726.3520745397045,2812.098045800679,2840.6720354366744,2926.4254386680354,-3.5069788571549574,0.02998737386268552,0.19210648616055737,0.4153327041306343,0.21242504667587125,-1.683472123010933,0.18572798479807764,28.58002015371897,1726.0543532188985,0
4,-3.3829089967655203e-06,-7.728882115897866,1726.0543418076588,1754.6337309173844,1783.2122269635763,1811.8008675640242,1840.3757575072887,1897.533062215576,1926.117667768351,2440.54779460247,2612.032430190822,2697.7726578156967,2726.35207102174,2812.0980983632994,2840.6725250889594,2926.42550188279,-3.5020141889800818,0.030136621399043217,0.2163491467946808,0.4233868774477436,0.21299023497658842,-1.6819076616000805,0.18601877647007403,28.58001757576857,1726.054574355674,0
5,6.613263536375485e-06,-7.720792454100119,1726.0542848446507,1754.6343843873003,1783.2124232700799,1811.8012167761378,1840.3763229979595,1897.5364307713737,1926.1147309484486,2440.5440722233297,2612.0282659094705,2697.77244512672,2726.3519171420503,2812.095268987023,2840.670284641028,2926.418292466187,-3.4718507515551558,0.031059494027603267,0.3049797762483255,0.22870795393765153,0.3041650660687265,-1.6867619614429903,0.18511797370493044,28.579916023815006,1726.055197295225,0
6,-4.758208047478364e-06,-7.724279034829892,1726.0571003513912,1754.6347566036454,1783.2109148780114,1811.7984516671013,1840.375283933109,1897.5350797891106,1926.1189236887005,2440.5449563347547,2612.031448489059,2697.772569238778,2726.353039078558,2812.0973620601344,2840.6729237208806,2926.4253347724216,-3.4852672258051807,0.030645568048316887,0.2943000771989243,0.3800049602846045,0.12740882233900463,-1.691116596630421,0.18431360509981773,28.57999913521021,1726.0548839646085,0
7,-5.021771584075465e-06,-7.713839947290487,1726.0543249884759,1754.6340710679276,1783.2122313529374,1811.8003368518193,1840.3747655772045,1897.5330216814468,1926.1201340689147,2440.5464351446976,2612.032678600098,2697.7698730066513,2726.354035269472,2812.0967849755107,2840.6702565679398,2926.421620790086,-3.468887803526588,0.031151658165549875,0.5322678382843911,0.3986624265190213,0.27801334629029695,-1.676948878242796,0.18694349412537212,28.57996753369886,1726.0549456032572,0
8,-1.1492663984348657e-06,-7.725359629908491,1726.0532812898557,1754.633686974247,1783.2134488284971,1811.7999010935312,1840.3744599651022,1897.5343635623385,1926.1165666413053,2440.5470417090714,2612.0373214679157,2697.771906615824,2726.3518773407595,2812.0958613386483,2840.672309122974,2926.421414809859,-3.491048403172011,0.030468911716732452,0.18655432706406025,0.3822148744870675,0.20716063396632967,-1.6881596855042733,0.1848594106009378,28.57999895628258,1726.0545513880352,0
9,-2.8000641464786887e-06,-7.728450380425106,1726.0541008219789,1754.6330338953908,1783.2134851034673,1811.800363811357,1840.3748621840277,1897.5348373722552,1926.1160509851272,2440.547569298489,2612.0370629985073,2697.7721343206163,2726.3515328749336,2812.09685496389,2840.6713993587155,2926.422346860063,-3.4914052126102977,0.03045804206077084,0.09352484159163985,0.34403786231960565,0.2565673824193302,-1.6828249286817913,0.18584822580205282,28.57999951861159,1726.0546973842515,0
10,2.0135575894426034e-06,-7.722314395824617,1726.0536458415359,1754.6349403727704,1783.2131027633693,1811.7994309579467,1840.3788002863948,1897.5344862372378,1926.116894930938,2440.5463913754465,2612.0348487336023,2697.772990159002,2726.3520959380085,2812.097354324014,2840.674863920624,2926.4192325239837,-3.487921456506849,0.03056433549339348,0.2191088480755326,0.31854266524750585,0.25260184107894545,-1.6903579462272353,0.18445348774494272,28.579979682413164,1726.0553216543267,0
11,4.260294159256773e-06,-7.715178104853087,1726.0551200871648,1754.6326035363365,1783.2106149941517,1811.8000379270193,1840.3742257365789,1897.5341733813468,1926.1152964928658,2440.5464773866433,2612.032820840363,2697.7727574713513,2726.352592619015,2812.0936450025447,2840.6696971951055,2926.4234032701293,-3.491182169748669,0.030464836267303144,0.10590358246072631,0.32311311031904943,0.2720320094215134,-1.691674101331653,0.18421087803654462,28.57999107500544,1726.053989208155,0
12,6.216247349730421e-06,-7.724358775619425,1726.0544923599432,1754.635801901902,1783.209742114939,1811.8001826131294,1840.3739156440886,1897.533673456235,1926.114986850436,2440.5454785892052,2612.0338253720906,2697.7718178784594,2726.3524828042555,2812.095811107707,2840.670708035781,2926.423447424519,-3.4662575805667655,0.03123370182134838,0.49254989678053734,0.36569713863350173,0.17682886027007227,-1.6851169487330098,0.1854227457327228,28.580000254584778,1726.0540212984681,0
13,-5.410156021162658e-06,-7.715873182450735,1726.0551933431357,1754.6324901369085,1783.2152126921587,1811.7998277571207,1840.374493112135,1897.5350387078358,1926.117701371542,2440.5445105166905,2612.034607898593,2697.771391332805,2726.3517738791693,2812.095485515708,2840.6742822938895,2926.4216469893854,-3.4835126633263993,0.03069938481078529,0.35061530734128615,0.2417619317261448,0.33443770354825464,-1.686709447525776,0.18512769523013192,28.57997583775652,1726.0550076332906,0
14,-2.214720807903879e-06,-7.720557258555242,1726.0528084029645,1754.6339558390957,1783.2068464837778,1811.7972056466926,1840.3765155448955,1897.5351606129234,1926.115148896367,2440.5462164213263,2612.031240829497,2697.7725112848066,2726.352071921735,2812.0965913997193,2840.6702603976237,2926.421915709283,-3.4421664417471756,0.03199529424796304,0.63550610978607,0.3142645910838684,0.21106804737214668,-1.6800080890766704,0.1863724684521259,28.580013767530513,1726.0531981042902,0
15,-1.7154937107632427e-06,-7.715542486655429,1726.055644501843,1754.6341031136933,1783.2109528026494,1811.7981559508253,1840.376097194804,1897.5372832750493,1926.118311917378,2440.5449446591856,2612.0332185478596,2697.771404978851,2726.350935223617,2812.0972029921136,2840.67114974696,2926.4212325107815,-3.444324560872329,0.03192631904665303,0.6488434835133257,0.3291660529135414,0.1836287689001812,-1.6736631194174243,0.1875587556079225,28.57995819202775,1726.055128581728,0
16,-1.4446500109904308e-07,-7.714470583161753,1726.0555202480236,1754.6336961383274,1783.2084093849662,1811.7998318479408,1840.3777699275572,1897.5349533345852,1926.1177329418858,2440.5489153156677,2612.034633200644,2697.772232698773,2726.351623992419,2812.0970823682937,2840.669544932044,2926.422272318973,-3.448801319903615,0.031783712056261175,0.5998529702356259,0.4477741924064518,0.06365855066587067,-1.6719747498349873,0.18787569158305273,28.57998286676183,1726.0549138017643,0
17,7.81760021266611e-07,-7.72270900730395,1726.0573902305791,1754.6334324351851,1783.2087175904062,1811.8001965508856,1840.378716680709,1897.537018317156,1926.1166422656468,2440.548172393758,2612.0328354126814,2697.7720025221683,2726.352801823306,2812.096779847955,2840.6695747846807,2926.4220164123603,-3.436400869817534,0.03218029823276173,0.6205514712540084,0.3780351060268503,0.08311321300233865,-1.6791815214643255,0.18652658158206778,28.57995822546907,1726.0555322190876,0
18,-3.0834453085134866e-06,-7.7243171529200465,1726.0521864749007,1754.6345287404617,1783.2128986456446,1811.800474241935,1840.3734366922777,1897.5337208459273,1926.118685346401,2440.543690533388,2612.034517248143,2697.772947905853,2726.3519894790734,2812.094954120807,2840.6718561521975,2926.4199255405865,-3.4581166957302014,0.03148900959647228,0.6222528931832412,0.22489557212969302,0.4099159284390985,-1.664753490237454,0.1892373010749098,28.57997415435654,1726.0544794824577,0
19,-1.902826535482092e-06,-7.728966646105524,1726.0543546608562,1754.6345211286723,1783.2123477640719,1811.799909372929,1840.3751703148805,1897.5363088341117,1926.117918696357,2440.54630970763,2612.0335671138264,2697.771229908005,2726.352632466363,2812.0973802619083,2840.6707185765617,2926.419805961528,-3.4529997394895493,0.03165055042684724,0.5629502726817328,0.32890703101878205,0.25100201830021396,-1.6804235383804136,0.1862950562214127,28.579956909500417,1726.05526285222,0
20,-9.421128185917918e-06,-7.72268378906288,1726.0545103973675,1754.6326018363147,1783.2117579898973,1811.8004342481693,1840.3751317619945,1897.5343198987375,1926.1158199891431,2440.5468138925066,2612.0327315022873,2697.7726463025438,2726.3531022683474,2812.0988631620303,2840.6701312121145,2926.419005843857,-3.4609237136295476,0.03140074332336329,0.5344705294626493,0.2486756236048704,0.17813548598624118,-1.6902117838557287,0.18448044987452059,28.57998512420064,1726.054417295981,0
21,9.111624363582431e-06,-7.722790798029194,1726.0543141350122,1754.6361183136614,1783.2129912106645,1811.7998367074379,1840.3751879506508,1897.5374037386823,1926.116749585766,2440.545489651647,2612.0337799066897,2697.7719495938763,2726.352116332613,2812.0951152614107,2840.6746271925076,2926.42266651224,-3.479021036359146,0.030837585135285797,0.2404182195528315,0.313288944720586,0.24409213937236296,-1.6867918898129883,0.18511243350862505,28.5799736980029,1726.0553834804343,0
22,-3.1090056207286633e-06,-7.7196933900419396,1726.0556401389645,1754.6327431989516,1783.2075023207499,1811.7994876137718,1840.3758316306669,1897.5352676595821,1926.116156100448,2440.545854366997,2612.0348025251174,2697.7730320675505,2726.352526902547,2812.097656043948,2840.671198844045,2926.4212977088996,-3.4851736389923014,0.030648436203568066,0.22382475539261545,0.3622964972064491,0.16905039708085612,-1.692564361773946,0.184046955356554,28.5800129161296,1726.0539677511172,0
23,-3.6587823884482376e-06,-7.717804397598009,1726.0566798876837,1754.63304357267,1783.2094073691815,1811.7999704661272,1840.3769441676466,1897.537129160746,1926.1163683967854,2440.546250849601,2612.032405922845,2697.772924266686,2726.3525489216045,2812.0986555821696,2840.6705754811815,2926.4207278072226,-3.474509941220904,0.030977010660126193,0.43074532453159026,0.3185969880838302,0.1553557074359897,-1.690177943506673,0.18448669286297015,28.57997439202291,1726.0550335130024,0
24,4.44557208878615e-06,-7.729213027513949,1726.0526974427532,1754.6352592844653,1783.2124827407215,1811.7991242518249,1840.3741956800097,1897.5371484218053,1926.115636891094,2440.547018721699,2612.0336448997023,2697.771465892713,2726.3522308992287,2812.094442696559,2840.6704757252646,2926.421294033023,-3.454389592366588,0.03160659137366117,0.5773051961906718,0.27677861790845637,0.32539931828091917,-1.6753993974085655,0.1872333840180203,28.579966528544126,1726.0547181756842,0
25,-2.8933103898917184e-06,-7.717570280342493,1726.0552949221978,1754.6334635582182,1783.2107565969332,1811.7987552383574,1840.3784129042429,1897.5376053146792,1926.1171113793735,2440.544164518393,2612.0331118185477,2697.7711086372187,2726.353133004807,2812.0974640265918,2840.67455586746,2926.4215812209163,-3.4730755763632923,0.031021474876942557,0.4635521815845247,0.341006220057541,0.26300677608010115,-1.6855167438708072,0.1853486294371963,28.579983152246427,1726.055072668439,0
26,-6.934782920975156e-07,-7.722035292885585,1726.051522133637,1754.6317714276697,1783.2138791831258,1811.801100430886,1840.373690770444,1897.5346015759535,1926.1161013868814,2440.5460521115447,2612.0328947468165,2697.7712701094624,2726.3527625269703,2812.0971893862807,2840.666845240995,2926.422616345696,-3.4561832746913996,0.03154995000286552,0.5618612080085436,0.318196575767802,0.20643893517807932,-1.681230385038908,0.1861448053006842,28.579984266263278,1726.0540355917196,0
27,6.467059315047751e-06,-7.721122786823134,1726.0550056179259,1754.63454757107,1783.2095813781623,1811.7996438233135,1840.3773196586606,1897.532825258117,1926.1183959619627,2440.543878539233,2612.03351773866,2697.773384350456,2726.3518727967385,2812.095795375233,2840.67488942257,2926.42024964154,-3.4469428978394077,0.03184283452826608,0.6329616579710733,0.33362590354498756,0.27046078155595965,-1.6657452333523763,0.18904971931631576,28.579987653306876,1726.054585978622,0
28,-2.5875285205200993e-06,-7.72369128980055,1726.0545165742228,1754.633553289745,1783.2138314253468,1811.7997308248787,1840.3741937275522,1897.5370032697285,1926.1149482896524,2440.5464831921454,2612.031021659388,2697.7717118053797,2726.352826532524,2812.098094238154,2840.668026394133,2926.4222736793804,-3.4674992952970727,0.03119494254267852,0.4408635823589411,0.2511198657992484,0.24306993615506367,-1.6880526103381475,0.18487920551279063,28.57996520127904,1726.0548218686242,0
29,6.505526592984886e-06,-7.724881507013815,1726.0552549475253,1754.6347935109964,1783.2125719600497,1811.7991322506614,1840.3756501584185,1897.5337926320071,1926.1170880154816,2440.5471607641957,2612.0354087860374,2697.7731199709488,2726.3516156995597,2812.0979498157512,2840.674015729373,2926.419885467271,-3.4659087966467195,0.031244597534321464,0.45119971217343857,0.32782753855764923,0.2472556373838608,-1.6814639357802352,0.18610133611973934,28.579994447641795,1726.054923013422,0
30,-4.480678353222425e-06,-7.710667594547976,1726.0520254621215,1754.6355562980875,1783.2111509177987,1811.799849774889,1840.373891909904,1897.5358847170005,1926.1152615944197,2440.545746914687,2612.033505364476,2697.771559408513,2726.3518623708565,2812.098025480035,2840.6706871951087,2926.420330913071,-3.4928906424314863,0.03041283236302831,0.15663673019085292,0.35015643981493416,0.1691843905259629,-1.6846928912971193,0.18550139230098647,28.57998815329768,1726.054178670749,0
31,-1.5021632311357937e-06,-7.739278861899206,1726.0569850725808,1754.6342600685812,1783.211928965605,1811.799327742221,1840.3750415515474,1897.5337393364844,1926.1164390913364,2440.5472937909476,2612.033838036144,2697.7722735787243,2726.3511474615266,2812.093905494775,2840.674608721042,2926.420428465464,-3.4909178934221328,0.030472888466276316,0.03746529668130228,0.22493448778874425,0.47485077412888055,-1.6922080869644978,0.18411253833259064,28.579970745728655,1726.0549305905306,0
32,2.2094486433713946e-06,-7.704960160184115,1726.0531628722238,1754.6338317047841,1783.210946046296,1811.7995180658202,1840.375985423541,1897.5368733522878,1926.117855373232,2440.544266206939,2612.031565865828,2697.771664696501,2726.3524894752395,2812.100447019099,2840.6699760980237,2926.423460752435,-3.4726071348515637,0.031036010027698166,0.4728838817881279,0.2582469659413118,0.22322996806554007,-1.6905013505666087,0.18442703821092185,28.579995034635104,1726.054526336048,0
