,15th,50th,85th
MEAN,-2.9308258624654365e-06,1.6118872399133395e-06,6.2394782291934274e-06
LN_SIGLC,-7.728557829986131,-7.721683094702847,-7.715078152137852
TTS,1726.0531689895854,1726.054630713932,1726.0559253465296
TTS_1,1754.6327148664836,1754.6340555811303,1754.635322581778
TTS_2,1783.2102920639204,1783.2117196670674,1783.2130131417591
TTS_3,1811.7982277633944,1811.7995346031037,1811.8007715273911
TTS_4,1840.3744473277163,1840.3756474639572,1840.376932376632
TTS_5,1897.5334323524314,1897.5350265235218,1897.5367574492504
TTS_6,1926.1152938778496,1926.1166207778308,1926.1181049828722
TTS_7,2440.5441923976377,2440.545882569579,2440.54738588609
TTS_8,2612.0312795198925,2612.0335172497234,2612.0355192284665
TTS_9,2697.770895516639,2697.7722508914267,2697.7735974373068
TTS_10,2726.35124703718,2726.3524590455263,2726.3537452274263
TTS_11,2812.0950765267457,2812.0966858520464,2812.098321418137
TTS_12,2840.670200916776,2840.6721239596177,2840.673604970232
TTS_13,2926.4199569309512,2926.421367482596,2926.4228000151575
LN_ROR,-3.487638438235815,-3.466111026060209,-3.4412891314200302
ROR,0.030572986983001448,0.031238279596664226,0.032023376366592
IMPACT,0.18470334146913517,0.4823788197603107,0.641070993934158
LD_U1,0.2405158453166,0.3052710246234609,0.37198641867938664
LD_U2,0.16763834102202943,0.24962687724786614,0.3339414445446971
LN_DUR14,-1.689904390223244,-1.6806288462753514,-1.6696931284176284
DUR14,0.1845371667068799,0.18625681230160623,0.1883048421781918
PERIOD,28.579960388216637,28.579984228751968,28.58000820468777
T0,1726.0540985186951,1726.054680241144,1726.05523917245
ECC,0.08755246224966481,0.2622614363182359,0.5766131854802161
OMEGA,-5.060977787476741,89.70069739475075,185.3344624923439
