,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1743.5560364890914,1743.5532809895267,-3.967919373208133,2.760254419989262,-2.7364520339468448,True
1,1,1781.9082540320978,1781.9032462237687,-7.2112439938791795,2.1954294736412505,-2.266176428925457,True
2,2,1820.2604715751042,1820.2650451609268,6.585963584439014,2.157030719989824,-2.187916541571593,True
3,4,1896.964906661117,1896.9613582269424,-5.10974521159369,3.582692191777451,-2.7124658036951415,True
4,6,1973.66934174713,1973.6640344339403,-7.642530993070977,2.218310274727205,-2.1319702374821845,True
5,18,2433.895952263207,2433.9169534761404,30.241746623869403,2.359204882992642,-2.3406284503583135,True
6,24,2664.0092575212457,2664.0257447407075,23.74159602506552,2.9786725310239297,-2.881603617726263,True
7,25,2702.3614750642523,2702.353192869894,-11.92635987601534,2.935324713144562,-2.9649500364730312,True
8,26,2740.7136926072585,2740.7167938510747,4.465791095353779,2.293723420572248,-2.4295415615033282,True
9,28,2817.4181276932713,2817.4099929426075,-11.714040955994278,2.232913122578129,-2.2454744320292384,True
10,31,2932.474780322291,2932.462728374713,-17.3548045118514,2.111660990493335,-1.967477394276176,True
