,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,TTS_0_14,TTS_0_15,TTS_0_16,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
0,1.0858105753571522e-05,-7.972302305181903,1796.493586389662,1812.6929314098952,1845.101046136575,1861.3007510503635,1990.9198363856742,2007.1211039091202,2023.326486930048,2395.952950213108,2412.1546865932078,2719.9916896511604,2736.1918122257066,2752.3950268288,2768.5967667504538,2898.213374698536,2914.4177971639447,2930.6164647334635,2946.8196650713944,-3.623992856472002,0.0266759503224005,0.018196854585297528,0.3399734449551526,0.32477416775138335,-2.114976158405852,0.12063616567737412,16.201717509034534,1796.4951220831297,0
1,8.001895893735745e-06,-7.970991257681051,1796.4969180578491,1812.6940837320415,1845.1006334727067,1861.3000927694445,1990.918014957471,2007.1204460184365,2023.325287192222,2395.955577667309,2412.1529474654494,2719.9891323093557,2736.19120075076,2752.3942578475635,2768.595614419844,2898.209542829294,2914.4134785425713,2930.61643388453,2946.819077682267,-3.593517041613495,0.02750143643665735,0.2617412632952406,0.31360805487307486,0.14823593147781078,-2.1277552245938818,0.11910435652269181,16.201684239136156,1796.4955842345178,0
2,1.2264866128627442e-05,-7.973773770729088,1796.4944787066288,1812.6925843580786,1845.1012190115052,1861.3012050112661,1990.9194776730162,2007.122112534548,2023.3204736406608,2395.952749327997,2412.154733355536,2719.991525602659,2736.1916614551155,2752.3953836633855,2768.5964084916254,2898.2101028193156,2914.417195637534,2930.6174673630503,2946.8197179692893,-3.5976652399946722,0.027387591311881506,0.3964383061514099,0.3723679182700155,0.22763552014040278,-2.113175346883761,0.1208536043988229,16.201716825593895,1796.494707599687,0
3,8.776826318390122e-06,-7.96598289849353,1796.4970838226086,1812.6922159495698,1845.1008542065044,1861.299777315269,1990.9179962557964,2007.1203562471528,2023.327111516316,2395.9548585812217,2412.153504684461,2719.989430925022,2736.191248701056,2752.393919471625,2768.595599009922,2898.2078564988415,2914.415487680745,2930.617324264793,2946.818750979689,-3.5950746377884055,0.027458633647842814,0.32263826728718886,0.29048249399035053,0.2050398384008716,-2.118368360845228,0.12022763668016324,16.201688523790796,1796.495461883955,0
4,1.107012546786659e-05,-7.979293480643896,1796.4948427157542,1812.693259101522,1845.1002597725917,1861.2998733185714,1990.918068372018,2007.1188282109113,2023.321920176057,2395.953565380856,2412.154351366683,2719.991510440301,2736.191575921622,2752.395359450953,2768.5956137915373,2898.2103374968265,2914.4162649803843,2930.6178319486603,2946.8193067068637,-3.5899192097828876,0.027600560188426514,0.429389449903895,0.27293832290491515,0.288681315353863,-2.115443831337048,0.12057976059875582,16.201722761177326,1796.4941493273939,0
5,1.1197382022221931e-05,-7.968750782249839,1796.4964534415103,1812.692120945659,1845.1022840915134,1861.2994931418364,1990.9204943509944,2007.1218252522747,2023.3271835913793,2395.9537507264313,2412.154207240667,2719.99027148894,2736.1927554971176,2752.3955441389066,2768.5979192870395,2898.2139063690747,2914.4166616803573,2930.61680969331,2946.8198461038564,-3.606274819034643,0.027152807823539987,0.3330960289006603,0.3159789163132727,0.2224254505750305,-2.1130369560546405,0.12087033058668664,16.20170946405516,1796.4957486370533,0
6,4.365805505467799e-06,-7.972554536120702,1796.495552098222,1812.694302702536,1845.0992032408242,1861.3007978460198,1990.9188589601345,2007.120988150972,2023.3246076535263,2395.9544693026996,2412.155555014733,2719.990670643955,2736.191250991192,2752.3946501864802,2768.5951509311953,2898.213221460689,2914.416483437894,2930.6155973440573,2946.818651168214,-3.613271533101087,0.026963490463136525,0.09416396211690191,0.2606413185276055,0.3324264690010421,-2.1215417396329888,0.1198467135745399,16.201703721529068,1796.4952853931711,0
7,1.0533161271557373e-05,-7.976419432066843,1796.4949094023316,1812.6929635806089,1845.102462662134,1861.2994528538345,1990.9183287368592,2007.1218770025962,2023.3232103955802,2395.952974163644,2412.15286801323,2719.990612831687,2736.1913654246155,2752.3945814466915,2768.5967489924506,2898.2130201526784,2914.416128693932,2930.6145019668897,2946.8212054121846,-3.614743974084302,0.02692381752992232,0.10270230293257998,0.32415869955590515,0.2444573619781072,-2.1280938681888535,0.11906402942386443,16.20171137219444,1796.4948353976856,0
8,4.007057062865258e-06,-7.970562019703647,1796.4953839194811,1812.6926134715486,1845.1009852136376,1861.298080149544,1990.9198766157097,2007.1209812860664,2023.3243842893,2395.9533851635247,2412.1519874222363,2719.990799566196,2736.1922880806824,2752.3942044709584,2768.5967595598986,2898.213842674935,2914.4156821589054,2930.6166560324923,2946.8182885994256,-3.5946141217268184,0.027471281701759342,0.5031649335862649,0.3723565172500538,0.08013356860796006,-2.120850036311575,0.11992964062153046,16.2017148287017,1796.4946468986861,0
9,1.7154773177867398e-05,-7.973863900243358,1796.4965358571799,1812.6940769285345,1845.0991492295514,1861.2985169122019,1990.9173949372957,2007.1213199641788,2023.3251579122214,2395.954582170204,2412.1576436022387,2719.9899898715576,2736.190910632558,2752.394437684122,2768.5953803090056,2898.2140570989222,2914.416399439732,2930.6178882488625,2946.819992810043,-3.6187951883120575,0.026814964020600785,0.10067029386554041,0.32751794358552,0.3150371731015802,-2.1167102774778592,0.12042714948356209,16.201718667794363,1796.4949293074583,0
