,15th,50th,85th
MEAN,5.890944812864991e-06,9.786261254940481e-06,1.3743317246865656e-05
LN_SIGLC,-7.978607597940955,-7.971440737062589,-7.964229504450029
TTS,1796.4943360554767,1796.495657488303,1796.497011216617
TTS_1,1812.6917886616843,1812.693111204863,1812.6943032987213
TTS_2,1845.0994648089454,1845.100778997255,1845.1018847059074
TTS_3,1861.2977860101212,1861.2999031117638,1861.301268419106
TTS_4,1990.9175065608874,1990.9186706802695,1990.9197478587148
TTS_5,2007.1199349516821,2007.1210834940262,2007.12203433302
TTS_6,2023.322370302372,2023.3249105438642,2023.3264416076602
TTS_7,2395.9531523813766,2395.9540844597873,2395.954900899445
TTS_8,2412.1534760388913,2412.1546804874843,2412.1559242739972
TTS_9,2719.9896067149525,2719.990414488724,2719.9912563691264
TTS_10,2736.1905182315973,2736.191472593939,2736.192374132597
TTS_11,2752.393044803428,2752.3946599221404,2752.395843741996
TTS_12,2768.595269005609,2768.5962734735567,2768.597178121339
TTS_13,2898.2091387029295,2898.212232984314,2898.2139133663604
TTS_14,2914.415111023617,2914.416123026044,2914.4170445160876
TTS_15,2930.6157887630734,2930.617080194608,2930.618107414619
TTS_16,2946.8175567180847,2946.8188305301182,2946.8199431043554
LN_ROR,-3.615622031585886,-3.595594507390845,-3.5642678089643907
ROR,0.026900187245864023,0.027444362449937622,0.028317711870204203
IMPACT,0.13705288044475644,0.4243723243119175,0.64928036478514
LD_U1,0.27848803813415773,0.34387601406111457,0.4127317050813659
LD_U2,0.12453837174696349,0.2154474936134223,0.30104972268881136
LN_DUR14,-2.1206103766639828,-2.1116747639955165,-2.0997328921029865
DUR14,0.11995838636195938,0.12103509138446297,0.12248914170507895
PERIOD,16.201695801623302,16.201707983627696,16.20172083216514
T0,1796.4943947183126,1796.4950239026266,1796.4956040260442
ECC,0.15069413229378667,0.3411047055224864,0.6289996662762133
OMEGA,3.718698427687252,89.59991048694174,175.97705559575564
