,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1796.4950239026266,1796.495657488303,0.9123633741546655,2.1209047283915616,-2.107623874620862,False
1,1,1812.6967318862544,1812.693111204863,-5.213781203528924,1.9091793657755076,-2.1090675563611665,True
2,3,1845.1001478535097,1845.100778997255,0.90884699322487,1.7981557910925006,-2.0982100680519062,False
3,4,1861.3018558371373,1861.2999031117638,-2.8119245378184132,2.1362400744106163,-3.1804579053882107,True
4,12,1990.9155197061589,1990.9186706802695,4.5374027193611255,1.7618808500641885,-1.9055913637350215,True
5,13,2007.1172276897867,2007.1210834940262,5.5523581048691995,1.604035292348709,-1.8858892355271297,True
6,14,2023.3189356734142,2023.3249105438642,8.603813448025903,2.357761832571382,-3.7685237832148886,True
7,37,2395.9582192968514,2395.9540844597873,-5.954165372386342,1.4423610893900916,-1.6194664502438318,True
8,38,2412.1599272804788,2412.1546804874843,-7.5553819120978005,1.976377392398937,-1.956873489611204,True
9,57,2719.9923789694053,2719.990414488724,-2.828852180900867,1.47237509120912,-1.4745204615634806,True
10,58,2736.194086953033,2736.191472593939,-3.764677095314255,1.5438789381561655,-1.646159215240141,True
11,59,2752.3957949366604,2752.3946599221404,-1.6344209088856587,1.8984736939013047,-2.496076974916158,False
12,60,2768.597502920288,2768.5962734735567,-1.7704032933397684,1.5476455682861354,-1.7068569472758128,True
13,68,2898.2111667893096,2898.212232984314,1.5353208065789659,2.559958794541713,-4.546980672380219,False
14,69,2914.4128747729374,2914.416123026044,4.677484473286313,1.568114488845673,-1.716060883380292,True
15,70,2930.614582756565,2930.617080194608,3.596310782013461,1.69888830593358,-2.06870257228232,True
16,71,2946.816290740193,2946.8188305301182,3.65729749246384,1.806915820200607,-2.045924512846515,True
