,15th,50th,85th
MEAN,9.834873614613455e-06,2.810573382746947e-05,4.6719893761955387e-05
LN_SIGLC,-6.784219303692145,-6.773228922037942,-6.762312352225059
TTS,1745.9154723523598,1745.918237318757,1745.922028371674
TTS_1,1758.9184109165963,1758.9208233471204,1758.9239030589397
TTS_2,1771.9143360103847,1771.917373098122,1771.919996620861
TTS_3,1784.9064983761837,1784.9097769544344,1784.913512322815
TTS_4,2877.0661122545735,2877.06949126717,2877.0734218232606
LN_ROR,-3.3717312287214796,-3.344860120437801,-3.3127164675399636
ROR,0.03433015252135579,0.03526514768634958,0.03641711336114069
IMPACT,0.08987429374368573,0.2986542234322556,0.5639679281525284
LD_U1,0.20677397104537784,0.3047954271730007,0.39751058031373443
LD_U2,0.19704382321974045,0.2948208778357445,0.3889995889094149
LN_DUR14,-1.7078023212531022,-1.6883001170657455,-1.66327502260777
DUR14,0.18126371461780277,0.18483345232797735,0.18951728927966396
PERIOD,13.001739965114995,13.00178233334454,13.001832096870533
T0,1745.9124521083122,1745.9140501296342,1745.9158210532648
ECC,0.032670643994237636,0.1647851907393601,0.5261850081484447
OMEGA,-37.6882714825996,85.23169065893305,216.7228717498415
