,value,err_upper,err_lower,units
PERIOD,12.518615327161578,1.2437832666023496e-05,-1.2121714192403488e-05,days
T0,1686.0628695341463,0.00044000330581184244,-0.000452238540219696,days
ROR,0.043470020379405526,0.000627810508369471,-0.0004375801322546724,
IMPACT,0.2518219469233245,0.20862395046597748,-0.16559130390845453,
DUR14,0.17142592224739436,0.0013901621531218489,-0.001070278944717451,days
ECC,0.13047230755351102,0.30564985470223505,-0.1068028090566614,
OMEGA,85.48706789366557,137.01536475790382,-127.20357216000028,deg
R_PL,4.544515951159447,0.09031101436811184,-0.08243905900804727,R_earth
