,value,err_upper,err_lower,units
PERIOD,0.4702744798543595,1.0368115797576571e-06,-1.0574104841731824e-06,days
T0,1711.3657219547383,0.0011140591159346513,-0.0009304293109835271,days
ROR,0.013927175562690726,0.0005019800026156186,-0.0004405907220426889,
IMPACT,0.31335601655492806,0.25722172157511336,-0.2081724502458825,
DUR14,0.05491477889431369,0.0016236113452854223,-0.0015096772260700803,days
ECC,0.17100810579285552,0.37746376996964526,-0.13270921728930485,
OMEGA,90.73879652896844,134.52538883797095,-135.9859566939532,deg
R_PL,1.3835404998742216,0.05606852398134432,-0.04961216767891674,R_earth
