,15th,50th,85th
MEAN,2.4537390361977815e-05,2.744928990105022e-05,3.0439524646238957e-05
LN_SIGLC,-6.799905955434903,-6.798206833923725,-6.796479899083796
T0,1711.3658223302834,1711.3666299605259,1711.3670856033157
LN_PER,-0.7544409675296918,-0.7544404347380118,-0.7544397601569935
LN_ROR,-4.273564729058487,-4.249128480803962,-4.221205099642116
ROR,0.01393203061448762,0.014276670881410622,0.014680941842547776
IMPACT,0.11318219873066798,0.33312131154024477,0.56717273588575
PERIOD,0.4702734393824743,0.4702736899403169,0.4702740071781285
LD_U1,0.18498228563114827,0.27574948126655496,0.36678212534116134
LD_U2,0.12461725655803081,0.22638592305238237,0.32293000288500234
LN_DUR14,-2.941075021810256,-2.9290055478578454,-2.91189718742226
DUR14,0.052808927463716404,0.05345016536210827,0.05437247717548946
ECC,0.03880680573880203,0.16289242908647916,0.5264772850233945
OMEGA,-28.86119775546444,89.3203468777602,210.06750752543397
