,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,TTS_0_14,TTS_0_15,TTS_0_16,TTS_0_17,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
39,9.047912139823122e-06,-7.472935921173239,1733.6280062560927,1771.107480167071,1808.575105607531,1846.033191555104,1883.5157527044446,1920.981285335001,1958.4314006154245,2033.3818946103454,2408.062086377811,2445.5199957904592,2595.3898095896598,2632.8773343071,2670.358278447675,2745.283645046408,2820.2239107182168,2857.7022403967076,2895.16037891698,2932.6239561840475,-3.8652112538086123,0.020958494407582743,0.0064624755236762236,0.2536533123630429,0.17862281106786604,-1.1553183390944408,0.3149572577346555,37.46857526119543,1733.6319251479433,0
40,1.885324217860456e-05,-7.479970871520687,1733.6302215970563,1771.1072232998656,1808.574436007211,1846.0347096072167,1883.509807884912,1920.962558379773,1958.4221208780448,2033.3808892916727,2408.065586132934,2445.516411177265,2595.4130326163036,2632.8755462637246,2670.3609582864638,2745.282070842867,2820.222303795422,2857.6841871971415,2895.1599565405545,2932.6243077496733,-3.8489963663557343,0.02130110421872585,0.7303112273879868,0.22253302459263735,0.36596539787412774,-1.1430426305552788,0.3188474095664922,37.468661643821314,1733.6289130984103,0
41,2.3422124992370607e-05,-7.485441381663992,1733.6289928260653,1771.104762847316,1808.5671751919983,1846.0342152278465,1883.5110487242441,1920.9697363221615,1958.4131930233596,2033.3861621432486,2408.0550023163555,2445.5123768065587,2595.4028857818525,2632.867772567737,2670.3613594720214,2745.281728275606,2820.216548526463,2857.6872255435624,2895.152126773104,2932.6252336474486,-3.8939080640627584,0.020365600243169676,0.11065905803900718,0.23061106528541986,0.5123396793438451,-1.1308543261630957,0.3227573985128345,37.46858553926186,1733.6274164582662,0
42,1.550875619252231e-05,-7.483875876001748,1733.6305882818601,1771.1025683370392,1808.5735197601362,1846.044769597637,1883.5134642271232,1920.9794419007794,1958.416231558239,2033.378522466702,2408.0421682235524,2445.5175583556033,2595.4110397933823,2632.8567158329656,2670.367978514626,2745.282022929796,2820.218067062193,2857.68333286376,2895.1632258657596,2932.6342691869468,-3.907050708147657,0.02009969359330142,0.04642199157073299,0.16836724042582007,0.43564025990126654,-1.1490067776176358,0.3169514163368141,37.468575765126154,1733.629680009272,0
43,1.5194626196535728e-05,-7.477415297362928,1733.6298713269541,1771.1027448824668,1808.5687110709846,1846.0526492224253,1883.5114076987998,1920.9675400167735,1958.4412326622464,2033.388640738894,2408.0584365298964,2445.5183628728664,2595.395307793868,2632.8677819871627,2670.3667409386917,2745.282417537001,2820.2174146911743,2857.6856323335705,2895.164626412882,2932.6200991433698,-3.8891467653930905,0.020462798159045538,0.6059106186084189,0.41665388559563943,0.2076865357145541,-1.1160677273921913,0.32756534162604095,37.46842233141204,1733.6334671524858,0
44,2.1977268127890567e-05,-7.480349875510907,1733.6288191702693,1771.0920440288096,1808.5728914992,1846.0691386287995,1883.513360814853,1920.964523930217,1958.4333256840075,2033.3803672364766,2408.0597355152636,2445.518042717777,2595.3977490038983,2632.8604673264726,2670.368004155268,2745.2843100100713,2820.220240011517,2857.681768587995,2895.164328510916,2932.62352371292,-3.888334842281428,0.020479419124360014,0.05624301523331099,0.34658918013776785,0.31319253813434655,-1.1322508101575621,0.3223069875407705,37.46845680541554,1733.6325298550273,0
45,1.9610696744433484e-05,-7.478623703232089,1733.6292156311004,1771.094053710168,1808.577009225377,1846.0669313412654,1883.5153331739305,1920.9676024382488,1958.434520313606,2033.3767625810485,2408.0605967899464,2445.509971710255,2595.397073752452,2632.8517005929666,2670.3723467730365,2745.2832448772206,2820.2134197589444,2857.6890843274855,2895.162526105007,2932.623514879387,-3.906653866680418,0.020107671568088948,0.055819355021094794,0.30333684101762204,0.3364436634883905,-1.139455976204933,0.31999305830999153,37.46837925489456,1733.6333367681502,0
46,1.518407756009052e-05,-7.470529440549026,1733.6310232754593,1771.1120072980575,1808.575716002117,1846.0696067133902,1883.5126370453158,1920.9775105374176,1958.4276929838047,2033.3804592947276,2408.062123507708,2445.5212570196877,2595.399885770754,2632.8782978631416,2670.374665073489,2745.2832959852453,2820.219836241696,2857.7044800474355,2895.1607329524218,2932.6183511410813,-3.864814471229712,0.020966812023076986,0.11524334071862956,0.27184717356733246,0.15907376410770224,-1.1577029002955834,0.31420711761081016,37.46843319769937,1733.637180611846,0
47,1.3836470172568284e-05,-7.47484355411726,1733.6295616276886,1771.0940380415393,1808.573487091231,1846.0686917114665,1883.5167883789738,1920.978165536808,1958.4298127852653,2033.378121102758,2408.061283643842,2445.507656453116,2595.39952522535,2632.8761416636157,2670.3730218405826,2745.28303731279,2820.2171476403037,2857.689955934944,2895.161808591809,2932.623142868661,-3.89024976988936,0.02044024004380817,0.5360071620664301,0.21456894003148097,0.24691021771397348,-1.1515623016365686,0.31614247345625834,37.46845298488708,1733.6341878215637,0
48,1.4787613016429386e-05,-7.478637395106713,1733.6286447886414,1771.1206226289812,1808.559151173535,1846.0287559205472,1883.5174843756959,1920.9660451069608,1958.4328512802729,2033.387562761671,2408.0633313039716,2445.536567726906,2595.412304891584,2632.8744405511425,2670.3768096113195,2745.2887008135594,2820.223805550616,2857.695851215901,2895.1589363820176,2932.6218083098347,-3.9080000898633864,0.020080620367030913,0.10839085120115098,0.2620920313049224,0.3535608200769149,-1.1368946079009035,0.3208137289582747,37.46874875886411,1733.6312655888428,0
49,1.6736822037728727e-05,-7.473921187265054,1733.6317943089923,1771.118169168808,1808.560129183287,1846.0469140748178,1883.510971647295,1920.969009736628,1958.4295336666676,2033.3779182874682,2408.056724944047,2445.533475174215,2595.403685125255,2632.8775927938304,2670.369304064783,2745.2856469251865,2820.2186077035963,2857.6938536588773,2895.1698429945945,2932.6210779050534,-3.8847849799177907,0.02055224743229446,0.44324405323330557,0.2424271378658298,0.24471719108610124,-1.1474173928346498,0.3174555746395216,37.46866263095394,1733.6315597933117,0
