,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,TTS_0_14,TTS_0_15,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
16,3.619168908938131e-05,-7.145113134724459,1818.095781233911,1834.8267726902009,1851.5675653167139,1868.2992328163537,1985.4626612397667,2002.193132160843,2018.9211972234505,2403.886220224079,2587.989602609798,2604.7246930468673,2721.8798021119296,2738.6203253503836,2755.3561313706564,2922.7301944320516,2939.4660101984077,2956.198002935699,-3.3735835491326744,0.03426662093771084,0.6975564389506264,0.22756934881476698,0.25677839881852216,-1.5576348554054407,0.21063366159835048,16.736918395061174,1818.0899887745936,0
17,3.692674140030213e-05,-7.130878598879662,1818.0975453159724,1834.824501881907,1851.5618941724085,1868.3000876134217,1985.4609515220411,2002.1949991849608,2018.9301976554077,2403.8871763740735,2587.9916850841837,2604.7271184377355,2721.8805875626845,2738.6206525750686,2755.355742444934,2922.730906496105,2939.4694569409317,2956.1952406579453,-3.408234970029599,0.033099570582236656,0.5117012261454771,0.3217465596059377,0.247823577992353,-1.5684993322178777,0.20835762343590497,16.736926975725485,1818.090416616132,0
18,2.9586150020707507e-05,-7.1438266418947896,1818.0902674114861,1834.8279631346047,1851.5691864358068,1868.2991842198207,1985.4611399329506,2002.1956392061222,2018.9283556595499,2403.8847250859935,2587.989223921237,2604.7262149210055,2721.8805916482643,2738.6191209335384,2755.3539693261973,2922.7271218442265,2939.4737869379323,2956.194866038728,-3.444422064277737,0.031923206273579294,0.29227983806475677,0.3220067079355253,0.43526096735251096,-1.5611041639069099,0.20990417458490196,16.736911891413268,1818.0904574083856,0
19,3.1244149729344755e-05,-7.136679673769547,1818.0928336939019,1834.8267052459332,1851.5633123693683,1868.3012009283561,1985.4605909421061,2002.1954053598083,2018.9279822325823,2403.887105668932,2587.9927946199196,2604.7279606841485,2721.8791753909413,2738.622936139816,2755.356975132355,2922.730716627945,2939.4722688060933,2956.189994708255,-3.4293649244090125,0.03240751546100826,0.43120039162928375,0.4285322847804611,0.15962418213031415,-1.5600736475775814,0.21012059575802977,16.736930192058864,1818.0902603864427,0
20,3.5305033866559684e-05,-7.141563997399187,1818.0951539732876,1834.827300076463,1851.5639122495365,1868.2987542800824,1985.4621337178257,2002.1941866415066,2018.927972307535,2403.884402616973,2587.9898224264803,2604.72607761357,2721.8796701175,2738.6207743676296,2755.3566825593475,2922.7283879669367,2939.4612442948605,2956.1967843442108,-3.402252390233369,0.033298184925155634,0.554105519796241,0.29656781198333104,0.37961430929760076,-1.5730956511659009,0.20740214287218592,16.736895393659804,1818.0905009208175,0
21,3.221823836116502e-05,-7.136200290374469,1818.0916691075147,1834.8274697071781,1851.5658120245917,1868.3017468080357,1985.470820433167,2002.1962593005942,2018.9311272585892,2403.8842752793344,2587.9903023500306,2604.726718628856,2721.88192101351,2738.623548304434,2755.3537543283073,2922.732097481195,2939.4626457890513,2956.2010558812826,-3.4082864824808223,0.033097865586136165,0.5100626000395686,0.24040129434712654,0.395284452424719,-1.5680436043978847,0.20845259944137254,16.73689688543873,1818.0921989848018,0
22,3.4975475711937923e-05,-7.140014178926692,1818.095382312187,1834.8252646137535,1851.5638276216553,1868.2943740214944,1985.463892162665,2002.1920419703658,2018.924295742632,2403.889830154192,2587.9898549524214,2604.729385089152,2721.880061409925,2738.6212922429463,2755.3571108447854,2922.727711900549,2939.4630885004635,2956.1910117410575,-3.3559674446638663,0.03487561360231174,0.7781260355537537,0.17348938982407947,0.2446090234891769,-1.5463808600816868,0.21301752065024315,16.73691428300683,1818.08956952735,0
23,2.430197031927283e-05,-7.137304713969755,1818.0954697542022,1834.8231815709198,1851.5641243078128,1868.2960264164556,1985.4642242574891,2002.1953663857375,2018.928346580956,2403.884809708802,2587.987413894447,2604.7334309178646,2721.8795534413252,2738.6196013725557,2755.3571758877465,2922.729041760622,2939.471135439562,2956.1976693831275,-3.4241190849882766,0.032577966772361036,0.4584546105749514,0.3777432301471293,0.21992676340395434,-1.5707215055950463,0.20789513073198032,16.736947165741444,1818.0896082337154,0
24,2.2502134395839766e-05,-7.135903920829459,1818.0936955553861,1834.825097179105,1851.5604079298441,1868.2965849457382,1985.4637352939783,2002.1963205138582,2018.9313197684842,2403.885460635164,2587.9866160612046,2604.727306057905,2721.878414168957,2738.6219074399014,2755.3581144829323,2922.726394782911,2939.473893694715,2956.197763155997,-3.4479475282323984,0.03181086031272362,0.2844718111178086,0.2987984681105096,0.3278420012150913,-1.575615640377258,0.20688014969456003,16.736946038471675,1818.0894245725426,0
25,1.8465077559538514e-05,-7.130903227175108,1818.0951337648273,1834.8249258945152,1851.5582645184713,1868.299372331182,1985.4668858603884,2002.195668690641,2018.9318315079897,2403.884123757685,2587.988727569874,2604.72779654201,2721.8783393839694,2738.6214766353846,2755.356841031294,2922.725279039278,2939.478138991778,2956.201694500961,-3.437489370161182,0.03214528902430106,0.3104911959296908,0.3289811561092777,0.23562994590683095,-1.578052869506899,0.20637654931142752,16.73695581638913,1818.0898156178025,0
26,1.8690971280280717e-05,-7.131752797074443,1818.094690417689,1834.8256183522744,1851.5602682118695,1868.2978023551227,1985.4701568549915,2002.1931966674645,2018.9312679840627,2403.8834749670214,2587.9928612104,2604.7273435300003,2721.8799637578904,2738.620900218361,2755.3576379718775,2922.724556107846,2939.473177574109,2956.2034933027326,-3.431338239943033,0.03234362826286156,0.2726250613087607,0.27711754580600734,0.25363685289715354,-1.5679917007183526,0.20846341917908123,16.7369487373363,1818.090170780216,0
27,3.344318536305685e-05,-7.136075231596939,1818.0925796698994,1834.8265483683201,1851.5618186516635,1868.301925565064,1985.4652145190582,2002.1963139169409,2018.9292858043675,2403.886864079557,2587.99255528134,2604.7272877517294,2721.8807351542173,2738.621925656118,2755.353055566763,2922.7280640892754,2939.4760818815976,2956.202387892939,-3.4250139309094516,0.03254882755117566,0.40451497916952966,0.37334126600631423,0.06722456037404823,-1.579353038566819,0.20610839926529068,16.736954718097028,1818.0903611939468,0
28,2.557072180288639e-05,-7.139208868272889,1818.0926932941093,1834.8245582956388,1851.5584873397074,1868.3001735349474,1985.467640652187,2002.19690627339,2018.929961082037,2403.8874838120432,2587.993654634059,2604.725164952164,2721.8812928809934,2738.6232679251207,2755.3535853081985,2922.727650230132,2939.4710357486438,2956.2045013598113,-3.433244588859396,0.03228202875590331,0.1579786863197237,0.2651755775103597,0.22044878581844674,-1.580094834943509,0.2059555654942873,16.73696051760034,1818.089881340137,0
