,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1818.0907187975693,1818.0941231574611,4.902278244298941,3.3954851747774155,-3.8453915575965762,True
1,1,1834.8276190823947,1834.8255279776652,-3.0111908105027396,3.761316216981253,-3.966082989192335,False
2,2,1851.56451936722,1851.5648527010057,0.48000065133237513,4.488782558784116,-5.251671897805552,False
3,3,1868.3014196520453,1868.2992954575177,-3.0588401197383064,3.6670040000108983,-5.573306112151077,False
4,10,1985.459721645823,1985.464403514635,6.741891089259298,8.37027631285886,-7.098861690282047,False
5,11,2002.1966219306482,2002.195112111961,-2.1741389096860075,3.4732246685987485,-3.680634398123839,False
6,12,2018.9335222154737,2018.929283366936,-6.103941894180025,4.251705390239947,-5.227279441469909,True
7,35,2403.882228766457,2403.8855638704745,4.8025497850903776,3.2850202005039164,-3.5964307308443146,True
8,46,2587.9881318995363,2587.9901909528053,2.965036707391846,3.6329911940839805,-4.055324820848002,False
9,47,2604.7250321843617,2604.727096735859,2.9729541562119266,4.045316553542206,-4.169855774418938,False
10,54,2721.883334178139,2721.8804630959667,-4.134358328446979,3.513685005282799,-4.067892230361938,True
11,55,2738.6202344629646,2738.62023685118,0.003439030042500235,4.738016623683303,-4.566331868240859,False
12,56,2755.35713474779,2755.3555193364564,-2.3261923204699997,3.571711357169286,-3.747315933640879,False
13,66,2922.726137596044,2922.728783334394,3.809863224159926,5.1473433481796125,-4.202361534063878,False
14,67,2939.463037880869,2939.4623617225734,-0.9736679453635588,5.391466533614408,-3.7306078531116382,False
15,68,2956.199938165694,2956.196874184944,-4.412132280122023,6.504464820921407,-6.206315369417574,False
