,15th,50th,85th
MEAN,-1.660135123631158e-05,-8.46259162960616e-06,1.2098577798445068e-07
LN_SIGLC,-7.409064582675527,-7.3999071525781535,-7.390756814094841
T0,1836.9624770913194,1836.9629453857199,1836.9634314620532
LN_PER,3.189791510987277,3.1897923163647777,3.1897931018956194
LN_ROR,-3.006435051140003,-2.999278696754709,-2.991805212817106
ROR,0.04946771466772598,0.049822992896533205,0.05019673908739712
IMPACT,0.041105017260153476,0.13515656268333495,0.2619163909063277
PERIOD,24.28336410068032,24.283383657963284,24.28340273331758
LD_U1,0.28435327968784674,0.33965052979134835,0.39689401231086063
LD_U2,0.1592798670233626,0.24681458382880117,0.33317721793707117
LN_DUR14,-1.5232076664095073,-1.5188465375281495,-1.5138797155183303
DUR14,0.21801145615382117,0.21896430845748815,0.22005457053145483
ECC,0.015729888597831775,0.0805024773333887,0.3945372262160973
OMEGA,-24.990970149130707,94.02000621348854,206.38111239376138
