,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1693.2442990702318,1693.2473878582668,4.4478547704420635,11.79376980957535,-7.269302834715202,False
1,2,1740.3257272568085,1740.317165151076,-12.329432254628045,7.768238531504906,-8.895925251900572,True
2,4,1787.4071554433854,1787.4076757158577,0.749192360235611,9.497049781531368,-23.99582125398522,False
3,5,1810.9478695366736,1810.947061030444,-1.164248970526387,12.020443111931932,-10.934301273851155,False
4,6,1834.488583629962,1834.4907520444092,3.122516803923645,6.349512343362909,-6.401644179510594,False
5,7,1858.0292977232505,1858.033072372828,5.4354953916117665,6.334117643997017,-6.104373704260903,False
6,11,1952.192154096404,1952.1889592373013,-4.6005971078557195,8.517199486546968,-6.079158345227238,False
7,12,1975.7328681896922,1975.7346612242807,2.5819698073610198,5.661728399864747,-6.196063021010921,False
8,13,1999.2735822829807,1999.2734493777698,-0.19138350366119994,6.027998300850384,-5.950343339355346,False
9,30,2399.4657218688826,2399.470548533648,6.950397262262413,8.241627699831993,-7.405509056196951,False
10,38,2587.7914346151897,2587.789451532193,-2.855639514964423,8.115674993008401,-6.663142129627744,False
11,41,2658.413576895055,2658.4152023639235,2.3406751706352225,5.945757742848641,-7.446358102861839,False
12,44,2729.03571917492,2729.0314860300464,-6.095728617874556,7.122667266270496,-6.329906258333634,False
13,45,2752.5764332682083,2752.5776476453866,1.7487031366908923,4.9451462749487005,-5.540269271736959,False
14,46,2776.117147361497,2776.120512434876,4.845705666375579,6.447249885014243,-6.2300148284529175,False
15,50,2870.2800037346506,2870.281378398204,1.9795155172323575,8.931739574594436,-6.834563610813388,False
16,51,2893.8207178279386,2893.813277724882,-10.713748401394696,13.150845788088347,-8.530003650305867,False
17,52,2917.361431921227,2917.360076739435,-1.951461780408863,4.7109572958571855,-4.932819431338807,False
18,53,2940.9021460145154,2940.9041718297835,2.9171739860612433,6.012946612492806,-5.763375747175607,False
