,15th,50th,85th
MEAN,5.6350685727344415e-06,1.4361397637768104e-05,2.2784090142988293e-05
LN_SIGLC,-6.931447978977966,-6.925658778874464,-6.919876738855202
TTS,1693.2429796753693,1693.2473878582668,1693.2552476165442
TTS_1,1740.311498336496,1740.317165151076,1740.3220436330755
TTS_2,1787.3911945282023,1787.4076757158577,1787.4138558519032
TTS_3,1810.939877287653,1810.947061030444,1810.9550846845157
TTS_4,1834.4870491094182,1834.4907520444092,1834.4945124209946
TTS_5,1858.0296200012122,1858.033072372828,1858.0368202078034
TTS_6,1952.1855283896257,1952.1889592373013,1952.1944073290158
TTS_7,1975.7311309602972,1975.7346612242807,1975.7378481463873
TTS_8,1999.270129223274,1999.2734493777698,1999.2769452732111
TTS_9,2399.46603234009,2399.470548533648,2399.4757882410076
TTS_10,2587.785532437381,2587.789451532193,2587.7945955552254
TTS_11,2658.410653893875,2658.4152023639235,2658.418629665579
TTS_12,2729.027843054759,2729.0314860300464,2729.035863657229
TTS_13,2752.5746894283143,2752.5776476453866,2752.580195392043
TTS_14,2776.1169534714754,2776.120512434876,2776.12435217414
TTS_15,2870.2773194402403,2870.281378398204,2870.2871377364663
TTS_16,2893.807889061857,2893.813277724882,2893.822115196557
TTS_17,2917.357692832163,2917.360076739435,2917.3624006302553
TTS_18,2940.9010147345657,2940.9041718297835,2940.907655202151
LN_ROR,-3.5950622495363342,-3.5713273192666284,-3.5415420474917916
ROR,0.02745897381442691,0.028118506664431817,0.028968621631764075
IMPACT,0.10445442683264017,0.3186539836648723,0.56748837821809
LD_U1,0.2861308615629376,0.37535522210853534,0.4667704029938248
LD_U2,0.13415413075493376,0.23288132355276236,0.32820458685975806
LN_DUR14,-1.744859913198272,-1.7286764691559824,-1.7101190733745648
DUR14,0.174669456141369,0.17751920670071897,0.18084425760258718
PERIOD,23.54065190021606,23.54071409328837,23.540780394848785
T0,1693.241839874946,1693.2442990702318,1693.2466007729759
ECC,0.035922751033108435,0.16520557318431722,0.5119684891391254
OMEGA,-34.334477451669805,89.05120963957629,214.02926763074808
