,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,TTS_0_14,TTS_0_15,TTS_0_16,TTS_0_17,TTS_0_18,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
10,1.4822804790243348e-05,-6.928851828242923,1693.250804134699,1740.3153148654517,1787.4091525730453,1810.9380456264328,1834.48649502513,1858.0451353066792,1952.1864814782014,1975.735368594007,1999.2793254327585,2399.461972106166,2587.7954223175548,2658.414822988265,2729.0410347192533,2752.5801073837956,2776.124676692347,2870.286702096971,2893.812686433314,2917.359059985322,2940.903001003271,-3.5058162021561463,0.030022259108631256,0.7193603679024615,0.4765010890816568,0.22020438211589122,-1.6897982122399497,0.1845567615313347,23.540744631229433,1693.2445182545077,0
11,7.961767832074657e-06,-6.928834787599826,1693.2507010864008,1740.317010777147,1787.4142498527126,1810.9467818903627,1834.4897557264499,1858.0455517887162,1952.187905115897,1975.7355578528493,1999.2765852046384,2399.468632475366,2587.793540609088,2658.41213146423,2729.0380372602667,2752.5761750991296,2776.1217023736535,2870.289840458809,2893.825948056602,2917.3607541051133,2940.902515678912,-3.5021131786379027,0.030133638332851834,0.7408889239823638,0.48418908579304465,0.1716490244701172,-1.697750874753818,0.1830948645835301,23.540717600467442,1693.2467052967345,0
12,1.4330219240407936e-05,-6.934699666410306,1693.247745098323,1740.3182792094904,1787.4040450633665,1810.9342515800874,1834.484363820136,1858.0387662954897,1952.191526139729,1975.7387018463949,1999.274956468578,2399.4700666297663,2587.7857011080364,2658.4167147875773,2729.0360122364254,2752.5819978598965,2776.1235256948585,2870.2838102185488,2893.826512924133,2917.359917669642,2940.900868657765,-3.455492594044125,0.03157174846977804,0.8201690292700575,0.47292571066607003,0.10357893554677777,-1.6982791332892517,0.18299816870098104,23.540799003294545,1693.2426458751597,0
13,1.566077345647399e-05,-6.916447782585897,1693.2512557488485,1740.3153452587571,1787.3988539466216,1810.9476516123968,1834.4981070894924,1858.0304639743472,1952.1863789265117,1975.7320492999079,1999.2706808126238,2399.4673003993958,2587.799595817067,2658.417074312792,2729.027061235192,2752.57445381154,2776.116558003338,2870.2792949512086,2893.803979349297,2917.360327570603,2940.908804743405,-3.5049165330686236,0.030049281360808706,0.7502237222629781,0.29809505515365475,0.3983541060243745,-1.6777238529018919,0.18679867377803985,23.54069606184514,1693.2436971222276,0
14,1.971520209637505e-05,-6.934377909829265,1693.2457488299833,1740.3122076168954,1787.3812139268273,1810.9424848835697,1834.4833885929086,1858.036899302528,1952.1886319114208,1975.739937283553,1999.275701755465,2399.4732396325835,2587.7867805719975,2658.4146235162966,2729.0252339907443,2752.573528278225,2776.124328874018,2870.2819636910463,2893.8225504455004,2917.362249317421,2940.901520842644,-3.5191148002636297,0.029625648180263486,0.6710033512439928,0.45146279522869426,0.16585900463193592,-1.7037459119782907,0.18200048774737684,23.540828911198588,1693.2394467659126,0
15,5.237530309066767e-06,-6.914596709001059,1693.2491824515446,1740.3121864076352,1787.3915436282607,1810.9524121136378,1834.5045962432646,1858.0370589620761,1952.188109207927,1975.726261753273,1999.2724460320749,2399.4656210730145,2587.7913298438975,2658.4181739468877,2729.0336629480735,2752.5810145515347,2776.118190780571,2870.28322623239,2893.8106456229707,2917.3599245654327,2940.908178772868,-3.544722336282103,0.028876639391688805,0.6139367248105616,0.44568118265010304,0.2506561899577011,-1.7259800481023386,0.17799851915077286,23.540745117973042,1693.2433555247944,0
16,2.856215880613126e-05,-6.934516421794535,1693.2438909094901,1740.3232561266534,1787.4006082545366,1810.9468107739092,1834.4831969541985,1858.0389229653938,1952.1883377220706,1975.7443081860165,1999.2749645431145,2399.4751445331794,2587.787202368241,2658.4125188837356,2729.031481319961,2752.5743726204764,2776.12289677803,2870.2826784844824,2893.8090489557785,2917.35993174863,2940.8999691939016,-3.5508733090076445,0.028699565118190766,0.4574785941599052,0.3296805425098459,0.24934808376539586,-1.7059176334810267,0.18160566225531163,23.540673354706136,1693.2450594958775,0
17,2.9865355447830823e-05,-6.932689624687277,1693.2450351133944,1740.3198840319437,1787.3933827949102,1810.9478661138894,1834.4835792989695,1858.0358673721414,1952.1861640473821,1975.7479526925622,1999.2752736863808,2399.472559795314,2587.788307103717,2658.412107387262,2729.0307622685023,2752.5733422892827,2776.123047580438,2870.2780755474387,2893.807956278032,2917.357481877443,2940.901012950411,-3.5439171568462484,0.0288998996309801,0.5190736070252048,0.4050393607140905,0.2511616438732722,-1.693993395084879,0.1837841339615643,23.54067686365153,1693.2439188298488,0
18,5.004642613825161e-06,-6.919115770475131,1693.2502785256227,1740.3110279742502,1787.390971422663,1810.9454836727914,1834.4969130478273,1858.0278667499674,1952.1893566918275,1975.731906076118,1999.2718419449595,2399.4714789318227,2587.797186419095,2658.416914875501,2729.0313641647635,2752.5783089665806,2776.118970441678,2870.284752264598,2893.8163207166317,2917.3619276060704,2940.9113229520176,-3.517426730546737,0.029675700573879183,0.7265791818685037,0.4324487709058311,0.22192266595554022,-1.7167385989811323,0.17965110780462695,23.5408384676464,1693.240872365533,0
19,2.2144097296682155e-05,-6.924267466965529,1693.2638240261454,1740.3185892156084,1787.3800933989687,1810.957878843091,1834.4923084558745,1858.0302034465174,1952.1910153356746,1975.7247937301822,1999.2742624741302,2399.467320125308,2587.789557292139,2658.417675301738,2729.0264178488114,2752.5777650848504,2776.1215107262,2870.285847858322,2893.817276828626,2917.3613553519745,2940.9145971632825,-3.5115505173787716,0.029850594670601343,0.7777044130707444,0.5022923430424169,0.1602630805223837,-1.6645304702690462,0.18927950947830052,23.54077362995897,1693.243039012019,0
20,1.2094315802286051e-05,-6.922674953464283,1693.2590494235146,1740.3204616402468,1787.3812693197585,1810.9570385333634,1834.4947213910775,1858.0330938200668,1952.192662333101,1975.7234691949886,1999.276581436341,2399.472581446293,2587.787678109049,2658.418406042818,2729.028519068335,2752.575918389773,2776.117589102809,2870.286614134431,2893.8125679145633,2917.359852283927,2940.9133746670377,-3.4692636942178123,0.031139950747721783,0.8000401110290168,0.39100450714355284,0.33372392333824097,-1.6739664451506149,0.18750187283830147,23.54073338821531,1693.2440747506146,0
21,3.301634338926238e-05,-6.929250758647072,1693.2588801254446,1740.308652367727,1787.417901827252,1810.9453536642784,1834.4828693232766,1858.0316519045687,1952.181791954824,1975.7363055656735,1999.2714209505316,2399.4706629821007,2587.785362214062,2658.4108911317,2729.0327500293292,2752.5793994709716,2776.122726491198,2870.2949186294018,2893.8108836909,2917.363866112829,2940.903337500503,-3.5596653979549293,0.02844834199525534,0.4911437210910552,0.34296465316704383,0.2188071744841733,-1.703886556964126,0.18197489209134815,23.54075066135157,1693.2435151919613,0
22,2.753668380059225e-05,-6.93186442009131,1693.2544290260325,1740.312098904856,1787.4166230541855,1810.941562089482,1834.4842007398388,1858.0330077188326,1952.1810346936402,1975.738403529682,1999.2719125743076,2399.47135845923,2587.782506398344,2658.4133199859934,2729.0345879878882,2752.5775627840376,2776.122368118102,2870.2942507472794,2893.8097562794533,2917.3655529638745,2940.904239139761,-3.52336836999892,0.029499901046470527,0.6822609159351329,0.32076363119826135,0.2793973218164725,-1.6835300070221133,0.18571723442846938,23.540761812528455,1693.243171095015,0
23,1.9126557640016157e-05,-6.923831116352361,1693.2461401206515,1740.3180711236898,1787.4039820353223,1810.9440104095386,1834.489178652245,1858.0334515413795,1952.1895887449198,1975.7320527534766,1999.2720096475045,2399.4684360946385,2587.7881651337257,2658.4156813337613,2729.0312344470362,2752.58081572985,2776.117851471438,2870.2939648818515,2893.8138727766514,2917.367360453871,2940.9070959389687,-3.541205288547522,0.028978378717002384,0.5466101812821184,0.44296445521397443,0.302663591994607,-1.7192648629041274,0.1791978344773472,23.540810506292296,1693.2420844779706,0
24,5.805070383308768e-06,-6.920169239864538,1693.248486613355,1740.3188885246318,1787.4076237486665,1810.9432245733722,1834.491346825534,1858.0365731090085,1952.1864891690911,1975.737805561363,1999.2738268988974,2399.482377323849,2587.8006567900197,2658.417932979041,2729.029382145757,2752.5752101651615,2776.1199295667398,2870.269772128865,2893.8109680036287,2917.3580687915805,2940.9044098076415,-3.5754999892382178,0.028001421864024545,0.32777652491135423,0.5030501410170165,-0.013203610165164692,-1.7401250586492072,0.1754984516452704,23.540661532084858,1693.2460837559427,0
25,2.3364234933443358e-05,-6.933170171476382,1693.247531109359,1740.3189552056585,1787.399473179676,1810.960195567747,1834.4903843566258,1858.0280920342177,1952.1886331477658,1975.7361765288076,1999.2721938974837,2399.463245127,2587.7922062973807,2658.4155441495554,2729.029863610241,2752.581352284622,2776.1197121421505,2870.2999841969336,2893.815032499905,2917.362404448243,2940.906002124801,-3.584993875796498,0.027736837495697646,0.007513658485067316,0.21126210177907967,0.4884265941664756,-1.730817660111404,0.17713951082666934,23.540782249070634,1693.2435807832705,0
26,1.3650956589455444e-05,-6.918170637835637,1693.244672363438,1740.31576518558,1787.4047930523752,1810.9477286615543,1834.4968087883692,1858.0356951959127,1952.192392076238,1975.733796791838,1999.270632779301,2399.4850391653727,2587.7855431142734,2658.4172940285084,2729.030764591732,2752.572641049681,2776.122111204804,2870.286689114119,2893.80954633887,2917.3624130618573,2940.907036059888,-3.5740291560689452,0.028042637587385115,0.06070515691415008,0.4070312074050444,0.17315252204556542,-1.7366707670774335,0.17610572270947106,23.54072016137861,1693.2449515958217,0
27,1.011293842386869e-05,-6.930844106677682,1693.24307863262,1740.3235437388992,1787.417642442134,1810.9523237220517,1834.488095052215,1858.0301047662977,1952.1855646125632,1975.734451699012,1999.2753078512435,2399.456738585525,2587.7908365649137,2658.4162357439104,2729.0325447099635,2752.5825632584033,2776.122799953741,2870.2767064740115,2893.819672439358,2917.356678451846,2940.898564653224,-3.558915104707195,0.028469694603520827,0.3016706506543142,0.32824428338405687,0.26826131347998294,-1.7210855030906669,0.17887187651467842,23.540668535943325,1693.2453947379386,0
28,1.64541750753291e-05,-6.919539100848965,1693.2459288294622,1740.3297128323495,1787.394990648004,1810.9546695710906,1834.4941400070848,1858.033419815466,1952.1931575183978,1975.7361278863627,1999.2708418804389,2399.481733080182,2587.7903070001894,2658.4145472022733,2729.0302787803826,2752.571782476794,2776.1138708686703,2870.2846689115327,2893.8115008389345,2917.3634289361003,2940.9107247648935,-3.5659727953124793,0.028269471694163283,0.06422154771311021,0.38884093850524537,0.18487607754113444,-1.741931934363186,0.1751816340663417,23.540679024873093,1693.2462910085962,0
29,1.0312579102962543e-05,-6.9315881193199695,1693.2447772616445,1740.308840021206,1787.3949909843477,1810.9537493347516,1834.4897402372994,1858.0297271406623,1952.1872496389237,1975.7301885777251,1999.2747491344373,2399.4676765271365,2587.784055051749,2658.415180843621,2729.0374903851207,2752.584591728514,2776.1275414117654,2870.2798279230847,2893.8130005103444,2917.3567378471653,2940.8973033766065,-3.6130430289654405,0.02696965243621017,0.04363609535575247,0.33983467621417973,0.24385972147450707,-1.732470826858103,0.17684691160213672,23.540781773829316,1693.2409849096405,0
30,2.093273062582818e-06,-6.935725622801436,1693.248699110651,1740.3157430358078,1787.4199129075182,1810.946212520622,1834.4949657883585,1858.0389089126877,1952.1835120923129,1975.736013153145,1999.2756702010242,2399.4725475558707,2587.789907205344,2658.412637306238,2729.029526856221,2752.5741980390476,2776.1128438584747,2870.2796101859954,2893.8139762301375,2917.3630904975857,2940.9073604521814,-3.5887534212514582,0.02763275536769431,0.213004746595614,0.49633469496611715,0.3609217478371225,-1.7112871242311485,0.180633145627766,23.540632463958012,1693.246988383717,0
31,2.199373421949196e-05,-6.915604526274992,1693.2497492854318,1740.3170366968184,1787.380664028924,1810.9425472313471,1834.4849421456368,1858.0343241156124,1952.1948296639227,1975.7329721848857,1999.2724217048649,2399.4698320056095,2587.7901983291604,2658.4127474562033,2729.031745551127,2752.5795736537375,2776.1294907535585,2870.2794182045855,2893.813523473533,2917.358244775908,2940.9053074484873,-3.5281801975727864,0.029358293577777833,0.6874842557204117,0.3163433803313336,0.07247319851744116,-1.7192162753944895,0.17920654146538068,23.540815163603135,1693.2402018564078,0
32,3.72388774776258e-06,-6.93773301058328,1693.25719284516,1740.317567361505,1787.4077381340035,1810.9394084271516,1834.496418897762,1858.0317416702362,1952.1851918195985,1975.7329038097862,1999.2726232176283,2399.474103513651,2587.7844159274405,2658.4106949139696,2729.031206737881,2752.5800933993996,2776.108834137012,2870.2879806921674,2893.81595210353,2917.361177722757,2940.9041142737956,-3.5619396916333503,0.02838371562841893,0.640079531099521,0.39058068583189187,0.39094549066982864,-1.6981696362193708,0.18301820756132559,23.54068658178864,1693.2446948890645,0
33,1.4069983598181948e-05,-6.9173423193827315,1693.240344900778,1740.312587718689,1787.4042697724174,1810.9471515786638,1834.4893176545845,1858.0373791890092,1952.1928159164477,1975.7366028142983,1999.2670479415594,2399.4648131144004,2587.791536521996,2658.4188984148454,2729.036359459111,2752.5759848947164,2776.117755990338,2870.2770526026284,2893.8085404388803,2917.3610750295984,2940.9061427150277,-3.587644637435309,0.027663411111797404,0.16389931813705078,0.461147385737372,0.26133111667909237,-1.7354741582135846,0.17631657850903923,23.540738358955007,1693.2425849263652,0
34,1.3188425314602445e-05,-6.93313494297203,1693.2499818212661,1740.3184908716835,1787.395123469148,1810.9500697831959,1834.4907112042586,1858.0283981231942,1952.1848475456857,1975.7362813427112,1999.2775373341979,2399.469872699176,2587.7890761008007,2658.41720897573,2729.0273339928513,2752.578008611989,2776.1228958746246,2870.2821495897133,2893.80731937922,2917.3586528793458,2940.902891382812,-3.5962449194729267,0.027426518107582388,0.2658938359868972,0.2601410275518501,0.14738822123601292,-1.7431666983909515,0.17496545957597937,23.540707049681323,1693.2434871391654,0
35,1.5828961593306898e-05,-6.928539269518815,1693.2548055388736,1740.3168066814594,1787.3925115933023,1810.957955729207,1834.49190136058,1858.0272647527247,1952.1860431991734,1975.737268961413,1999.2764235110944,2399.469766534996,2587.791287971069,2658.4116423044898,2729.0257458379956,2752.5781208205617,2776.1223609257854,2870.279621512883,2893.8132374135957,2917.359368679458,2940.9015865885062,-3.560610862689092,0.028421457802184306,0.37015699802850305,0.28545975461634643,0.14763300932208612,-1.7273850283936714,0.17774861033906653,23.540675121378978,1693.2447056849421,0
36,1.3283413194513811e-05,-6.921873714511845,1693.2601999752724,1740.3170277356871,1787.3932053849267,1810.9424395455098,1834.4907567889873,1858.040675268944,1952.1878515948451,1975.7346660611136,1999.2712098876643,2399.4711434093892,2587.7866814787767,2658.4154485041545,2729.038140347397,2752.576988240315,2776.121451335259,2870.2829391404366,2893.813882631278,2917.3624232677143,2940.9054674707427,-3.517904845396626,0.029661515572054167,0.6702111725646874,0.47380547490261105,0.28839930276088843,-1.708387751757677,0.1811576283659868,23.540736378177083,1693.2440550104266,0
37,1.2021284840563387e-05,-6.928342904431175,1693.2396230828801,1740.3168651178282,1787.3839268128654,1810.960866207352,1834.4918116072329,1858.0267285346724,1952.1949289242593,1975.7367718203682,1999.2761317641116,2399.4663076086954,2587.785711243982,2658.412973004867,2729.0266408787697,2752.577312120216,2776.124817335979,2870.2824337530333,2893.823128147067,2917.3587291633226,2940.9031844022547,-3.569208238564041,0.028178155227027952,0.3622542820292686,0.318911578182951,0.20620878626340589,-1.7336061776888576,0.17664624225074585,23.540773264230854,1693.2418171985266,0
38,1.2021741121917886e-05,-6.922613514104887,1693.2525655781556,1740.3190419976756,1787.388194643777,1810.9456975814442,1834.4903042449484,1858.0356522571242,1952.182699920693,1975.7355134901547,1999.2713422913816,2399.4739861989046,2587.791321300992,2658.424000311912,2729.0305605734206,2752.581368939677,2776.1228835022207,2870.280594133478,2893.8093851841145,2917.3605008998165,2940.9062315487467,-3.531070322072876,0.02927356694845699,0.5647976113408607,0.32228812293256826,0.18626787043607052,-1.7536354356590194,0.1731433464018335,23.540781421448315,1693.2422799821056,0
39,-5.749779057834566e-07,-6.924604716582728,1693.2404868213432,1740.3175368410116,1787.3889991721735,1810.9533627880041,1834.4925123217781,1858.0365766360637,1952.195934810656,1975.735427638546,1999.276503033127,2399.482373115953,2587.7859069680953,2658.408660593614,2729.029131491763,2752.572925423318,2776.1277907353083,2870.285200808433,2893.8175787040796,2917.3640919861414,2940.90442359218,-3.6093215016115194,0.02707020772905815,0.2053685864359962,0.4123998756036755,0.37058462262043235,-1.7291740679602297,0.17743089532937234,23.54076091664026,1693.2435450523708,0
40,2.2580066624682466e-05,-6.931249822091431,1693.2522266918638,1740.31772382827,1787.3916883143322,1810.938729156711,1834.4951233313623,1858.0288667122798,1952.1822976662145,1975.7354017751288,1999.2703092495478,2399.4636283712907,2587.791094623134,2658.42122755168,2729.03010610698,2752.5811808492094,2776.1158242810443,2870.2841438036153,2893.827631962897,2917.355745998856,2940.901246613188,-3.5475953028324003,0.02879379683156501,0.30749291019931807,0.2921325847359262,0.18810295689894363,-1.7411450290932953,0.1753195396695834,23.54081077580054,1693.2405632225968,0
41,1.313040475282562e-05,-6.92945023411132,1693.2506385057293,1740.3171484915451,1787.422931664135,1810.9443093531308,1834.494138721137,1858.034611077997,1952.194781329253,1975.7356855144794,1999.2756971798408,2399.4751548559984,2587.7859076365135,2658.409907479957,2729.0298496102123,2752.5737795738733,2776.1185954928683,2870.2838566338523,2893.8313773591767,2917.3570631842895,2940.9062766409456,-3.57253104568514,0.028084680038197023,0.34949878997443257,0.3124165722705736,0.3231718886567332,-1.7258425793564294,0.1780229900659287,23.540656959603027,1693.247718995126,0
42,7.000918324461379e-06,-6.922598065971932,1693.2506105906064,1740.3155104809234,1787.3786398946565,1810.941707398417,1834.493790479593,1858.034537043377,1952.1924624100825,1975.7339642471393,1999.2815062268737,2399.463683996775,2587.789242923851,2658.428018071973,2729.03761466432,2752.580354533786,2776.1244008052004,2870.2868573261826,2893.826978082291,2917.3645442188504,2940.9008632545765,-3.619677461999822,0.026791316316814428,0.31282414280734444,0.6228150805695225,0.21444186603683169,-1.7214874793739943,0.1787999887121291,23.540885091924608,1693.2407310404164,0
43,2.2369373484128395e-05,-6.927590523099555,1693.243882942851,1740.3191543402636,1787.4135642223107,1810.9481262120669,1834.484132351116,1858.0337765857437,1952.18759969174,1975.7305193459777,1999.266476617043,2399.474125825927,2587.793420734418,2658.3984107729457,2729.0272898246685,2752.574480106054,2776.11658541435,2870.2777337621787,2893.8011164605196,2917.3566205114785,2940.9059273581197,-3.4990472653616487,0.030226167224978166,0.7293776752260438,0.14707317166465095,0.2824284342318699,-1.705507741311141,0.18168011625228975,23.540625380451793,1693.2438946868085,0
44,1.8150967727407273e-05,-6.928118862856963,1693.2512749274833,1740.3177214608565,1787.410436634623,1810.948074650134,1834.486212398696,1858.034797290972,1952.1902894565842,1975.7313325842176,1999.2695796307578,2399.4797073870614,2587.7877142523753,2658.3976220078,2729.0299960435977,2752.5688067925844,2776.12128726108,2870.281518228506,2893.805479392011,2917.3552042454085,2940.9041553525863,-3.5407074954536104,0.028992807544787922,0.5779314404252418,0.2763732937957024,0.2988976668035066,-1.7146078641396592,0.18003430477993157,23.540603754223437,1693.245436597021,0
45,1.1891938932818226e-05,-6.926055286796975,1693.246978285079,1740.317167158328,1787.4139349316463,1810.9552851147478,1834.494731639939,1858.0340439735694,1952.1865121343942,1975.737144467917,1999.276916530955,2399.468396973291,2587.7897734666644,2658.4146673217,2729.029410815228,2752.5823226817097,2776.1175850498557,2870.2812123320705,2893.817569118553,2917.3647942040175,2940.905375102331,-3.560579207163839,0.02842235751259982,0.3211222417968355,0.4425969751346146,0.1434501046312262,-1.733848466162225,0.1766034480868605,23.54067651549231,1693.2467788632073,0
46,9.420404756951047e-06,-6.926488913043013,1693.2433737734557,1740.3069001276865,1787.4152375012754,1810.9502180684756,1834.4889563647776,1858.0294398305102,1952.191309718376,1975.7338897281581,1999.2693353427887,2399.4692395907846,2587.7887428872523,2658.414555189357,2729.031840190017,2752.573965029307,2776.121912545405,2870.2860450538997,2893.800497229032,2917.3572887175173,2940.902131373753,-3.5456979674202085,0.028848480181869026,0.571668278911909,0.38180982089995563,0.15415885869570523,-1.7226663378346945,0.17858933302367883,23.540690997432087,1693.243287872182,0
47,1.0256392105711008e-05,-6.928750769854614,1693.2475138263567,1740.3154534752855,1787.408347633994,1810.9520790353522,1834.4876541694557,1858.0305068511057,1952.1848277981796,1975.7368043066112,1999.2794797977658,2399.467893260537,2587.7851789865963,2658.4162622626127,2729.0281344732252,2752.576569685295,2776.117410125342,2870.280901453482,2893.8164734143998,2917.358170859267,2940.9102303694744,-3.547489606927126,0.028796840378829815,0.5810023095843588,0.4585712527689927,0.16178775218723707,-1.7376822281138768,0.17592768868507336,23.54070372201325,1693.2442628188207,0
48,2.089738490013445e-05,-6.9269373897478905,1693.245436593389,1740.3118330203138,1787.3814308461592,1810.9498652687469,1834.4886552115004,1858.0365608169218,1952.1871332649657,1975.7408090445554,1999.2751203607313,2399.4679861423565,2587.788393154301,2658.4229853784364,2729.030711583801,2752.5798329412332,2776.1204608026424,2870.28509409503,2893.8263302359237,2917.358823505874,2940.9101868689163,-3.525105940744038,0.029448687387990814,0.6127112242762605,0.4606926814605812,0.1745965793017057,-1.7152201052194063,0.17992411411784853,23.540871830641496,1693.24015871098,0
49,1.5367167726975023e-05,-6.918723166566047,1693.2485059875116,1740.3137795604339,1787.4115360216413,1810.9521659723466,1834.4901005809645,1858.028191073356,1952.1896457766063,1975.7385181360487,1999.275892082783,2399.472781644799,2587.7901893728676,2658.4063818929917,2729.029387896084,2752.5744697950413,2776.1224212465877,2870.28415929051,2893.8067487459143,2917.360652194652,2940.8962529168866,-3.4976700051513014,0.030267825202761157,0.7314418985183515,0.2709958038033753,0.40537426070196525,-1.703094076890223,0.18211916072473944,23.54062879184144,1693.2458471762573,0
