,MEAN,LN_SIGLC,T0,LN_PER,LN_ROR,ROR,IMPACT,PERIOD,LD_U1,LD_U2,LN_DUR14,DUR14,ECC,OMEGA
6332,6.805746083266208e-07,-6.69179128217684,1689.9119085837635,2.2436943528854143,-3.674432464597283,0.0253637962910459,0.39807487589968715,9.428097748233817,0.4772199682491267,0.21491306756422368,-2.782621295248772,0.061876099085765524,0.6302519653172471,104.90759630990202
6333,-1.3013731955728808e-05,-6.692357004779338,1689.9157202245576,2.243691255124569,-3.524978050310047,0.029452453834242418,0.8355409937502088,9.428068542287006,0.3044736621493733,0.26443193088006534,-2.779967553039481,0.06204052037101543,0.44325696350229565,153.6211683567903
6334,-4.110931949794085e-06,-6.700276303688021,1689.9150897846976,2.2436912774121023,-3.4851190111233925,0.030650110508054683,0.8826954966239101,9.428068752415399,0.38704945962490656,0.306047210408372,-2.722909708673313,0.06568335667298524,0.3117048314402428,4.239454243863961
6335,-3.580253009508316e-06,-6.690106324774037,1689.9145003821468,2.243692722722098,-3.435513684304459,0.032208860795432705,0.9381929881456326,9.428082378907254,0.3424736799560184,0.28977312237211517,-2.682146053907825,0.06841617170191669,0.17013794246181058,-68.89659552613053
6336,-9.945066063090645e-06,-6.696531624072966,1689.9140708804057,2.2436943190027523,-3.5938360578888537,0.027492664430119138,0.7766151353358125,9.428097428784774,0.32992827540193703,0.3445856758268935,-2.7777026399779126,0.06218119600485365,0.3936248049951065,68.77574931410088
6337,-6.740634920860238e-06,-6.694750568004316,1689.9160555846704,2.2436917656364823,-3.5023468359741208,0.03012659820970866,0.9064406576471571,9.428073355429543,0.37570557843770014,0.16988816441502852,-2.725242581476661,0.065530304351782,0.5617521657982621,-18.78996450149742
6338,-8.39405035768825e-06,-6.693874714871089,1689.914514509196,2.243691527438343,-3.561344922613009,0.028400602404524716,0.8410247110830507,9.428071109680278,0.13443480420054676,0.4158325660237958,-2.7244197401317627,0.06558424758586447,0.5927984998133642,182.82587543731233
6339,-5.196293497750921e-06,-6.687502700183432,1689.9179134250946,2.2436892282234235,-3.508899167447193,0.029929844055239435,0.8531568998595,9.428049432543443,0.4243109350076526,0.2727261438147597,-2.7893074158077593,0.06146376801127208,0.28089139947728015,62.04353907265818
6340,9.359618004976187e-06,-6.699201091724678,1689.9151436497477,2.243691706718249,-3.448746424695227,0.03178545687764858,0.9159764308857883,9.428072799944132,0.33487140475785293,0.3887644068451248,-2.648010473504447,0.07079191543990139,0.7271764150199804,-29.82482760965543
6341,-2.8694646206424887e-06,-6.688201226180612,1689.9175391043295,2.2436895730094752,-3.4971845223920837,0.03028252327759839,0.8486162027801399,9.428052683203942,0.39830850772828597,0.3114468327493738,-2.741173222739396,0.06449463591550741,0.21096435221830787,71.92588672234403
6342,-5.92417008053526e-06,-6.693923471162455,1689.9137239133718,2.243691741601141,-3.529029298643767,0.029333375999527046,0.8837698491880535,9.428073128822586,0.4874582089777806,0.044472386906029726,-2.6934293206141278,0.06764855255925446,0.49363910487131435,189.17835689156954
6343,-7.532274139119914e-06,-6.699727060786441,1689.9149352089207,2.2436917680617396,-3.716666947451479,0.024314875694133157,0.4781858696922986,9.428073378295048,0.49405219522361454,0.4113758883691805,-2.777943508571165,0.06216622031130475,0.8618102009660745,178.92833652975554
6344,6.725536036511925e-07,-6.691783587358842,1689.9148011074244,2.2436927658586048,-3.6947705620689737,0.024853155264906435,0.29611420128930827,9.428082785601802,0.41649459761327723,0.3407462212107073,-2.8164724561879986,0.05981657657497651,0.9118070624901837,184.92379216660996
6345,-6.139924309681305e-06,-6.700791405390414,1689.9141501031659,2.243691942159184,-3.4564415339254473,0.031541802989009604,0.9319541988470005,9.428075019698671,0.3091474410537325,0.32803267353517196,-2.6282561487174894,0.07220426601724182,0.2632709185342458,-46.47662839730139
6346,-1.6082440331601066e-05,-6.6946462282357215,1689.9172442251681,2.2436886606717965,-3.457214253611349,0.03151743943122381,0.9012432343593427,9.428044081640166,0.5147352199967026,0.2851147744341074,-2.6775899202709716,0.06872859610633031,0.04523519294823297,207.54001875055334
6347,-3.2882034410030673e-06,-6.692038658421856,1689.9165513843427,2.24369047161199,-3.5242376055894233,0.029474269823963874,0.91528606292207,9.428061155279599,0.4058758003062872,0.07191482617346368,-2.7213791758199104,0.06578396418020285,0.5067614637738374,-16.5241096293238
6348,5.796601681076048e-06,-6.703085381026292,1689.9159562806894,2.243690807741217,-3.4682422497945056,0.031171774727201312,0.8861838498801451,9.42806432432704,0.40950155273334965,0.3495804642687643,-2.70352668311886,0.06696891763567674,0.0766546469788673,105.03096193293364
6349,-6.504293705845892e-06,-6.6951700396214875,1689.9149991982588,2.2436910511644115,-3.4730093740495493,0.03102352863833626,0.8988758574465917,9.428066619336855,0.44008363729600464,0.2801404881819727,-2.6850817895818233,0.06821561444156751,0.0410784124120642,186.40896082465676
6350,-2.761134030844691e-06,-6.695461231206695,1689.913779505923,2.243693920037644,-3.4918656169289544,0.030444022274301003,0.9284869142635463,9.42809366730361,0.45119046485106695,0.15567803933622804,-2.655034240907251,0.07029643161042397,0.6173110548964272,-30.310548020558013
6351,-1.1263974186029275e-05,-6.689049435941413,1689.9140948474592,2.243692294702772,-3.590164379236254,0.027593794203612798,0.8185123370516486,9.428078343506654,0.35467725839999087,0.23805247178857902,-2.7361412130788936,0.06481999145606614,0.49506674440446546,167.5034529164057
6352,-1.5720606957666318e-07,-6.6946775218423245,1689.9164301058508,2.243690144556467,-3.6044729497131476,0.02720177774039577,0.636147036671322,9.428058071780633,0.459142198921471,0.170954976215425,-2.794185861693578,0.06116465055248897,0.725875033470357,19.06629409959836
6353,-1.1611050970377202e-05,-6.700501207429051,1689.9166623062115,2.2436897543877166,-3.503034029538308,0.030105902517095922,0.9029285680445522,9.428054393247713,0.42860972199707903,0.1988258723556644,-2.720754828408944,0.065825049052204,0.04711210462800923,30.114240604961584
6354,-1.1263974186029275e-05,-6.689049435941413,1689.9140948474592,2.243692294702772,-3.590164379236254,0.027593794203612798,0.8185123370516486,9.428078343506654,0.35467725839999087,0.23805247178857902,-2.7361412130788936,0.06481999145606614,0.5313408502647885,12.135289360949606
