,value,err_upper,err_lower,units
PERIOD,13.079148856311804,5.461767022829633e-05,-7.856696227293014e-05,days
T0,1694.380422370278,0.0022187468971424096,-0.002124908829046035,days
ROR,0.02975747012682851,0.001682138652174387,-0.00139175580960001,
IMPACT,0.6132361455707187,0.16503934140171417,-0.3732428190708059,
DUR14,0.1265811455929268,0.006116556331411893,-0.0050751493237779916,days
ECC,0.32361725358188553,0.28320708080708534,-0.1997679611038241,
OMEGA,88.48291906170455,119.15633091698002,-116.03992315692427,deg
R_PL,3.177228810190956,0.18809123446883325,-0.1590086495219829,R_earth
