,15th,50th,85th
MEAN,2.444065447322038e-05,3.4595151716170826e-05,4.4698129435946476e-05
LN_SIGLC,-6.842343712605908,-6.836074521516612,-6.830060520691079
TTS,1691.0466250704735,1691.048432517502,1691.0504063102228
TTS_1,1700.7375468569544,1700.7413295663102,1700.7448668192385
TTS_2,1816.973807802545,1816.976018566742,1816.9780703707486
TTS_3,1826.6617594069216,1826.6643121562342,1826.666751173544
TTS_4,1836.3466456352114,1836.3483504508724,1836.350173501302
TTS_5,1846.0349558472467,1846.0372156936792,1846.0400698706972
TTS_6,1865.4076830614622,1865.4099083286355,1865.4119577833496
TTS_7,1875.0956237600485,1875.0979430242176,1875.100549022249
TTS_8,1894.4652431633099,1894.4684775939122,1894.4715740565225
TTS_9,2398.1774370677035,2398.180003425954,2398.1822263212184
TTS_10,2407.8653755456116,2407.8675881933973,2407.869705776322
TTS_11,2417.5531713073997,2417.55556215603,2417.557477302314
TTS_12,2427.2413474979057,2427.243817511735,2427.246354314543
TTS_13,2436.9236632016627,2436.9268497808443,2436.9289745440606
TTS_14,2582.2298596462206,2582.2319907056944,2582.2340315848996
TTS_15,2591.9147416660644,2591.917494932507,2591.9192027461195
TTS_16,2601.596559015822,2601.6001462724225,2601.60651125126
TTS_17,2611.2871007655926,2611.2902055040618,2611.292813160992
TTS_18,2620.966489169548,2620.968745744999,2620.971352217963
TTS_19,2630.663454852748,2630.666364230925,2630.6696261614984
TTS_20,2746.90115422587,2746.9032538318697,2746.9052876271953
TTS_21,2766.2805910821785,2766.2885882146984,2766.291641329255
TTS_22,2911.5776430939077,2911.580776549713,2911.5833513874018
TTS_23,2921.265050504592,2921.267901523965,2921.2704339653997
TTS_24,2930.9497444531726,2930.9517081049444,2930.9539873821936
TTS_25,2940.639076867857,2940.642106518834,2940.644641310226
TTS_26,2960.011929861585,2960.0143262571455,2960.016923717153
LN_ROR,-3.3155302583671324,-3.2836820733637206,-3.232314251132401
ROR,0.036314787251261034,0.03748996156791833,0.039466058651790877
IMPACT,0.18129464096306983,0.4945620965251577,0.719852568834956
LD_U1,0.340787925465339,0.4242415510954809,0.5068684868750974
LD_U2,0.13748435947290943,0.22968659472205122,0.32673665208313657
LN_DUR14,-2.1805664625490615,-2.1625390263027415,-2.1341434735704756
DUR14,0.1129775149798024,0.11503267893857742,0.11834591338016198
PERIOD,9.686743350765122,9.686755425805574,9.686766982159018
T0,1691.047874730064,1691.0488193836172,1691.0497630081327
ECC,0.08753566000626359,0.2483928292218234,0.5825715102720452
OMEGA,-31.125404940272237,91.1225660162207,211.07841889259674
