,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1691.0488193836172,1691.048432517502,-0.5570872058160603,3.1504154265423856,-2.9368166849705677,False
1,1,1700.7355748094228,1700.7413295663102,8.28684991789487,5.271800283603914,-5.614413230549573,True
2,13,1816.9766399190896,1816.976018566742,-0.8947473806983908,3.2521246599992524,-3.4619931465032914,False
3,14,1826.6633953448952,1826.6643121562342,1.3202083282158128,3.7659142023544976,-3.9196168329054433,False
4,15,1836.3501507707008,1836.3483504508724,-2.5924605528416578,2.956062094764171,-2.806675101693345,False
5,16,1846.0369061965064,1846.0372156936792,0.4456759288223111,4.328843881532014,-3.5270953408510777,False
6,18,1865.4104170481176,1865.4099083286355,-0.7325560540994047,3.2490514847734455,-3.4812071136227822,False
7,19,1875.0971724739231,1875.0979430242176,1.109592423963477,3.991109183915043,-3.6061873821004213,False
8,21,1894.4706833255343,1894.4684775939122,-3.1762535358211608,4.6613850900046305,-4.852192654503139,False
9,73,2398.181965467424,2398.180003425954,-2.8253397168737138,3.4774804844527214,-3.9380013636896734,False
10,74,2407.8687208932297,2407.8675881933973,-1.6310877586511197,3.338415147625367,-3.4644874875959446,False
11,75,2417.5554763190353,2417.55556215603,0.12360527267446741,3.074440826957541,-3.701856964901961,False
12,76,2427.242231744841,2427.243817511735,2.283504327497212,3.8975693605368353,-3.8081083721141797,False
13,77,2436.9289871706465,2436.9268497808443,-3.07784131502558,3.3478620360098352,-4.7860892958859,False
14,92,2582.2303185577302,2582.2319907056944,2.4078930684481747,3.237838865061276,-3.356754167448598,False
15,93,2591.9170739835354,2591.917494932507,0.6061665191373322,2.809730461424027,-4.191610277882144,False
16,94,2601.6038294093414,2601.6001462724225,-5.3037171631876845,9.26576125112581,-5.341783997623546,False
17,95,2611.2905848351465,2611.2902055040618,-0.5462367620930308,3.9933553473995724,-4.67321980079884,False
18,96,2620.9773402609526,2620.968745744999,-12.376102973066736,3.9917522299973878,-3.522750058931183,True
19,97,2630.6640956867577,2630.666364230925,3.2667036008206196,4.889802349627841,-4.404846200855339,False
20,109,2746.9051607964248,2746.9032538318697,-2.74602895922726,3.228582828575884,-3.315398377148174,False
21,111,2766.278671648036,2766.2885882146984,14.279855993954698,4.601711294915454,-11.595947672138202,True
22,126,2911.5800030351193,2911.580776549713,1.1138610148918815,3.9489489172611845,-4.7127971495049055,False
23,127,2921.2667584609253,2921.267901523965,1.6460107772581978,3.8916836936412937,-4.324995737044183,False
24,128,2930.9535138867304,2930.9517081049444,-2.6003257719276007,3.5523564142505175,-3.1378932989870156,False
25,129,2940.6402693125365,2940.642106518834,2.6455770687607583,3.894854803707713,-4.5698851340776185,False
26,131,2960.0137801641476,2960.0143262571455,0.7863739169260953,3.9795512529367807,-3.7092867800901423,False
