,15th,50th,85th
MEAN,-2.1382008671641272e-05,-8.312187503340754e-06,5.053150836270615e-06
LN_SIGLC,-6.8965992747960865,-6.888362178318006,-6.879643643156965
TTS,1717.4520025618772,1717.4554910211173,1717.4615627848727
TTS_1,1727.065097152712,1727.0726102455635,1727.07892387707
TTS_2,1871.2915702539444,1871.3042459808594,1871.3104418427067
TTS_3,1880.9297294807072,1880.934801604232,1880.9379951898297
TTS_4,1890.5402468286445,1890.5446298174054,1890.5484186520423
TTS_5,1909.7757858144582,1909.7814854182857,1909.7900750101248
TTS_6,1919.3952785560614,1919.3987918592181,1919.40126405125
TTS_7,2428.899474444709,2428.9035910709904,2428.9077060003037
TTS_8,2438.5172971868374,2438.52164477173,2438.525649483527
TTS_9,2611.5954050761857,2611.5986166873276,2611.6022851128487
TTS_10,2621.214202564784,2621.2172477743,2621.220109425837
TTS_11,2630.8247145663186,2630.8292788500435,2630.8328862700937
TTS_12,2650.0703202145814,2650.0759128168197,2650.080834238227
TTS_13,2659.668496171589,2659.6719903081216,2659.680087538316
LN_ROR,-3.5795887509505904,-3.5418982393182494,-3.493891587625466
ROR,0.027887164472183666,0.028958305082959344,0.030382406016825618
IMPACT,0.16645039882017437,0.49776646678824243,0.7151951000221551
LD_U1,0.24789505718504173,0.34334009723477155,0.4455004193579628
LD_U2,0.18906598579968356,0.2827345458625623,0.38020728557834826
LN_DUR14,-2.194050392674622,-2.161025093137699,-2.1218861989250275
DUR14,0.11146435863557612,0.11520696262152963,0.11980543836965088
PERIOD,9.614180737998238,9.614216114841238,9.614253214056212
T0,1717.4750271010837,1717.4777340928551,1717.4803613502013
ECC,0.10928175376731471,0.29065962687231894,0.620432409300732
OMEGA,-18.89832075868095,91.66916956370005,199.02838396605938
