,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1717.4777340928551,1717.4554910211173,-32.03002330254094,9.526900332133614,-6.358607568143801,True
1,1,1727.0919502076963,1727.0726102455635,-27.849545471217425,9.847515602160726,-11.499788084013684,True
2,16,1871.305191930315,1871.3042459808594,-1.3621672161025344,9.691163790889817,-18.664705901658117,False
3,17,1880.9194080451562,1880.934801604232,22.166725069218955,5.95520465396342,-8.279122558029721,True
4,18,1890.5336241599975,1890.5446298174054,15.848146667303808,6.639497155047756,-7.418396786241596,True
5,20,1909.7620563896799,1909.7814854182857,27.97780119239178,12.934771081970908,-9.086221967884638,True
6,21,1919.3762725045212,1919.3987918592181,32.427870763531246,5.195106294357156,-6.386908126553951,True
7,74,2428.929726591107,2428.9035910709904,-37.63514896767447,7.0304600129371835,-7.094929526183847,True
8,75,2438.543942705948,2438.52164477173,-32.10902527447615,6.897220312642422,-7.375070795917543,True
9,93,2611.5998327730904,2611.5986166873276,-1.7511634983384283,6.497768170698216,-6.048600330030718,False
10,94,2621.2140488879313,2621.2172477743,4.60639637116401,5.594341071529349,-5.8674225525847135,False
11,95,2630.8282650027727,2630.8292788500435,1.4599400699080434,6.426553498196851,-7.641739853565718,False
12,97,2650.056697232455,2650.0759128168197,27.67044148517016,8.033631612451549,-8.947286290199601,True
13,98,2659.6709133472964,2659.6719903081216,1.5508235883316956,12.258536073036526,-6.365068133970229,False
