,15th,50th,85th
MEAN,-2.9044839025534395e-05,-1.2462900961349692e-05,4.138014142059617e-06
LN_SIGLC,-6.639090278119348,-6.630696431485328,-6.622667032138643
T0,1741.5919081081872,1741.5941401559198,1741.5963641734218
LN_PER,2.0821266841375343,2.0821307423270996,2.0821344046822623
LN_ROR,-3.6253314306060815,-3.588459296575547,-3.5421896485727453
ROR,0.02664026647336492,0.027640884038274065,0.028949867594304506
IMPACT,0.07980479908933456,0.26773145391095976,0.584986549748805
PERIOD,8.021510005452134,8.021542558326384,8.021571936117983
LD_U1,0.32987649756711224,0.43115419873830185,0.5334224870225461
LD_U2,0.16069557193688444,0.2601832489215449,0.3602365616855041
LN_DUR14,-2.0591750805655904,-2.034580656200463,-2.000172425501905
DUR14,0.12755915252921463,0.13073529404572048,0.13531195003118057
ECC,0.038906507246407075,0.19700473813427213,0.5657511276148158
OMEGA,-47.299302735399586,99.53250408871472,226.00846561670988
