,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,TTS_0_14,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
3691,2.3435629884583567e-05,-6.283395679279878,1700.7344690603152,1738.6438372729174,1852.4005906668153,1890.3142520841684,1966.1441010894152,2004.0628613042447,2421.2245607354666,2648.827143450896,2686.7639970693053,2724.6681760608644,2762.60724263593,2800.544493171571,2838.4844977344956,2876.3704314466077,2914.3192652840494,-3.3307532555196784,0.03576615386554187,0.5640047144415393,0.623210443775535,0.2561952576249178,-1.8771379829163943,0.1530274467865716,37.92538940958406,1700.6935999773486,0
3692,1.9332022239591313e-05,-6.28143572202933,1700.7297810939308,1738.6353974305723,1852.3997802008168,1890.3233709782312,1966.153304335316,2004.0697414094677,2421.252550497985,2648.8272271024293,2686.7408162910815,2724.669191170481,2762.6035646112236,2800.551237733786,2838.509531522252,2876.3799304609997,2914.3127805218287,-3.298334603747121,0.03694464366698672,0.1382325454813868,0.13948580953089706,0.38271798289176573,-1.944922196156598,0.14299834872641937,37.925468029471894,1700.6953934229366,0
3693,-7.523445705143467e-06,-6.28618806400603,1700.718548249292,1738.6378913943593,1852.3946706031131,1890.3273032305842,1966.1466031856062,2004.0642173930667,2421.230275557957,2648.8302598877217,2686.7490648156613,2724.6640481291533,2762.608639425305,2800.549096237305,2838.4974766041764,2876.3788208600195,2914.3183473546596,-3.3823896606382196,0.03396619000841892,0.31601278864182897,0.503453869641225,0.3787526131556336,-1.8547387957366075,0.15649381418827613,37.92559967795247,1700.6901433683272,0
3694,3.179155902027439e-05,-6.2897637156800466,1700.7284923986647,1738.6373915543525,1852.3992654199292,1890.3205608615488,1966.1491361796768,2004.0640386905761,2421.249714093865,2648.8280994570746,2686.750878983056,2724.6556649583586,2762.5980548935077,2800.547103263132,2838.494523396987,2876.3779736637885,2914.3261005791387,-3.306648032853857,0.03663878013995785,0.10834534913070357,0.3375132620702346,0.19722777570038907,-1.9263711784717028,0.14567587222894907,37.925459778424745,1700.693462577475,0
3695,7.83978124551902e-05,-6.276800017041437,1700.7256251770154,1738.6398821144633,1852.3979469251806,1890.3158984847582,1966.1500144779752,2004.0665606841521,2421.2550057578733,2648.8311034877156,2686.7524385066267,2724.6572304447373,2762.594309304592,2800.5447057058605,2838.4949580780208,2876.3786405391124,2914.326798747463,-3.3274014888839796,0.0358862347959646,0.041464018264985095,0.4986546523494204,0.3816101006736081,-1.9388081259214123,0.14387532890131324,37.92549067970076,1700.693176903797,0
3696,5.29784809525043e-05,-6.271906869599111,1700.7328593801358,1738.639892420687,1852.4071678003043,1890.314800751272,1966.1472184871648,2004.0576654457818,2421.24251847964,2648.8244006867667,2686.7613437239,2724.6706705820047,2762.609806664137,2800.5503654946024,2838.4947439458315,2876.3711943117246,2914.323843645895,-3.335308754690124,0.035603591738227185,0.041364264458630215,0.4096052135680617,0.35935305103882076,-1.9485809260316134,0.1424761123393595,37.92552903887141,1700.6936395497883,0
3697,-3.296722639331052e-05,-6.290319024342431,1700.7281293189935,1738.6422208648414,1852.3951971348006,1890.3147240196786,1966.1540675953731,2004.0564122146282,2421.2376080360336,2648.8248264008644,2686.756215090143,2724.6742399321975,2762.6012487467597,2800.5510025058725,2838.4934392334385,2876.376350544039,2914.3113291368036,-3.3290589848512675,0.03582680277428371,0.1217155864441573,0.34843415352387175,0.15667439507940184,-1.978496159116215,0.1382770276774177,37.92550186874769,1700.6920334983408,0
3698,6.360998534669918e-06,-6.283482832045114,1700.7355882457396,1738.6437898170916,1852.3983013722495,1890.3381130307623,1966.1578601247825,2004.068801867269,2421.230740366438,2648.820312783401,2686.7514876339646,2724.674065919644,2762.600129793658,2800.5470846754088,2838.5048955937123,2876.375132813916,2914.305370554144,-3.286414867981484,0.03738764906592664,0.628913232014549,0.4689244802539003,0.23855836523505514,-1.9639861089151704,0.14029806148247706,37.92513807812279,1700.7009411561853,0
3699,3.7017097486525845e-05,-6.282987960033834,1700.7309176424262,1738.6419254790687,1852.391692431513,1890.3148648765248,1966.1474757906142,2004.0606943684384,2421.243298691636,2648.833180682958,2686.7571743814797,2724.6608779788403,2762.6118695667346,2800.548657514297,2838.485043109223,2876.375674444888,2914.3165024391596,-3.248646257981327,0.038826733651287436,0.771513253033875,0.21187327157396263,0.3036543866073116,-1.8876942755189752,0.1514205406896845,37.92551423395412,1700.691998517485,0
3700,1.12434482259743e-06,-6.303281182323665,1700.7357449111798,1738.647626103909,1852.397138529489,1890.320027570981,1966.1551276800824,2004.0630468479928,2421.234790525877,2648.827438635832,2686.753493582774,2724.6601599333735,2762.6003949122114,2800.551589450681,2838.51031908137,2876.3761263147358,2914.329367388826,-3.213324403675098,0.04022267435542233,0.7949808703846978,0.34835069605804225,0.19778507902087794,-1.8971112826612813,0.15000130533936967,37.92545851086309,1700.6958451009698,0
3701,2.6442636477683104e-05,-6.282320128765648,1700.7287946591991,1738.639125156292,1852.4042746974524,1890.3215560999745,1966.1489891184901,2004.068293351441,2421.239242329316,2648.8219978177835,2686.7589031023276,2724.678382889427,2762.6105718292397,2800.5504746022666,2838.4846433516177,2876.374600507416,2914.3144678815493,-3.235352388733547,0.03934633729088033,0.8039257922795323,0.39172488129000516,0.2120651819961843,-1.8901616801634498,0.15104738549606356,37.92540856568398,1700.6955458351838,0
3702,6.946662331088264e-06,-6.2844679521991305,1700.7161440426964,1738.643242785163,1852.3968809699359,1890.3138096490509,1966.1532951002266,2004.0617609410374,2421.235300613229,2648.8277484060195,2686.7525626047295,2724.653457205042,2762.600274754301,2800.548669116091,2838.5068767955886,2876.374805096697,2914.310360229924,-3.259040269054039,0.03842525823621235,0.7221633662246618,0.3329000216578357,0.22427233183265693,-1.9045996440640578,0.14888223657911798,37.925520075132354,1700.6902485249152,0
3703,-1.774001163324582e-05,-6.287125432798869,1700.7331575832998,1738.6400589082439,1852.4048304850733,1890.3198151574575,1966.1501139170718,2004.0666083296373,2421.2270754871392,2648.8276209962,2686.76096601899,2724.657223310949,2762.6054368394066,2800.5466119472244,2838.4910110940336,2876.376520936961,2914.313599003042,-3.285009594155195,0.037440225884346506,0.6602986428522127,0.45462442259500624,0.11742783288686942,-1.9247526366549557,0.1459118456347407,37.92530342796291,1700.695874507256,0
3704,4.911429300162164e-05,-6.273834160863113,1700.7079236057184,1738.6511783413646,1852.3982310411793,1890.3182628308464,1966.1331969402759,2004.0639892678507,2421.2418938493606,2648.82798334717,2686.750075368142,2724.665537750546,2762.606867357265,2800.55134716448,2838.4981337717445,2876.372457610637,2914.3145859275483,-3.181359371352846,0.04152916317837572,0.8250716015979995,0.4008862773144881,0.361615238154706,-1.8753779810047955,0.15329701253397437,37.9256379711285,1700.688542401812,0
