,15th,50th,85th
MEAN,1.4330985159677594e-06,1.5269432161975536e-05,2.9184728553375032e-05
LN_SIGLC,-6.270522909941573,-6.265819944609641,-6.261255717843175
TTS,1688.9331843989899,1688.9386033509024,1688.9479328764721
TTS_1,1707.5861102769252,1707.5890838953587,1707.592854610003
TTS_2,1726.2441868865906,1726.2530081456034,1726.261078199468
TTS_3,1744.9117185254377,1744.9156141860276,1744.9207357827356
TTS_4,1782.2294718578885,1782.2363791155542,1782.246019071936
TTS_5,1819.5481668551486,1819.5529002930582,1819.563411550909
TTS_6,1838.1948168129632,1838.2030145204117,1838.2090197808964
TTS_7,1856.870758549091,1856.8752395325153,1856.8854047487232
TTS_8,1875.530715358558,1875.536446148572,1875.5455345539397
TTS_9,1894.1857363656843,1894.1902690139304,1894.193908217724
TTS_10,1931.5090778488902,1931.5155615027143,1931.5228330594134
TTS_11,1950.176207764788,1950.1797509327869,1950.18307594608
TTS_12,1987.4724853607809,1987.4784914689567,1987.4868651159554
TTS_13,2006.1525316841921,2006.1589363242351,2006.164311167337
TTS_14,2024.8028111418998,2024.809835735084,2024.816227229551
TTS_15,2397.8717609957107,2397.877995363022,2397.883203693236
TTS_16,2416.520009368592,2416.523963970043,2416.5280436279304
TTS_17,2435.1671071427445,2435.172656793798,2435.1773487063947
TTS_18,2584.3937305746317,2584.400642376362,2584.4088109779327
TTS_19,2603.0489370149103,2603.0532488743784,2603.056645487208
TTS_20,2659.0212966597473,2659.0257514301725,2659.030651282347
TTS_21,2677.665678001736,2677.671925923167,2677.6773431041893
TTS_22,2696.326680954723,2696.3304685510984,2696.3353069048653
TTS_23,2714.960567737051,2714.9782291731353,2714.9851521290584
TTS_24,2733.6360023706525,2733.641306632346,2733.645987130206
TTS_25,2752.2964883038553,2752.3030944990933,2752.309075875353
TTS_26,2770.944611520223,2770.951789170574,2770.956920382666
TTS_27,2789.6117890738406,2789.6156953780533,2789.6221737603855
TTS_28,2826.9182826611664,2826.9229908254324,2826.927213405255
TTS_29,2845.5748234710213,2845.583188345425,2845.587187913908
TTS_30,2901.550197471441,2901.555266775137,2901.559837542654
TTS_31,2920.209495971767,2920.2166612688998,2920.2255621833683
TTS_32,2957.5173927119204,2957.522757258085,2957.534826255805
LN_ROR,-3.3412374452089812,-3.3138833949558286,-3.2767180438457784
ROR,0.035393133548643825,0.036374642018459497,0.03775195396952993
IMPACT,0.14196490434782905,0.42515923831835734,0.6603501554024979
LD_U1,0.2396219974743582,0.3275637952819672,0.4169620265391533
LD_U2,0.13265257522210883,0.2288492066494452,0.32982932296417045
LN_DUR14,-1.8251021277098005,-1.8047378977005581,-1.7806800115718375
DUR14,0.1612011801826828,0.1645175713604183,0.1685235103632948
PERIOD,18.6549102750307,18.654957744490297,18.655007183255915
T0,1688.9725771310857,1688.9745721545394,1688.9766093869023
ECC,0.07460855094397144,0.2180542658952084,0.5628795468568945
OMEGA,-26.96655284727996,85.17623889698814,205.18077528354289
