,15th,50th,85th
MEAN,-6.037802548372451e-06,1.694022080128429e-05,3.920063121587554e-05
LN_SIGLC,-6.287781443549092,-6.2799567279266215,-6.272458194915849
TTS,1700.7215484238432,1700.7302814591174,1700.7388114837215
TTS_1,1738.6357851274497,1738.6412257369177,1738.648236327228
TTS_2,1852.3962575060866,1852.399964873092,1852.4043908645215
TTS_3,1890.318618922665,1890.3282402397383,1890.3334277857682
TTS_4,1966.1402675511722,1966.1480655819169,1966.1539625234132
TTS_5,2004.0589813483166,2004.0646416735153,2004.0690440020771
TTS_6,2421.234771869437,2421.2397072444155,2421.246356297773
TTS_7,2648.821978430362,2648.826759657142,2648.8310714233767
TTS_8,2686.752212453046,2686.756182639171,2686.761244866764
TTS_9,2724.655495372582,2724.667076314164,2724.673052555724
TTS_10,2762.6003454302218,2762.605361142627,2762.6091629438656
TTS_11,2800.543903580267,2800.548206326283,2800.552652392608
TTS_12,2838.4890739898037,2838.494905311626,2838.50372476747
TTS_13,2876.3701593179107,2876.374778259674,2876.3790805721374
TTS_14,2914.308396590528,2914.3155693574217,2914.3248451803333
LN_ROR,-3.338862766235357,-3.2900426332682007,-3.219149907899575
ROR,0.03547728075044583,0.03725226127600932,0.03998903818103794
IMPACT,0.1870558282598664,0.5656028263054997,0.8018707819826445
LD_U1,0.29244087271329566,0.39246492048030435,0.49221227098083187
LD_U2,0.16764361402399255,0.27068863694497236,0.37227908992516867
LN_DUR14,-1.9475806218368614,-1.9127761394190648,-1.8689068149921713
DUR14,0.1426187030973614,0.14766986489343994,0.15429223961815455
PERIOD,37.92523311668595,37.92538911028471,37.925538609336286
T0,1700.6921593267332,1700.6955908774962,1700.6989114004537
ECC,0.16059710454992726,0.4440020368856834,0.6918762250928514
OMEGA,0.27529720053863654,88.63003555046703,179.94680251536874
