,15th,50th,85th
MEAN,2.990727230810199e-06,1.081233065679156e-05,1.8333946104521602e-05
LN_SIGLC,-7.475306510455509,-7.466259181920424,-7.457321340973141
TTS,1843.8436273670316,1843.8492645548154,1843.8542967712694
TTS_1,1851.92761171216,1851.9346379743395,1851.9400920084518
TTS_2,1860.0132905557857,1860.0184862359251,1860.0232005474986
TTS_3,1868.1044986936731,1868.110815759614,1868.1194194216778
TTS_4,2587.432717191053,2587.442923786099,2587.4529157585257
TTS_5,2603.591697016078,2603.5964693341566,2603.600218977017
TTS_6,2943.0444623768,2943.049303887885,2943.053704530831
TTS_7,2959.2192139090967,2959.2238382919427,2959.2283051292275
LN_ROR,-3.8731165080632697,-3.832383055124808,-3.7776341468347177
ROR,0.02079346533984548,0.021657942014056044,0.02287675048452451
IMPACT,0.16124766323783715,0.5078688857493232,0.7346039868480517
LD_U1,0.2104411155046342,0.3133883791291089,0.4150243184004504
LD_U2,0.21953929323354648,0.3208085079743932,0.4212085191915562
LN_DUR14,-1.9670557295157025,-1.921119825463282,-1.8732389618086545
DUR14,0.13986806001284105,0.14644287981002105,0.153625268734494
PERIOD,8.082329840235431,8.082366050916715,8.082401152514676
T0,1843.8521765572202,1843.8552918978148,1843.8587012704745
ECC,0.10993630141925523,0.2957090328890005,0.6378779937599397
OMEGA,-21.199492641459045,88.12973029698131,201.68515032973713
