,value,err_upper,err_lower,units
PERIOD,3.915293218526672,1.5083580258590246e-05,-1.5323103670805693e-05,days
T0,2393.0070841136157,0.0006735723331985355,-0.0006813205768594344,days
ROR,0.05985128283102371,0.0007575156342093728,-0.0007304328055711545,
IMPACT,0.855843834946832,0.013420242473738964,-0.017707150268827854,
DUR14,0.12677688255325126,0.001841222441169743,-0.0018798296223295763,days
ECC,0.24829013444628178,0.29922079108346866,-0.11913402834284537,
OMEGA,5.715790130050064,232.7898109622037,-64.2359603459865,deg
R_PL,10.164482825510222,0.22707166125516487,-0.2210839656349286,R_earth
