,value,err_upper,err_lower,units
PERIOD,24.283377415341672,2.5862321997749405e-05,-2.553290201134928e-05,days
T0,1836.962925337521,0.0004935002568799973,-0.0005064283170668205,days
ROR,0.04992948696907989,0.0004595302936991272,-0.00039401668326308203,
IMPACT,0.1616303045342745,0.14423735591665823,-0.1108283472555576,
DUR14,0.21862070432911396,0.00123035513694561,-0.0010913141606243293,days
ECC,0.09096765441689314,0.2905555626227073,-0.07258617226616415,
OMEGA,84.32323707719458,130.25145433068906,-119.36824970562914,deg
R_PL,5.2150485402248945,0.0986849982040674,-0.09437422233817383,R_earth
