,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,TTS_0_14,TTS_0_15,TTS_0_16,TTS_0_17,TTS_0_18,TTS_0_19,TTS_0_20,TTS_0_21,TTS_0_22,TTS_0_23,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
16,2.8719729496989983e-05,-6.310725745463965,1713.029265302279,1716.3456431357342,1719.6617205972473,1726.2950085636357,1729.6080684742242,1732.9271415312048,1739.5594322066222,1742.873325743034,1746.1948204014702,1752.8213994354287,1756.1393647185234,1759.449342688534,1902.044172525007,1905.361253467225,1908.67340340597,1911.9872747664892,1918.620185782793,1921.940190037334,1925.2526252954171,2641.503503102298,2644.8210347398326,2648.136407503916,2658.08544616827,2661.3999936980754,-3.0544453855943057,0.04714886295884973,0.16758590636240758,0.2748306231396187,0.34426828413573074,-2.757591602838469,0.06344438378041055,3.3159791723240737,1713.0305847190014,0
17,6.039532517590611e-05,-6.3139463178207516,1713.0293687131102,1716.346570579551,1719.663223227847,1726.2966276316677,1729.6083101152972,1732.9257854819052,1739.559287129401,1742.8710112409788,1746.1965765887803,1752.8222131366517,1756.1378343061185,1759.4554469860707,1902.0470823512587,1905.359969898622,1908.6748696939856,1911.9865619471025,1918.6192568413587,1921.939283407316,1925.2548537823607,2641.501263483581,2644.8206324189405,2648.1353180060396,2658.0854330132993,2661.4010588102487,-3.0455786713142374,0.047568777334644874,0.24223903282207124,0.3198862462779406,0.28435397099460746,-2.7523822607219075,0.06377574963057406,3.315975009843027,1713.0312435367925,0
18,-1.8434913964641088e-05,-6.324603438965085,1713.0326012184703,1716.3463124393913,1719.660798078178,1726.296238018887,1729.609260030838,1732.925702898497,1739.559434345629,1742.877919244142,1746.1913231842843,1752.8228067784535,1756.1382893657797,1759.4566144855246,1902.046813184913,1905.362479080687,1908.6757271219185,1911.9916776699797,1918.6188917738816,1921.9386617479076,1925.2576927489072,2641.5072258550053,2644.8204667168316,2648.13634676326,2658.086028747994,2661.400720896328,-3.0757673594276977,0.046154197930563495,0.2263558406947002,0.39714170316259567,0.13624977745752664,-2.7456158512806748,0.06420874572740098,3.3159781470057887,1713.031917166565,0
19,2.9729808233199883e-05,-6.325780515208862,1713.0285673828018,1716.347922095761,1719.6626497605268,1726.2956772107466,1729.609520775666,1732.928081189701,1739.5600422291334,1742.8677591129592,1746.1941198963957,1752.8228441776298,1756.1378882226477,1759.4513233786054,1902.045546181929,1905.3587824752194,1908.6747185868542,1911.989801710955,1918.6177363227055,1921.942197807019,1925.2567514464095,2641.5079436173405,2644.8216848162338,2648.136016233681,2658.085945215808,2661.411727910719,-3.0623378977170375,0.04677820462315554,0.17203977254880723,0.299318116276617,0.28649411463887087,-2.7521329256793523,0.0637916531423912,3.3159908792475883,1713.0306986967844,0
20,4.670506498942185e-05,-6.322594669907632,1713.0315211682746,1716.3497406660617,1719.6635560203088,1726.2969183715327,1729.6071438433569,1732.925314004803,1739.5598914057462,1742.871412797362,1746.191001758009,1752.8229081028105,1756.1389847880603,1759.4518111683212,1902.049399477418,1905.3646568959814,1908.6748546127567,1911.9916136032393,1918.6162665611034,1921.9387298993647,1925.2594743405714,2641.5100860537386,2644.8198449205697,2648.1363664604673,2658.085308996689,2661.40016912014,-3.074403645319236,0.04621718199781565,0.05154855505780843,0.4614068041636372,0.1389825495155681,-2.7571934942555,0.06346964656246623,3.31598024202967,1713.0316220874038,0
21,2.6172839699285788e-05,-6.301876395743926,1713.0358533058684,1716.3451953901595,1719.6610047147014,1726.2944262744516,1729.610229211743,1732.9281949697943,1739.5606120974019,1742.8777234081624,1746.1926126249643,1752.8220134241192,1756.139670851893,1759.4611939697872,1902.0420149457086,1905.3564035383147,1908.675093613033,1911.9884563025003,1918.6212156284384,1921.9371773552716,1925.2556224392747,2641.499655577484,2644.822102411666,2648.1360589651345,2658.086458630209,2661.400022083027,-3.035145425426103,0.0480676721055919,0.5681464306135477,0.21987761648436077,0.35370116718675826,-2.7355191812743356,0.06486032409511464,3.315971653753471,1713.0319777030288,0
22,3.413977172816265e-05,-6.329893392226171,1713.0314268976847,1716.349854076193,1719.663578357169,1726.2974019526491,1729.6057567033886,1732.9272441540156,1739.559081441934,1742.8780087936461,1746.192896065768,1752.824623283178,1756.1377006248122,1759.4523580651799,1902.0494080707203,1905.3654352732217,1908.674816239922,1911.9878804695347,1918.615836331272,1921.9361238719698,1925.2559337099838,2641.513136266561,2644.8176811731532,2648.13630431057,2658.0927860675693,2661.4015516875115,-3.003684319597748,0.0496039743916372,0.6855590086605291,0.596575403537343,0.09747843095645314,-2.676519018465752,0.06880223710807383,3.315985593096038,1713.0316041479214,0
23,2.6401396895393528e-05,-6.330378447384277,1713.032282127965,1716.3457836466632,1719.6621196278336,1726.2975281433778,1729.6109320549158,1732.925060058195,1739.5603033156317,1742.8729762031517,1746.1965805261727,1752.8205124483525,1756.1374389228376,1759.4565623668993,1902.051979102237,1905.3570653712973,1908.6741709408238,1911.9921423662645,1918.6172612229066,1921.9353837125523,1925.2528168695444,2641.508990916486,2644.824274997534,2648.1328142627167,2658.086332752257,2661.4012820057437,-3.018125071109926,0.04889280300670942,0.6502160961278248,0.2477071409866256,0.12514347472951126,-2.7266510891746045,0.0654380693857325,3.3159806968270713,1713.0314031398987,0
24,2.6325538029256675e-05,-6.32481135733756,1713.0331963911192,1716.3495889078988,1719.663817321482,1726.2955111369197,1729.6099165359876,1732.927486074264,1739.5594671782883,1742.8722325023864,1746.195834292511,1752.821075260592,1756.1407175903662,1759.4598828290425,1902.0401007694786,1905.35929545688,1908.6744161286074,1911.9899881426534,1918.6150579804741,1921.941711452805,1925.2502729116038,2641.5092667629365,2644.818848203869,2648.133167881033,2658.0831835989884,2661.400716139609,-3.0502735485648573,0.047345971197085134,0.37005810981627363,0.23731110693956148,0.28048134587359486,-2.786385432504499,0.061643626759316575,3.3159724086403437,1713.0317397688207,0
25,2.806457385142543e-05,-6.308903928994262,1713.0301913473695,1716.3444299079558,1719.6606892642133,1726.2938940359936,1729.607997197433,1732.9249403228519,1739.5611411691127,1742.8718347146284,1746.1912532562874,1752.8236442436134,1756.1365023436294,1759.452951600668,1902.0541311798763,1905.3618680818274,1908.675219811368,1911.9898511924578,1918.618166117215,1921.9361936221142,1925.2585216024454,2641.509496582382,2644.8197342845187,2648.1368048473014,2658.089676312724,2661.398617270347,-2.9939179050771476,0.05009080077196216,0.7784335664288473,0.4713587976912177,0.16203269825388822,-2.6538992530516503,0.07037626250157002,3.315985287040535,1713.030833912644,0
26,1.0466068613452486e-05,-6.332153022037613,1713.031162287043,1716.3473695759858,1719.664615827729,1726.2947195527731,1729.611261458601,1732.9324117205238,1739.5601249236217,1742.8775078923948,1746.1945423490545,1752.8219366757255,1756.1377994216436,1759.457207019227,1902.041059302293,1905.3620259712773,1908.6750604851009,1911.9894160941826,1918.6183100927813,1921.941370014051,1925.251586116674,2641.5070919264567,2644.8214763525298,2648.1369288183882,2658.086124902463,2661.400957993623,-3.0701324540463104,0.046415006594826114,0.25999471635369525,0.37218339956649493,0.32115795742764797,-2.7397429111235185,0.06458694934516669,3.3159768100215485,1713.0321089467807,0
27,2.4873383623293804e-05,-6.315200303610387,1713.0288753829514,1716.351187341378,1719.6623225580568,1726.2984444176373,1729.6067821043457,1732.929377569061,1739.5600567561917,1742.871424243128,1746.1912013237868,1752.8243830235551,1756.1402484581167,1759.4574700352348,1902.0523619206292,1905.358865642442,1908.6750026994996,1911.9869213084094,1918.6190609879625,1921.9387604528233,1925.2560858263466,2641.5105183843593,2644.8200017746403,2648.1310464275084,2658.086709092273,2661.400166879327,-3.0508620220654876,0.04731811754404621,0.5001313697660217,0.5004020132278382,0.15628687877775782,-2.7119340852797755,0.06640824322304104,3.3159754809332296,1713.0320156557057,0
28,2.0652607222607274e-05,-6.314402200433212,1713.0306854222574,1716.3516275411114,1719.6620104217295,1726.298865699635,1729.6066273238337,1732.9283832027675,1739.5607565254434,1742.8711638293596,1746.1913461304628,1752.8242156537322,1756.1398466032856,1759.4577646290475,1902.050857838924,1905.3579925926244,1908.6753431125835,1911.986621541585,1918.619025470331,1921.939231988461,1925.2562178823039,2641.510259591679,2644.820913294101,2648.1305849223704,2658.087513571421,2661.399065206672,-3.0607244082544316,0.04685374168613476,0.34283068788741866,0.4746012221670286,0.20440236955548885,-2.722087355285213,0.06573739381965708,3.3159750926245746,1713.032031960997,0
29,-9.668786396345123e-06,-6.3127606797085285,1713.0300418945849,1716.3447598649586,1719.6619237294635,1726.2928442473242,1729.6092684725959,1732.9324906355275,1739.559257937605,1742.8765676736925,1746.1927045257241,1752.8230910351065,1756.137729070103,1759.4562324206381,1902.04495719242,1905.3628634912197,1908.674488574312,1911.990054825397,1918.6183505335734,1921.9365023366252,1925.258764480602,2641.507616830802,2644.8212069662995,2648.1368243560364,2658.0847781087614,2661.400013487123,-3.081957750487674,0.045869367910497644,0.1530758347006861,0.32984552365967246,0.36740998104653033,-2.74969798210196,0.06394717148085284,3.3159784904867107,1713.0316105193965,0
30,2.8133588859951584e-05,-6.316098634619255,1713.0315868245373,1716.3504789024694,1719.6618599352535,1726.3000010230044,1729.6080537182029,1732.9296382837229,1739.5601060252518,1742.8744338978047,1746.191372336087,1752.8219097411165,1756.1394203081468,1759.4572978217511,1902.0448619476726,1905.358565762019,1908.6755311543486,1911.9910674543164,1918.6216372701529,1921.9390941175388,1925.2512771470795,2641.508207368518,2644.8208891226823,2648.1312620790545,2658.0868116406946,2661.397669523525,-3.051910862337576,0.04726851441419394,0.4491678232790271,0.37443271557785973,0.1508876036169009,-2.764474260265091,0.06300921709068572,3.3159719019779943,1713.032125404385,0
