,X,Y,YERR,TREND,MASK,OUTLIERS
0,1385.954160560331,0.0006060601003241572,0.00046194376459233636,0.00015844789106630037,False,False
1,1385.9555494426054,0.0004159212608243479,0.00046202045319473185,0.00015549284474388765,False,False
2,1385.9569383244143,-3.135204688931026e-05,0.0004619079959804411,0.00015240117744288637,False,False
3,1385.958327206688,0.0005186796806668781,0.00046192286803957736,0.00014917137476191537,False,False
4,1385.9597160884962,0.001337409178901794,0.00046220433121747746,0.00014580186271807892,False,False
5,1385.9611049707705,0.0004978180525085918,0.00046201102355253977,0.00014229176690017722,False,False
6,1385.9624938525794,0.0013517142953531902,0.0004621905651040304,0.00013864181213817908,False,False
7,1385.963882734853,-1.5199186229608586e-05,0.00046185980003145933,0.00013485382050545155,False,False
8,1385.9652716166618,6.973744270055704e-05,0.0004619191427488348,0.0001309310861618842,False,False
9,1385.966660498936,0.0005054474479493365,0.0004619359356610102,0.00012687703109486205,False,False
10,1385.9680493807443,0.0008122921958317875,0.0004621444646310913,0.00012269504793210179,False,False
11,1385.9694382630187,0.0001116991176246529,0.0004620034856595529,0.00011838912903489383,False,False
12,1385.9708271448276,0.00038027767899961873,0.0004619815122649386,0.00011396417076171882,False,False
13,1385.9722160266356,0.00014758111805690532,0.0004619890792617594,0.00010942531210749022,False,False
14,1385.9736049089092,-0.0005810261465342137,0.0004618133212086792,0.00010477798905657516,False,False
15,1385.9749937907175,9.918214072968112e-05,0.0004619439392153399,0.00010002753616534819,False,False
16,1385.9763826729911,0.0008369685217104461,0.0004620584336980055,9.517845378371136e-05,False,False
17,1385.9777715547998,-0.0003267527016106442,0.0004619082288111125,9.02352384171367e-05,False,False
18,1385.9791604366087,0.0003012419106056541,0.00046213608272692056,8.520311154716601e-05,False,False
19,1385.9805493188824,0.00038397316741622944,0.0004620444929615549,8.008705964082766e-05,False,False
20,1385.9819382006913,-1.4722349014562042e-05,0.0004620189688992016,7.489227283898007e-05,False,False
21,1385.9833270829656,0.0004733801452374564,0.0004622039237638025,6.962430859629734e-05,False,False
22,1385.9847159647738,0.00041449074917920825,0.0004621608209857578,6.428881222362182e-05,False,False
23,1385.9861048465825,0.0002574920961251337,0.0004620658842794906,5.8891957371622885e-05,False,False
24,1385.9874937288569,-0.00035387281821641636,0.0004619374490603744,5.344048971977496e-05,False,False
25,1385.9888826106649,-0.00026434663109142775,0.00046202266508611024,4.794135832993221e-05,False,False
26,1385.9902714924738,0.0008034707073534264,0.0004622756065067627,4.240097078097519e-05,False,False
27,1385.9916603747483,-0.0001097321641125859,0.0004620655350334835,3.68254503567752e-05,False,False
28,1385.9930492565563,0.00028228763130755397,0.0004621345402237225,3.122167337449381e-05,False,False
29,1385.994438138365,0.00025773051473265696,0.0004620797668082734,2.5596619079644553e-05,False,False
30,1385.995827020639,-0.00012367965265269731,0.0004621006342571985,1.995757261900828e-05,False,False
31,1385.9972159024462,0.00023210051442390522,0.0004622757229220984,1.4312115504295034e-05,False,False
32,1385.9986047842542,-0.00012010337353984823,0.00046195962618182613,8.667771256649193e-06,False,False
33,1385.999993666063,6.294251238614379e-05,0.0004619934157330144,3.032227963299612e-06,False,False
34,1386.0013825483375,0.0002890825616219672,0.0004621283120032623,-2.5869123992216646e-06,False,False
35,1386.0027714301455,-0.0003212690736376089,0.0004620740624568239,-8.18193617225843e-06,False,False
