,15th,50th,85th
MEAN,2.8794882000699793e-05,5.327989162200073e-05,7.833920828740627e-05
LN_SIGLC,-6.867334863152767,-6.851341331786686,-6.836155391245205
T0,1903.5408236766425,1903.5422652957802,1903.5435703984554
LN_PER,2.3649925219919044,2.3649949120685396,2.3649974594741434
LN_ROR,-3.3839151033517605,-3.3509199056177246,-3.3188852363789643
ROR,0.033914416030522226,0.03505209464651495,0.03619315609031439
IMPACT,0.06501118570554743,0.2320308973747398,0.48088592498487504
PERIOD,10.643959221599172,10.643984661507815,10.644011776088524
LD_U1,0.2256321152985928,0.3190098553671048,0.4134364400854855
LD_U2,0.16019008390106038,0.2605884192564758,0.36642034945332663
LN_DUR14,-2.204085080917417,-2.185131040000981,-2.162678024505693
DUR14,0.11035144177211254,0.11246299553762369,0.11501669071411723
ECC,0.032807337801507366,0.16642195565616735,0.5168357788247636
OMEGA,-42.628791054063505,87.35160404247179,222.93495921427777
