,X,Y,YERR,TREND,MASK,OUTLIERS
0,1544.7012194568238,-0.00035828351974487305,0.0012080934830009937,6.898239489190486e-05,False,False
1,1544.7026083535234,-0.0013897418975830078,0.001206699525937438,6.948775378576777e-05,False,False
2,1544.7039972506893,0.0007991790771484375,0.0012076491257175803,6.999241870563261e-05,False,False
3,1544.705386147856,0.00012862682342529297,0.0012069967342540622,7.049626765306087e-05,False,False
4,1544.706775045022,0.0007336139678955078,0.0012072809040546417,7.099918436075548e-05,False,False
5,1544.7081639417215,0.0013918876647949219,0.0012067448114976287,7.150105849484077e-05,False,False
6,1544.7095528388868,0.000626683235168457,0.001206474145874381,7.200179842410334e-05,False,False
7,1544.7109417360527,-0.00017142295837402344,0.0012055637780576944,7.250134263468776e-05,False,False
8,1544.7123306327537,-0.00029844045639038086,0.0012059164000675082,7.299964410258797e-05,False,False
9,1544.7137195299197,-0.0001627206802368164,0.0012065151240676641,7.349665020927226e-05,False,False
10,1544.7151084270854,-0.0007298588752746582,0.0012048123171553016,7.399229582591232e-05,False,False
11,1544.7164973242513,0.0012493133544921875,0.0012051297817379236,7.448650319727933e-05,False,False
12,1544.717886220951,0.0005642175674438477,0.0012046326883137226,7.497918081302181e-05,False,False
13,1544.719275118117,0.0004614591598510742,0.0012052858946844935,7.547025759321939e-05,False,False
14,1544.7206640152835,-0.0006557703018188477,0.0012043083552271128,7.595967752460804e-05,False,False
15,1544.7220529119838,-0.0007364153861999512,0.0012035006657242775,7.644738899490399e-05,False,False
16,1544.723441809149,0.0011630058288574219,0.0012037300039082766,7.693332184116955e-05,False,False
17,1544.7248307063144,-0.0006958246231079102,0.0012033067177981138,7.74173886596729e-05,False,False
18,1544.7262196030147,-0.0007800459861755371,0.001202827668748796,7.789951375853548e-05,False,False
19,1544.7276085001813,-0.001405179500579834,0.0012021936709061265,7.837960532747538e-05,False,False
20,1544.728997397347,-0.0005996227264404297,0.0012022206792607903,7.88575402465543e-05,False,False
21,1544.7303862940473,0.0017145872116088867,0.0012036364059895277,7.93331555978894e-05,False,False
22,1544.7317751912133,0.0005033016204833984,0.001202728715725243,7.980627383961648e-05,False,False
23,1544.7331640883785,0.0005505084991455078,0.0012025085743516684,8.027674638097385e-05,False,False
24,1544.7345529850788,0.0023870468139648438,0.0012020200956612825,8.074444154189354e-05,False,False
25,1544.7359418822455,-0.0028524398803710938,0.0012004426680505276,8.120924909465988e-05,False,False
26,1544.7373307794114,-0.0012903213500976562,0.0012009000638499856,8.167109014345104e-05,False,False
27,1544.738719676111,-0.0006048083305358887,0.0012010677019134164,8.21298291910818e-05,False,False
28,1544.740108573277,-2.9206275939941406e-05,0.0012004232266917825,8.258528310488748e-05,False,False
29,1544.741497470443,-0.0018373727798461914,0.0012005363823845983,8.303724473411188e-05,False,False
30,1544.7428863671432,-9.161233901977539e-05,0.0011998936533927917,8.348548929613017e-05,False,False
31,1544.7442752643092,0.00043511390686035156,0.0012001624563708901,8.39297500788448e-05,False,False
32,1544.7456641610092,0.0025669336318969727,0.0012015171814709902,8.436974607110544e-05,False,False
33,1544.7470530581752,0.0008924007415771484,0.001200077822431922,8.480521325860595e-05,False,False
34,1544.7484419553405,0.0019381046295166016,0.0011999581474810839,8.523594071266284e-05,False,False
