,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,TTS_0_14,TTS_0_15,TTS_0_16,TTS_0_17,TTS_0_18,TTS_0_19,TTS_0_20,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
20,1.6044188801056485e-05,-6.908888598144327,1703.4976597484144,1731.1196333680264,1758.7651896829773,1786.3771872660034,1896.9914802518495,1924.61719325332,1952.2873108768276,1979.9303245059134,2007.5505065234054,2394.5818218797763,2422.2114405571456,2588.083470888398,2615.6922107394753,2643.3681589841835,2671.0155548472644,2698.6777139140763,2726.3075831369915,2753.9559009780355,2892.164082476657,2919.7993848335313,2947.465513678486,-3.730723454174156,0.02397548439671591,0.0786728091849406,0.20528532299801516,0.2222724558388669,-1.4917895999804835,0.2249696893211992,27.64394158317812,1703.4767287642119,0
21,1.4093497469285716e-05,-6.907197338264961,1703.4779200500177,1731.122918782639,1758.7689030517347,1786.384363591261,1896.987442207131,1924.6234695955457,1952.2817497907429,1979.9136148682444,2007.5579882030486,2394.586625186611,2422.2154686488802,2588.0785994836624,2615.697395904408,2643.3659339834226,2671.0126901299463,2698.676924323544,2726.3104133541715,2753.9569753937944,2892.1544387639256,2919.7974467337863,2947.46637248041,-3.719700474463798,0.024241227625094782,0.2597469390882153,0.2043760110431576,0.20320445471446003,-1.474967045557354,0.22878626644488914,27.64396717249799,1703.4751132809708,0
22,1.0545677299934214e-06,-6.915749370299547,1703.4940486234477,1731.1189169418876,1758.7633522074282,1786.3823986828734,1896.9831172745078,1924.6171945620445,1952.2759841451136,1979.9418337155564,2007.5411249561985,2394.5761830081196,2422.2203582720845,2588.078250725221,2615.696402346719,2643.3810690391842,2671.027729381143,2698.666535030344,2726.2976818186667,2753.939752157306,2892.169359244106,2919.831077377475,2947.4615389310984,-3.7969724448277318,0.022438603232010385,0.30533958360393804,0.38008197714542846,0.3372986801862683,-1.41811262317845,0.242170653116728,27.644084444945218,1703.473688538656,0
23,1.74044543774375e-05,-6.915712623142187,1703.481222556749,1731.1194569879865,1758.76835946079,1786.3932700730315,1897.0004072165816,1924.6183299828513,1952.2814370927445,1979.9143106485208,2007.5554597453645,2394.587939937755,2422.217206471236,2588.0753299879275,2615.6923090599253,2643.3525485673804,2671.0289138522826,2698.662021617861,2726.3063864820497,2753.9433344791996,2892.158945558744,2919.8044691912573,2947.410038283867,-3.7411379376775944,0.023727087816142106,0.07488720757775086,0.2774038186608885,0.22381755666890601,-1.4789806605474025,0.22786984676447672,27.643628828097192,1703.479689933121,0
24,1.778000971082885e-05,-6.911825404139068,1703.4819651025039,1731.1192724356945,1758.7691460562135,1786.417951125139,1896.992283675806,1924.6128343881487,1952.278231404107,1979.9145189938035,2007.5402085192047,2394.5675848008827,2422.212116519893,2588.0730693178916,2615.697100666788,2643.371626732511,2671.022466084526,2698.6639094933,2726.298125679653,2753.940057970986,2892.1601820809874,2919.816077828987,2947.4357191760378,-3.771158748310034,0.023025367217848397,0.059293744292251406,0.33341132234601867,0.27472472285050675,-1.455127104825554,0.2333706994738993,27.64376571637116,1703.4771747576806,0
25,4.686911308944724e-06,-6.912658285555625,1703.4831591647403,1731.1212591805727,1758.7647639380311,1786.386894597825,1896.9968414946798,1924.6201673205885,1952.274975683414,1979.941005543532,2007.5521321927088,2394.5871868874597,2422.2188829391853,2588.071754372298,2615.697066700819,2643.373143522894,2671.0278163378057,2698.657524367006,2726.2906967188546,2753.9438260733327,2892.157836968855,2919.810425680311,2947.4348780496534,-3.76514521161229,0.023164248273228515,0.13184703770657283,0.36234977723695483,0.26235219154719003,-1.4627872311914059,0.23158987978559967,27.643734311353587,1703.4792144093433,0
26,1.0081453396151873e-05,-6.914049553605358,1703.4917586695992,1731.1214893704118,1758.7678636121352,1786.3902012707717,1896.998721458998,1924.6129791016522,1952.2712038219556,1979.9214735290216,2007.5502153060665,2394.586177124544,2422.211837134013,2588.071331035391,2615.692147658585,2643.3784300193706,2671.0159159263953,2698.6604088222134,2726.2980332285874,2753.9378216512428,2892.158447883237,2919.8118826590985,2947.4459673403853,-3.7569100788670644,0.02335579656297396,0.387371394527261,0.35810385004895195,0.30935200959450415,-1.4516097014345704,0.2341930037036239,27.64378147902656,1703.4772846747603,0
27,1.0468103971792224e-05,-6.916403771180155,1703.4795313779264,1731.1143798336373,1758.766395475929,1786.3779246004594,1896.9976600203424,1924.6216368836162,1952.2819498523343,1979.9119058975123,2007.5489050502165,2394.5620483618713,2422.2044186346466,2588.067499391177,2615.713765298679,2643.3658375584587,2671.0172639983266,2698.66235339641,2726.2988424030273,2753.943847998333,2892.159924695139,2919.8207313115718,2947.451112991865,-3.7291298333240506,0.02401372268911933,0.6286817870813126,0.36652160997027106,0.2917606696734816,-1.4482970407186302,0.2349700920713661,27.643978931492118,1703.4715250879403,0
28,-2.2139306857201236e-06,-6.913942111959196,1703.4766182448666,1731.141480403961,1758.7668143771814,1786.3981234424966,1896.9936350126604,1924.6110815123707,1952.2824713636817,1979.9284621121967,2007.5507734555003,2394.589975369264,2422.227690407141,2588.092133652526,2615.7386743108054,2643.365181202377,2671.039388093115,2698.6607110509667,2726.3101898175287,2753.940792347105,2892.16006791858,2919.7986149951025,2947.423849902751,-3.731564772706263,0.02395532186012383,0.5786277163366227,0.393048592046225,0.2567303006608519,-1.4499320315377733,0.2345862320173993,27.643776789143875,1703.4822689043942,0
29,5.4692721302870576e-06,-6.9110657212587,1703.4924873934356,1731.1354987793975,1758.7732530809776,1786.4008548879804,1896.9989198273227,1924.6216659814404,1952.2851397112568,1979.9296490989275,2007.5426081865446,2394.582460956928,2422.2195075922364,2588.079470249077,2615.726143820302,2643.3642797349194,2671.0198333757176,2698.66224793947,2726.3021273431764,2753.9436225173263,2892.1603941993735,2919.8198128821437,2947.4511428080373,-3.733409839953321,0.023911163430530326,0.5400708182330404,0.36413783822080803,0.2947746069586836,-1.4454397130070673,0.2356424387267574,27.643749884751237,1703.4835678842926,0
30,8.051842682420723e-06,-6.90883750849142,1703.4983485110895,1731.126630499368,1758.767750055024,1786.3962947161685,1896.9962397464265,1924.6309160171547,1952.2857813495118,1979.9502283120255,2007.5439037403123,2394.5827376114844,2422.220872162079,2588.0758226060616,2615.7300440207705,2643.3615303413767,2671.0209221456207,2698.6590700074403,2726.305370005706,2753.9535756475166,2892.159851478112,2919.8115186317436,2947.453692428272,-3.7493027493567515,0.023534149337439397,0.5616209882158506,0.31650800536842927,0.3187921606577222,-1.4643461607145025,0.23122912875053095,27.643730913356027,1703.48495202551,0
31,1.5369919234907575e-05,-6.9114238254809655,1703.4767208141193,1731.1405869745456,1758.7658037245756,1786.41442393769,1897.002654606068,1924.6401164294298,1952.2642633361786,1979.9016010090477,2007.5525891928096,2394.5805885651525,2422.2252496657316,2588.076676155315,2615.7351664411735,2643.3705442064115,2671.0287754041888,2698.664160444091,2726.3078753594164,2753.9513281045397,2892.161176595489,2919.8110818964024,2947.4452902622047,-3.6472933095945925,0.02606157401135628,0.8012881412642031,0.25828554902494183,0.2064383801496139,-1.453053586172379,0.2338551000055761,27.64384891176204,1703.4815735424081,0
32,1.1332972834602728e-05,-6.915897658407767,1703.465084027677,1731.140575900304,1758.7597506215834,1786.3903375051625,1897.0006482217966,1924.6403918770602,1952.277941040696,1979.9233895303018,2007.5469234309148,2394.5813701793923,2422.223564295144,2588.0732774176395,2615.736214433893,2643.3622246275586,2671.0317901460603,2698.6624872265243,2726.301507558935,2753.94677242778,2892.1617985231715,2919.8058308672403,2947.4463224820643,-3.6728017106353117,0.02540519214639184,0.819436350108827,0.28844830690260626,0.2672582001915822,-1.4312836968517282,0.23900191922524255,27.643879066842644,1703.4790537772988,0
33,1.7158520099982085e-05,-6.912890231183978,1703.4766005013355,1731.1357998932772,1758.7534600969868,1786.3715796131748,1896.9943371778936,1924.63371686461,1952.270568777128,1979.9467189314948,2007.5508850822125,2394.574363883344,2422.212265460227,2588.070291917724,2615.7316368452152,2643.369063455058,2671.0388477108136,2698.6584758738945,2726.3051436811443,2753.943255966917,2892.159412856725,2919.817047638872,2947.453604921128,-3.7239317070700433,0.024138874045958547,0.6682836790876805,0.24323676541803652,0.17865487315312012,-1.4591472347384091,0.23243440222344497,27.64400025198211,1703.4757598309398,0
34,1.0214850920876503e-05,-6.908089831223064,1703.4718405851122,1731.131865045706,1758.750808736286,1786.3923067165579,1896.9954796990814,1924.6084169613073,1952.2799844812562,1979.9230720333026,2007.552204873768,2394.5746709376494,2422.2169652438456,2588.0792611478587,2615.7321527281993,2643.359624351144,2671.036981440588,2698.662073109273,2726.304101862383,2753.941266106071,2892.1582473783733,2919.8064109849606,2947.4476048791194,-3.74502315978386,0.023635081657957042,0.06616565377655775,0.1823186537701842,0.3837195048957509,-1.4635403958027209,0.2314155201528012,27.643990327598353,1703.4739986848679,0
35,1.6924921689363326e-05,-6.923017034920517,1703.4711341900513,1731.1364027688296,1758.740080041976,1786.389625035405,1896.9975171206713,1924.633647423647,1952.2698696711898,1979.93328690079,2007.5520131206451,2394.5760123983355,2422.2165892204125,2588.0724643412336,2615.7356235490715,2643.376774170613,2671.037021943796,2698.660584534969,2726.3045124291148,2753.9409622180556,2892.156045230933,2919.8224192703806,2947.446379590324,-3.7362471261286294,0.02384341677087158,0.587438220946095,0.3231122067263499,0.11563523822301769,-1.473962347154704,0.22901624315060376,27.644031529701703,1703.4751363068249,0
36,1.6746344864011536e-05,-6.914157760160451,1703.4700369000577,1731.1285723078581,1758.733843230694,1786.398261136251,1896.9972290784622,1924.6382942084251,1952.2781919281106,1979.9314866967707,2007.5530116058742,2394.572529587027,2422.214972145378,2588.075223720994,2615.7252248488844,2643.3720522465874,2671.0368789978024,2698.6595238925975,2726.309213561023,2753.941304134466,2892.157285267429,2919.8189522623234,2947.449810066213,-3.7302879591515326,0.02398592787471195,0.3919602124269824,0.28827692679013217,0.18859644607053316,-1.4683399606096799,0.23030748753071675,27.64401700537524,1703.475131059452,0
37,1.2722256060365522e-05,-6.920142868190866,1703.4729509187555,1731.1305755658514,1758.7373381711027,1786.400534883846,1896.9981124152657,1924.6363724161429,1952.2797484422967,1979.9322923131017,2007.5520947866198,2394.574149307834,2422.2074783865896,2588.0835750713773,2615.7370030422703,2643.36442649227,2671.027752267201,2698.65176053106,2726.310380418396,2753.9403946561524,2892.159515965295,2919.8096128959883,2947.453770181806,-3.7303029169602366,0.023985569100474453,0.7400607171505864,0.21870097385757803,0.18315656349837073,-1.46887010798479,0.23018542297969374,27.643936647589786,1703.4768659492247,0
38,2.5790733100332015e-05,-6.916177792977584,1703.4807925184668,1731.1374431854515,1758.7391812561539,1786.3978463412382,1896.9929097770857,1924.6337638125115,1952.2732595339912,1979.9299393936662,2007.5534619307257,2394.573594776281,2422.2199619904163,2588.067957704458,2615.721737910779,2643.372995118578,2671.011770907029,2698.6719971588745,2726.300372586669,2753.9458670657114,2892.1603440223116,2919.8105078072317,2947.443569984667,-3.7202028231915993,0.0242290531334132,0.10598714516861384,0.14798839598743507,0.2047172035567264,-1.4620069245414906,0.23177066143223712,27.64385398280334,1703.4777722390236,0
39,6.022195644500552e-06,-6.916830734329935,1703.4826746480364,1731.1359932942228,1758.7365643550181,1786.3996620741686,1896.9957860661166,1924.639088247025,1952.2833091164114,1979.930426983656,2007.5504084371494,2394.5960563748113,2422.2160624379226,2588.0845933313153,2615.741398293803,2643.3795423972874,2671.027453240127,2698.6515732240005,2726.30670799544,2753.945327090017,2892.162580241472,2919.8077187366503,2947.445912229022,-3.780602936328383,0.0228089349428795,0.011700803649385689,0.38668681468007327,0.31819195932468847,-1.4577494502424264,0.23275952259838054,27.64390739251602,1703.4803427523093,0
40,3.2785483861217297e-06,-6.9163650703628194,1703.4837068555607,1731.1365030533082,1758.736425360717,1786.3771566860185,1896.992932025377,1924.6286233484077,1952.2825723356061,1979.9428946356027,2007.5588102340153,2394.5761394309025,2422.2135755501627,2588.079044656941,2615.7193978404575,2643.3642645515215,2671.02876508275,2698.6568170415726,2726.3020283324936,2753.9474770531688,2892.1638679084776,2919.8070772346427,2947.4511700997546,-3.7971502774707875,0.022434613270674357,0.008333893427550426,0.21020609912059252,0.24050190499172386,-1.4387581224193835,0.2372221767316032,27.643916626416257,1703.4768183459073,0
41,2.244027934371791e-05,-6.9138503013584245,1703.4819752227922,1731.1343124175412,1758.7443863417618,1786.405587636177,1896.9901335936909,1924.6174937388794,1952.2933127246963,1979.929052429334,2007.5419267383343,2394.588876004793,2422.2163100239723,2588.080818690575,2615.757407477261,2643.3870850781136,2671.033664943058,2698.657928432157,2726.2935704945776,2753.9445882080977,2892.15508276369,2919.8161569805247,2947.423009342523,-3.7634740531554636,0.02320299176686806,0.3494420190819136,0.5005356125387472,0.3185337859825974,-1.4418345403103192,0.23649350360919577,27.64387677825933,1703.4797953569687,0
42,1.0693804865053114e-05,-6.922654125376388,1703.485589443253,1731.1169210520698,1758.7790554942762,1786.3867194964246,1896.9968732239226,1924.608068149124,1952.2804673047465,1979.9208254501048,2007.536496998391,2394.5796704254813,2422.212719817627,2588.081183715303,2615.7629327190834,2643.357665674411,2671.0197034599246,2698.6755550961457,2726.3128056017517,2753.9417847222253,2892.153479149496,2919.814115785188,2947.4555657354645,-3.79520230634012,0.02247835784240201,0.2876690757495011,0.20088843312493188,0.21996355398471423,-1.4457182486375475,0.23557681305148748,27.644062206311798,1703.474876271003,0
43,8.862475256793927e-06,-6.92069799552304,1703.4820686879095,1731.1213034656707,1758.7807295346229,1786.3883452449195,1896.995642389483,1924.6079742474278,1952.281805302555,1979.9270509236674,2007.5409748949992,2394.577153061678,2422.217004639683,2588.071026647955,2615.7552199187494,2643.360660198373,2671.0244927383014,2698.6784479866774,2726.313834263201,2753.9424928862586,2892.150808561617,2919.8062802730724,2947.446473905948,-3.735650395067216,0.023857649124290337,0.4454850388815413,0.28331660595162567,0.27142601253373866,-1.429880875075489,0.2393374315991053,27.643939026108825,1703.4772855365072,0
44,2.4893418341419662e-05,-6.913721241018233,1703.4961017932758,1731.1181782876922,1758.7814075126944,1786.404131609906,1896.9999061281046,1924.6205072439611,1952.2808159019423,1979.922123460799,2007.5584022945034,2394.585222450688,2422.2205466314754,2588.06991265541,2615.7570626115303,2643.3718536694673,2671.0226697137655,2698.676265181111,2726.302182910825,2753.9480602508534,2892.152099085766,2919.80896510286,2947.433638487929,-3.791052176894721,0.022571839784072956,0.3725787443820848,0.3281033468841761,0.3605873634331116,-1.4201963076823017,0.24166657123572582,27.643722113799573,1703.4851028797411,0
45,2.7966115588412532e-05,-6.915904335941163,1703.4839477046291,1731.1221979865786,1758.7854558973206,1786.4011355801633,1896.9974556718407,1924.6199212507831,1952.2761846477686,1979.9090682963874,2007.5657085338933,2394.5870625638404,2422.229902241963,2588.067950376841,2615.761662636099,2643.3709788617043,2671.0233195919,2698.6752776931176,2726.302935310545,2753.9454321500193,2892.149402721713,2919.813929809319,2947.430820453134,-3.7878927395776394,0.022643266872290246,0.2945483267405728,0.37174441407544134,0.4231084885635732,-1.4301258819926106,0.23927879945577105,27.6437918445069,1703.4830217362255,0
