,15th,50th,85th
MEAN,4.7692091301479835e-05,5.562620610866801e-05,6.369290767630526e-05
LN_SIGLC,-6.2982874706400445,-6.295328180831382,-6.292328062790712
T0,1687.1210036811062,1687.1211709103225,1687.1213338585974
LN_PER,1.472507586166741,1.4725078185944596,1.472508048265823
LN_ROR,-2.6416608344321424,-2.6329516834910267,-2.625385400844328
ROR,0.07124284866881438,0.07186602311248694,0.07241184406991306
IMPACT,0.5601303880217078,0.5958046629903129,0.6243038567214826
PERIOD,4.360154908345118,4.3601559217660935,4.360156923169163
LD_U1,0.3296456891298696,0.38699947702713855,0.44357509093784286
LD_U2,0.1538273450037222,0.2382519005323369,0.32082099986813234
LN_DUR14,-2.3448205780369746,-2.3390183863321115,-2.333569851839835
DUR14,0.09586440076651613,0.09642224118097344,0.09694903491173566
ECC,0.029096879724312744,0.11557691061738859,0.4551457663806883
OMEGA,-7.497657128159543,86.04967893790158,186.83642184838862
