,15th,50th,85th
MEAN,4.8220760725704397e-05,6.163485209844816e-05,7.505302238003665e-05
LN_SIGLC,-6.428092619337926,-6.422704891689421,-6.4174320736440285
TTS,2393.0023257533016,2393.004790884766,2393.007260647324
TTS_1,2396.9213292576915,2396.923661143229,2396.92577642029
TTS_2,2400.8371498825354,2400.8401324609003,2400.843297027036
TTS_3,2408.6676312484037,2408.669740208373,2408.6719827883867
TTS_4,2412.5846323329542,2412.586906012181,2412.58894735801
TTS_5,2416.49358075993,2416.495600468711,2416.4975829275127
TTS_6,2420.4105743683986,2420.4127575983853,2420.4149942926365
TTS_7,2424.3283747338346,2424.330468928095,2424.332469220935
TTS_8,2428.2404724056846,2428.2424494017337,2428.2444754439657
TTS_9,2432.158364389072,2432.160662500132,2432.162849018868
TTS_10,2436.075002723404,2436.077142430464,2436.0793524623978
TTS_11,2439.988032684248,2439.9901063039697,2439.992173245112
TTS_12,2443.9067773140114,2443.909065898219,2443.911409494834
TTS_13,2580.9411311624813,2580.9435428953293,2580.9457435175073
TTS_14,2584.850767979976,2584.853161789324,2584.855228916825
TTS_15,2588.766668694041,2588.76885413845,2588.7709079821766
TTS_16,2592.6838352100735,2592.685762913305,2592.687691984352
TTS_17,2596.598298709113,2596.6005345431904,2596.6026400865535
TTS_18,2600.5140716642613,2600.516032708748,2600.518024809271
TTS_19,2604.430687351374,2604.432965274098,2604.4353056820632
TTS_20,2612.2617726728654,2612.263884593677,2612.2658765702595
TTS_21,2616.176365071077,2616.1792727081092,2616.182207536567
TTS_22,2620.0931238059898,2620.095077817005,2620.096957500027
TTS_23,2627.9203491734306,2627.9227103265625,2627.9248578799206
TTS_24,2631.838061927707,2631.8402627202286,2631.842376521733
TTS_25,2635.7550178569513,2635.7572505094304,2635.759412086939
TTS_26,2643.583501558266,2643.5859871003668,2643.5883167506972
TTS_27,2647.496998932355,2647.4992557546298,2647.5015853093955
TTS_28,2659.245688905436,2659.247714498175,2659.249794736652
TTS_29,2663.1653208618945,2663.1676889502733,2663.170055980363
LN_ROR,-2.8333279233115185,-2.819647664040474,-2.806302394797049
ROR,0.05881678984168528,0.05962694772656556,0.06042801876344771
IMPACT,0.8420776360289864,0.8599475276744775,0.8736878068676353
LD_U1,0.14351010360790661,0.22943691736861316,0.31735118136251167
LD_U2,0.09442042884627222,0.18390626875976301,0.2754846663522954
LN_DUR14,-2.084900647443311,-2.0684555568313314,-2.052135890425997
DUR14,0.1243194710103516,0.12638081904685267,0.12846023337715537
PERIOD,3.9152733864809015,3.915289011913954,3.9153045413320666
T0,2393.006627543914,2393.0073502434366,2393.0080505919623
ECC,0.125815595145633,0.24502431970330157,0.5869043988946171
OMEGA,-52.4120440017375,182.4245427803309,233.41520938378272
