,15th,50th,85th
MEAN,-1.3204826989137087e-05,-2.9030409358251095e-06,7.419068414204725e-06
LN_SIGLC,-7.593051715655818,-7.580434438373526,-7.567067108776272
T0,1767.4205471833052,1767.4219582146554,1767.4233227720576
LN_PER,3.0336464447879017,3.033648832199235,3.033651163878631
LN_ROR,-3.323734865637054,-3.3080131072704906,-3.2877927792139245
ROR,0.036018057623346936,0.03658879959987169,0.03733616768085892
IMPACT,0.07165426329966827,0.24769979987295798,0.4664640465855672
PERIOD,20.772841673686376,20.772891267063216,20.772939702842244
LD_U1,0.2297867810428382,0.3062155300236067,0.38253982351942584
LD_U2,0.2053123619840641,0.2993346352935975,0.38993172326896963
LN_DUR14,-1.5902998902241177,-1.5801360470540988,-1.56888322871787
DUR14,0.20386446560584093,0.2059470778074779,0.2082776510260024
ECC,0.027138969807079354,0.135314175372587,0.4817408812036488
OMEGA,-28.347998348573444,84.53506428468918,208.99515688731813
