,15th,50th,85th
MEAN,2.16884699400231e-05,3.610260748013442e-05,4.982920217143821e-05
LN_SIGLC,-7.209252812611318,-7.1968658718732375,-7.184831682102195
T0,1933.335083740869,1933.3359419216993,1933.3368234932102
LN_PER,2.2590415398192945,2.259043155426992,2.259044754111386
LN_ROR,-2.9009495029527703,-2.8875224964359076,-2.8742159081752625
ROR,0.054971000141897514,0.05571407358131267,0.05646039228440004
IMPACT,0.7413073815295536,0.7819263561066131,0.8111379389177676
PERIOD,9.573908557716798,9.573924025409653,9.573939331104818
LD_U1,0.1466290366634025,0.2251842837614514,0.3087670651258847
LD_U2,0.14913744782520122,0.24086735340192122,0.3317668047501179
LN_DUR14,-1.734947395178513,-1.7177929875984788,-1.6984040809373981
DUR14,0.17640948003243742,0.17946178554861963,0.1829753049417351
ECC,0.12686832340780152,0.2627400463239231,0.5812563790229152
OMEGA,6.276137856542523,89.42949476741393,174.0459697082366
