,value,err_upper,err_lower,units
PERIOD,10.240555241653428,9.587191318161103e-06,-9.635341193359181e-06,days
T0,1877.5645007307378,0.0004890245247679559,-0.0005003965488867834,days
ROR,0.08915733687989481,0.0010033738570185968,-0.000916661883354708,
IMPACT,0.17595052471761458,0.14582668366211826,-0.12057349152870067,
DUR14,0.15274679920961168,0.0014451000968831729,-0.0012378770124056027,days
ECC,0.09384007592984545,0.29453515904396077,-0.07598890809624281,
OMEGA,89.59518244961077,126.54053096890962,-126.67200119820058,deg
R_PL,8.061787633508168,0.1364578240141654,-0.13331025973324717,R_earth
