,15th,50th,85th
MEAN,4.6347373973894775e-05,5.6070125240652454e-05,6.515418356885155e-05
LN_SIGLC,-6.651550671479628,-6.646998657780353,-6.642450518632399
T0,1684.9233754728039,1684.9235338453045,1684.9236874833866
LN_PER,0.8375262906191571,0.8375265377819912,0.8375267823073431
LN_ROR,-2.4937237014864206,-2.486773338884474,-2.4799548504209676
ROR,0.08260180870942412,0.0831779210070029,0.08374700664901207
IMPACT,0.814904729926565,0.8287660070459839,0.8399178465811725
PERIOD,2.3106440394214043,2.310644610526804,2.31064517553806
LD_U1,0.27562422105641615,0.3573465566276466,0.4356153808485447
LD_U2,0.19757640631265327,0.2851957054385367,0.3714886516489939
LN_DUR14,-2.697723524145009,-2.6909194622103523,-2.683991430358942
DUR14,0.06735867874003877,0.06781855409820725,0.06829003453086069
ECC,0.017445330730156382,0.08677467191779686,0.40873393006230246
OMEGA,-16.2388616566993,87.96653409102507,195.90741739691939
