,MEAN,LN_SIGLC,TTS,TTS_1,TTS_2,TTS_3,LN_ROR,ROR,IMPACT,LD_U1,LD_U2,LN_DUR14,DUR14,PERIOD,T0,ECC,OMEGA
0,1.1698218164991652e-05,-8.209116692746731,1987.2615659362652,2003.5986315457706,2019.9521150863834,2738.9692591198755,-4.096886609321832,0.01662435301943251,0.30051811891766117,0.13995980406098085,0.34039971500909383,-1.632333418451377,0.19547292143158387,16.341452919974483,1987.2625946523863,0.5895960628703291,-14.222002536164203
1,2.3603689953850135e-06,-8.202451966175383,1987.257973714498,2003.5948144050033,2019.9553983636672,2738.9807211774796,-4.096432657589099,0.016631901386458762,0.09343033080907143,0.3845040654787075,0.4002487790803797,-1.579671216497935,0.20604283055303863,16.341742341905938,1987.2608832268143,0.0905918536167667,16.931886629699147
2,5.432138211234493e-06,-8.221326696985397,1987.2661708548458,2003.6018009736977,2019.9550864572238,2738.961603147012,-4.0688184342681,0.01709757849008244,0.44674719115369316,0.2610462460059546,0.2317975790988751,-1.6429680108508553,0.193405160969538,16.341202443596348,1987.2664354241394,0.02893829554075291,28.411508855793524
3,-2.231071824142275e-06,-8.235522149958893,1987.259347766255,2003.605061944458,2019.9468643182392,2738.959688074544,-4.089105292314954,0.01675421698137952,0.26103536936373856,0.19024829687345202,0.49614199680216053,-1.6065128024242032,0.20058587846371442,16.341246198416652,1987.2624745952699,0.12533606578292333,156.1555817665397
4,4.902113736594502e-06,-8.233628458436733,1987.2691530045647,2003.6049557208353,2019.9530813293086,2738.9776907685023,-4.122121057170296,0.0162100954133824,0.34247674646702564,0.4290577254785115,0.3160891163502275,-1.6135581617537607,0.1991776454523391,16.341525631199225,1987.2675312236122,0.4488549967480639,-15.936267691613358
5,6.99605814512231e-06,-8.213122896846672,1987.2702050599364,2003.6028929031309,2019.949105081711,2738.9639828938034,-4.048447747499011,0.017449439564465194,0.41464455803196254,0.14045284693846272,0.2508299092110464,-1.6449909011755506,0.19301431898917676,16.34125499814822,1987.2661727573293,0.12725029819923633,20.920380037091398
6,9.989880632871362e-06,-8.21653318193092,1987.2690734666317,2003.6036041769137,2019.9544556785368,2738.963208345082,-4.012340283406335,0.018091007571748627,0.5103671893953214,0.19789942209379885,0.25965705390070326,-1.6349280971887779,0.1949663894266987,16.341205598543482,1987.267816834633,0.0480268406119614,-22.15885163241794
7,-2.786708827965142e-06,-8.208040698138822,1987.261958519135,2003.5961095336284,2019.9534274496048,2738.968719225382,-4.0216932702660335,0.017922591440312333,0.7874444419079855,0.24568157810777236,0.4936070543210398,-1.554810182449667,0.21122947389713206,16.34144758729934,1987.262320737521,0.6146348898993803,-52.39741302356441
8,5.347242864724592e-06,-8.242164176255024,1987.2701852096827,2003.607955283741,2019.950531604593,2738.9654732902454,-4.056764749195516,0.017304914387173402,0.3726679991219945,0.1404982117050766,0.24567729331138422,-1.659286855351723,0.19027462505909773,16.341241169711004,1987.2683320181052,0.07664613981230425,137.56303471269922
9,9.312081745009751e-06,-8.235880647513182,1987.2663007394774,2003.6009329920812,2019.9488303337023,2738.976921166183,-4.021766374726657,0.017921281266822457,0.7703084677588935,0.3582738626661133,0.14026920929200126,-1.5829770617343155,0.20536280948467636,16.341589938003423,1987.263769567319,0.4000809653996228,-66.23936778790002
