,15th,50th,85th
MEAN,7.192969152366457e-07,5.594231141285706e-06,1.0075092229406395e-05
LN_SIGLC,-8.231509407510753,-8.22003021851077,-8.208510915663869
TTS,1987.2640344894605,1987.2672089592302,1987.2695525636386
TTS_1,2003.5991526115988,2003.6022461413502,2003.6050520029266
TTS_2,2019.9456250380263,2019.9504448544465,2019.9557448962305
TTS_3,2738.965043757049,2738.9701648513087,2738.9767938061304
LN_ROR,-4.097359709568095,-4.066480523395662,-4.030462646657451
ROR,0.016616489894094977,0.01713759786736714,0.017766108628279768
IMPACT,0.12056784768996576,0.37460062132110467,0.6354205670111858
LD_U1,0.14731689426220684,0.24159569319555407,0.3358446854475321
LD_U2,0.19254006583094352,0.2973934603444741,0.3989888167307718
LN_DUR14,-1.6546392865160302,-1.6308932406660965,-1.6022336071904622
DUR14,0.1911609976200287,0.19575464000437565,0.20144606375893573
PERIOD,16.341289783157983,16.341417645568963,16.341563079657327
T0,1987.2629547986019,1987.265131155893,1987.2673350890743
ECC,0.0618474136987676,0.20575131493462984,0.5941986256247466
OMEGA,-27.90347378216215,88.44390412680019,206.35062174685592
