,15th,50th,85th
MEAN,3.834542046970243e-05,6.082811296926486e-05,8.460835023338365e-05
LN_SIGLC,-6.517405869099782,-6.5073116405509985,-6.497347149403961
TTS,2090.773897425356,2090.784180281001,2090.7927181829073
TTS_1,2096.4947751768095,2096.5041715500943,2096.51124099351
TTS_2,2107.904793433022,2107.9112010106105,2107.9156791555997
TTS_3,2450.1609278957862,2450.1688211720057,2450.1798517043767
TTS_4,2461.581054105007,2461.590220400312,2461.5978986486425
TTS_5,2467.269847638815,2467.2775022754868,2467.2840753744517
LN_ROR,-3.5695324863569025,-3.5215514981406852,-3.468419147038898
ROR,0.028169020003506753,0.029553547305934836,0.031166261034216877
IMPACT,0.1519890537333172,0.46461517407854935,0.6893185870170938
LD_U1,0.24423676303323702,0.34769115670918205,0.448925106649646
LD_U2,0.16956390799956966,0.27301220115104075,0.3782409522340513
LN_DUR14,-1.7854495977564862,-1.7410025173620876,-1.6920058473444233
DUR14,0.16772163683167082,0.17534452654111513,0.18414977694782875
PERIOD,5.70431908240067,5.704420428756595,5.704536697772901
T0,2090.7876360721198,2090.793363706617,2090.797702585305
ECC,0.0846536512243309,0.25356976238600293,0.5929618988297749
OMEGA,-23.99614147563958,90.21397151240149,202.77353059442578
