,15th,50th,85th
MEAN,-1.8198600852118466e-06,5.7072881091256475e-06,1.3286973665389474e-05
LN_SIGLC,-7.533332382413559,-7.524080651961544,-7.514212485083716
TTS,1902.8738401124747,1902.8761204110208,1902.878789035303
TTS_1,1906.5186463474686,1906.5204420169598,1906.5226259162864
TTS_2,1910.1593388715,1910.161251642897,1910.1626768956019
TTS_3,1917.4538212254658,1917.4575953174058,1917.4645318256273
TTS_4,1921.096111124396,1921.0993673364296,1921.1012640638135
TTS_5,1924.7394930634775,1924.7456349630274,1924.7473799753147
TTS_6,2610.033207875223,2610.0358650226763,2610.038347994134
TTS_7,2613.675264789,2613.6770014151402,2613.6787671799257
TTS_8,2617.322563507671,2617.324379491558,2617.3265088141525
TTS_9,2620.9650195612035,2620.966381633203,2620.9680041348174
TTS_10,2628.256083711106,2628.2586044531263,2628.2617053928443
TTS_11,2631.899802548789,2631.9012857805124,2631.9027554450954
TTS_12,2635.5433482242493,2635.5453600754613,2635.547354115627
LN_ROR,-3.614549278410727,-3.5849239302711746,-3.545941856167738
ROR,0.026929059991128084,0.0277387776312182,0.02884144522007822
IMPACT,0.16889073225757378,0.49178679920471824,0.6777714712630262
LD_U1,0.23194901033132864,0.3226324346571867,0.41094272321530134
LD_U2,0.2304780883138919,0.32866328287588953,0.42984004386760494
LN_DUR14,-2.3424509125419815,-2.3175669001746333,-2.291035435731586
DUR14,0.09609183669632097,0.09851298617297073,0.10116166120739895
PERIOD,3.645134871585508,3.645142582533431,3.645150531147911
T0,1902.8731572021316,1902.8745746365728,1902.8759645169325
ECC,0.08503252913392967,0.24968253173984295,0.5859136813890508
OMEGA,-18.800836814838103,90.02391882315214,200.29613758385608
