,idx,calculated,observed,ttv,ttverr1,ttverr2,significant
0,0,1902.8745746365728,1902.8761204110208,2.225915205126512,4.332793732724671,-3.8663239268455416,False
1,1,1906.5197172191063,1906.5204420169598,1.0437089090919471,3.7276943941821865,-3.294299797711318,False
2,2,1910.1648598016398,1910.161251642897,-5.195748589540017,2.8667126606836795,-3.4282508788523463,True
3,4,1917.4551449667065,1917.4575953174058,3.5285050069796853,10.187119872897947,-5.8053524231582285,False
4,5,1921.10028754924,1921.0993673364296,-1.3251064468931872,3.3861150248719025,-5.113945994856979,False
5,6,1924.7454301317734,1924.7456349630274,0.2949570057535311,3.2124907289115585,-9.076811288180817,False
6,194,2610.0322356480583,2610.0358650226763,5.226299449859653,4.097547227020682,-4.336674804453234,True
7,195,2613.677378230592,2613.6770014151402,-0.5426142502255971,3.2359193093873473,-3.2279938206578564,False
8,196,2617.3225208131253,2617.324379491558,2.6764969430223573,3.6616358130826407,-3.317310385597557,False
9,197,2620.9676633956587,2620.966381633203,-1.8457379360916093,3.0764622123160486,-2.8307704398929854,False
10,199,2628.2579485607257,2628.2586044531263,0.944485056825215,4.893385644751702,-4.164394402544613,False
11,200,2631.903091143259,2631.9012857805124,-2.5997223554441007,2.912840806548623,-2.954336862029461,False
12,201,2635.5482337257927,2635.5453600754613,-4.138056477167993,3.5001263299816414,-3.543899727412266,True
