,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
0,4.667328864953631e-06,-7.534146093084827,1902.874293573758,1906.5183258878426,1910.1616167127438,1917.4507446378607,1921.0919878082116,1924.7449341054253,2610.036239217477,2613.6754722017736,2617.3255989878453,2620.968204531067,2628.2582420878207,2631.901517772247,2635.544478998222,-3.5699850546935536,0.028156274481306105,0.38055840340230435,0.3729989741338664,0.3371591897852966,-2.334438110041035,0.0968648946498957,3.645158220962506,1902.8715497826756,0
1,8.199735700393361e-06,-7.528559432998163,1902.8742129515624,1906.5234019867787,1910.1613684829795,1917.458640385458,1921.1037277457783,1924.7443924387533,2610.037365600093,2613.676739782841,2617.322294370947,2620.964890952054,2628.2565512422143,2631.9011198883923,2635.544315828978,-3.541143608038402,0.02898016617328017,0.7626868589622032,0.252325057676839,0.27699578841275785,-2.2948969839060873,0.10077177384812963,3.645133162899286,1902.87558412291,0
2,1.0394566634784025e-05,-7.5224544825994695,1902.8783236502807,1906.5191523481524,1910.161017189285,1917.4594540422015,1921.0935866231794,1924.7486987799805,2610.032622325527,2613.6760689276684,2617.326282589503,2620.9675854761585,2628.2576854145877,2631.9011071565214,2635.545877046807,-3.521186595468344,0.02956433344214921,0.7406028550124308,0.37941769823280924,0.4446739980490071,-2.275669746687633,0.10272808359653948,3.6451408543645765,1902.8746358045726,0
3,-3.3229706833120925e-06,-7.520037778358006,1902.8758531635685,1906.5216754397075,1910.1593300037955,1917.4600710490777,1921.0992595890311,1924.7410278176928,2610.0343140144555,2613.680647329597,2617.322672672594,2620.965923024877,2628.2600009014623,2631.9023550358183,2635.5460968278853,-3.473761037254086,0.03100021815529765,0.866840472847515,0.27993406804690824,0.24169623916232186,-2.2689073744738453,0.10342512329930595,3.6451468634082547,1902.8741244690773,0
4,1.4041661017704178e-05,-7.518295121815935,1902.8773423741636,1906.5183833429849,1910.1637285424313,1917.4603809888974,1921.0967432076477,1924.7449964745877,2610.0396908617445,2613.6770033545313,2617.323361964507,2620.97051366599,2628.2587147525483,2631.902736612036,2635.547575624368,-3.440969095955263,0.032033626622866185,0.8839359170957212,0.2424811169957053,0.4245652316174122,-2.2227345636444475,0.1083125160152894,3.6451486735582126,1902.8748483680727,0
5,1.3853651948199025e-05,-7.523452739878197,1902.8784858762365,1906.5170444641406,1910.1609785255466,1917.4553137856044,1921.1026257324365,1924.7410956881538,2610.0369761358625,2613.6788374909625,2617.332094064165,2620.965742575421,2628.2609311854135,2631.90417523112,2635.545591667975,-3.4736021275143982,0.0310051447833292,0.8483948457331855,0.37500312270210046,0.35858728506940096,-2.2257128734512133,0.1079904076939323,3.645157260090245,1902.873825253592,0
6,-8.14156808758766e-07,-7.527988135122928,1902.8742983251962,1906.525200301479,1910.1606425453606,1917.4572004857237,1921.09620219542,1924.739011879009,2610.034957487074,2613.676045665682,2617.3192297616833,2620.967607809646,2628.2586491755305,2631.8984349765847,2635.5453927720514,-3.5027460217834965,0.030114574499225544,0.8152469219165922,0.3143023113116057,0.3324927205326602,-2.2753279505140886,0.10276320166369694,3.6451421049343544,1902.8733789594116,0
7,9.042521552485503e-06,-7.529228782755877,1902.8793415569423,1906.525791480472,1910.161699686723,1917.4601569523163,1921.1000928879396,1924.7371809295673,2610.0388584011594,2613.6806937676192,2617.3228116626888,2620.9690904172976,2628.2596251538616,2631.900512051924,2635.5473002568992,-3.427792818793958,0.03245850356687675,0.9144784171879817,0.3259819160055224,0.228814774830576,-2.2135961584328374,0.10930685609761535,3.645145478089942,1902.8753450676536,0
8,-6.240745917575902e-06,-7.52735099457612,1902.8795161209744,1906.522992107221,1910.1622479644593,1917.454034782675,1921.1055002350467,1924.7458912752675,2610.0409003711466,2613.6788444937615,2617.32246951074,2620.968576848041,2628.2617716227264,2631.8983887525,2635.542051411381,-3.4412819877801293,0.03202360513087828,0.9069683929514594,0.17152372886455325,0.5271835145064148,-2.2009805377650427,0.11069456492975509,3.6451361869338292,1902.876347983737,0
9,1.7532826630076134e-05,-7.534007868414439,1902.8742366671863,1906.5182478594918,1910.158673711395,1917.4645243369785,1921.092593103918,1924.7427067276863,2610.033330621127,2613.674627873914,2617.322762108183,2620.9644390054136,2628.255836388304,2631.903026879321,2635.5477040537507,-3.4914075478315456,0.0304579709345869,0.8082116940462551,0.3643294466006386,0.14054935278117098,-2.2973642300966888,0.10052345153509089,3.645144882353733,1902.8730672339568,0
10,1.739609314555468e-05,-7.531713300911177,1902.8754462797508,1906.5188689283855,1910.1594576195366,1917.4641282786374,1921.0945659260099,1924.7459317585224,2610.033091824868,2613.6758738619415,2617.3234117235515,2620.9638224447317,2628.256790448374,2631.9030224315716,2635.547956304115,-3.5014658957782765,0.030153149634427175,0.7272123801251515,0.3583055947673306,0.14258151606950742,-2.2994653206651643,0.1003124643883303,3.645140233017934,1902.8743108926838,0
