,15th,50th,85th
MEAN,-1.1454741610498937e-05,3.386939636687901e-06,1.815854150692268e-05
LN_SIGLC,-7.708871301511401,-7.6895124649451905,-7.668496469732898
T0,1762.6639682885705,1762.6658399844478,1762.6674351704532
LN_PER,3.5589281056134063,3.55893052226198,3.558933264267891
LN_ROR,-3.3015698104618036,-3.23107342012534,-3.1822830237958155
ROR,0.03682531325532675,0.03951505975462258,0.04149082237486575
IMPACT,0.26391727231571327,0.7255385336317625,0.8344167727314525
PERIOD,35.12552610476729,35.125610990922425,35.12570730568743
LD_U1,0.2732983902822265,0.3654488362541397,0.4541535482610592
LD_U2,0.16056068639725174,0.26234875184634854,0.35901052950048196
LN_DUR14,-2.1216073058919154,-2.0894154308531174,-2.0495336849937327
DUR14,0.1198388559436067,0.12375946063932367,0.1287949486040356
ECC,0.11808954360174427,0.43954688285918087,0.7009670618155254
OMEGA,1.9810111142035094,90.27406099526667,177.75214569101834
