,15th,50th,85th
MEAN,-8.17112840890895e-06,-3.528227358576268e-07,7.46698101280721e-06
LN_SIGLC,-7.696284505768739,-7.685161313063257,-7.674018512200127
TTS,1743.7159118661189,1743.7183316748958,1743.7205074799886
TTS_1,1754.0753894520822,1754.0769008504494,1754.0783954115666
TTS_2,1940.4791833832587,1940.4803795410076,1940.4816150834147
TTS_3,1950.833361482816,1950.8346134499307,1950.8359624783
TTS_4,2665.3562633879337,2665.3579644101537,2665.35950408171
TTS_5,2675.69284567779,2675.694109417711,2675.6954398607136
TTS_6,2686.0498650022887,2686.05085078239,2686.05191380424
LN_ROR,-3.466050682258785,-3.4448163610390994,-3.408699741937277
ROR,0.031240164691464376,0.03191062153795661,0.033084190415828635
IMPACT,0.11363499435739215,0.3338796580242873,0.5681550470020644
LD_U1,0.3660225307590703,0.4438790542866118,0.5198618319521425
LD_U2,0.2271778788493834,0.31923687650097143,0.41331354312409374
LN_DUR14,-2.0134349446980497,-2.0016246507390347,-1.9872424035049239
DUR14,0.1335292205327375,0.1351155891800639,0.13707289648947235
PERIOD,10.355292441361945,10.35530704224649,10.355321329591026
T0,1743.7230334435485,1743.7239805112895,1743.7249455705492
ECC,0.04205683467655804,0.16867174154958664,0.5224313356686171
OMEGA,-30.059989995260715,91.61613767165974,209.1292138641386
