,15th,50th,85th
MEAN,-1.1494868280702224e-05,-1.3818435293774217e-06,8.95396424494769e-06
LN_SIGLC,-7.703943476416947,-7.689707738441357,-7.675526222418177
TTS,1748.6926893570644,1748.6934592879215,1748.6942202533376
TTS_1,1937.8215954241089,1937.8223583316612,1937.8231256816262
TTS_2,2673.3639965190264,2673.364768483252,2673.3654990009272
LN_ROR,-3.1694954467360885,-3.157067025220025,-3.144001791588844
ROR,0.042024796307129166,0.04255035736800384,0.043109935276171095
IMPACT,0.07292008191722274,0.2266356828841854,0.39825236458735214
LD_U1,0.294386935478709,0.35863843842051657,0.42219719312660414
LD_U2,0.13332473290729183,0.2214986486614141,0.31023290174461915
LN_DUR14,-1.7520518620077803,-1.744520222212093,-1.7360185190981938
DUR14,0.17341774885449374,0.17472879985698048,0.17622062477954975
PERIOD,21.015300394614535,21.01532415992689,21.015347157554977
T0,1748.6888670780195,1748.6894639992174,1748.6900552490144
ECC,0.028858804479450925,0.12278312496287833,0.46851230198231686
OMEGA,-17.310677347413083,88.39533683913689,197.0308334930022
