,value,err_upper,err_lower,units
PERIOD,9.428071564331946,1.436150840383732e-05,-1.534648209045031e-05,days
T0,1689.9161303559713,0.0009939840028891922,-0.0010702015526931064,days
ROR,0.0274770786884384,0.002680466435100403,-0.0018105040961220974,
IMPACT,0.7043560795394658,0.1908825568303959,-0.4442900566070689,
DUR14,0.0599058722406548,0.0047335896886148005,-0.0023656346542896,days
ECC,0.5491752768347133,0.18457886607690366,-0.319252191141732,
OMEGA,90.0775129231316,91.25359381092548,-92.53462502696452,deg
R_PL,2.450089003082778,0.23943387697115037,-0.16475577236166217,R_earth
