,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,TTS_0_14,TTS_0_15,TTS_0_16,TTS_0_17,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
0,8.70852424846151e-06,-7.669799886999586,1792.7934545196094,1799.8724483174515,1806.9360145386959,1814.017175378269,1821.0818009847278,1835.2380644936702,1983.7744830353615,1990.8413371723732,1997.91827120488,2004.9916264616531,2719.360342837003,2726.443648972659,2733.514308254517,2740.5906979246993,2889.129116292547,2903.263329961265,2917.414347583677,2931.557482763743,-3.8937097499570976,0.020369639429468716,0.39488862878106334,0.22156659319748373,0.24522169068472843,-1.8075343759820544,0.1640581442335799,7.0730674202444535,1792.7963802078316,0
1,1.7967677173273164e-05,-7.677314821292306,1792.7772800490357,1799.866915804192,1806.937359434991,1814.0154268420624,1821.0845551417117,1835.2402239331536,1983.77465965443,1990.8389446799554,1997.9159165358978,2004.9899424478688,2719.3613286113523,2726.4434306053536,2733.5141526755683,2740.590634107011,2889.129505382872,2903.261018281884,2917.419332003531,2931.558587583659,-3.8643086690935275,0.020977419763870065,0.4378614582659528,0.16194396305901004,0.13200523760538618,-1.8124829908553273,0.1632482891441114,7.0730911978663675,1792.7936325628439,0
2,1.2927544215070676e-05,-7.679326936104913,1792.7850907772713,1799.867404646994,1806.9376878316918,1814.015867213863,1821.0812714589406,1835.2394144703558,1983.7745728341256,1990.8378089445503,1997.9141103116824,2004.9943688816672,2719.359388899428,2726.4429160566006,2733.5134999446354,2740.592704427376,2889.126773133012,2903.2614835579698,2917.4189444976537,2931.557226553577,-3.8650944452509743,0.020960942682071677,0.538909906890438,0.01642760731040971,0.1564812841709633,-1.818325207580634,0.1622973377956137,7.073080952938055,1792.7944412914123,0
3,1.1532899971786889e-05,-7.673505175888941,1792.789367480922,1799.8652934763934,1806.9370199282096,1814.0166627788863,1821.0850229351147,1835.240205667198,1983.774609476537,1990.8371864879446,1997.9154788980418,2004.995556306573,2719.36076160131,2726.44320807767,2733.515790731838,2740.5935504889844,2889.128117125533,2903.270867852403,2917.4185833735846,2931.5586268992797,-3.9010380551179304,0.020220910128179843,0.3609952782060541,0.19247610213301658,0.2323874154140595,-1.8080225053725338,0.16397808217354395,7.073090152460293,1792.7951907004292,0
4,1.005386555371958e-05,-7.672662580398538,1792.7893449993057,1799.8666971789098,1806.9353890082646,1814.0161302885554,1821.0841217798254,1835.2387547540018,1983.7745427495804,1990.8361238269433,1997.9183744891207,2004.995628090763,2719.359997878491,2726.4420214383713,2733.515922526071,2740.5927445487973,2889.129118450476,2903.2719772314117,2917.416091122994,2931.5583510368274,-3.905379949131634,0.02013330340672282,0.3492060899934838,0.24180392317023403,0.21009702680910847,-1.8080067191869453,0.16398067078241366,7.0730890241879285,1792.7950173415506,0
5,2.4885522005010967e-06,-7.67296092323596,1792.788417575018,1799.8743623751466,1806.9202678385134,1814.012703225948,1821.0894077835524,1835.2383158191165,1983.7736082052998,1990.8411430222595,1997.915043660647,2004.9910204525743,2719.3603179184906,2726.44118119097,2733.5181212870093,2740.5928274957737,2889.127958783396,2903.270822705192,2917.414218229758,2931.5479273818473,-3.9142580513567937,0.019955348998534145,0.3649035617713937,0.2922327707428387,0.23829732967650918,-1.7976484855356218,0.16568804832666764,7.073082361751517,1792.7941807537527,0
6,7.881984428975245e-06,-7.665959526746816,1792.785724801884,1799.8670774814352,1806.925312347401,1814.01559930898,1821.0925854717261,1835.2413744111175,1983.7752043416242,1990.8391026287788,1997.9141118669468,2004.9890067383037,2719.359690739169,2726.439934785342,2733.515729299596,2740.589189930012,2889.130463695841,2903.26305510872,2917.4188197242706,2931.549560528085,-3.8919612587988484,0.02040528671931162,0.46133497068284873,0.10204678436750148,0.48323511508841066,-1.8104756378856548,0.16357631520401403,7.0730760605253895,1792.7942929450232,0
7,7.082898339585764e-06,-7.672098009658224,1792.7795023624192,1799.869050185711,1806.929690334453,1814.0141465986871,1821.0909714081063,1835.234512698481,1983.7752211457728,1990.840217007042,1997.9138954714972,2004.9921379806592,2719.3607573219183,2726.445137593209,2733.5152027691142,2740.591087722728,2889.127542891602,2903.2601556777613,2917.4168081260264,2931.550909325595,-3.904804767233028,0.020144887049432958,0.0644757644204682,0.21953131781309976,0.054092907036426885,-1.8109325206880291,0.16350159706873682,7.073081118712673,1792.7936745135562,0
8,1.3868634784798143e-05,-7.664690830021492,1792.7780348510012,1799.8784765555688,1806.9364696756809,1814.013187421985,1821.0924180358836,1835.2393988813476,1983.775044083822,1990.8402924618022,1997.9139202589824,2004.9880812921303,2719.3632373379073,2726.440234436889,2733.5150060585124,2740.591838666662,2889.129921157161,2903.265611134009,2917.4188807061873,2931.5496499050487,-3.9009167221491254,0.020223363740086632,0.5242863964776544,0.2813862377757128,0.4122092719552508,-1.7855066484703233,0.1677120684084068,7.07307371009853,1792.7954705262937,0
9,1.3421901094735276e-05,-7.658828202168425,1792.7795446271346,1799.8764809835072,1806.938197824437,1814.016200604585,1821.0785512051043,1835.2376604176939,1983.7765367369777,1990.8417301438665,1997.9045416211534,2004.9931546254193,2719.358370412618,2726.4414066647614,2733.5175926929214,2740.592712220214,2889.1272384587487,2903.2698297419706,2917.4218398838525,2931.544550420337,-3.8856955566759894,0.020533541551316592,0.24271382967635766,0.34093656764234215,0.12343743001687879,-1.805473938764757,0.16439652422541065,7.073083044528122,1792.794046986387,0
10,1.956960678641591e-05,-7.666173267513068,1792.7776084273034,1799.8742125323733,1806.9372943413978,1814.0118760671705,1821.08250818254,1835.2396549604916,1983.772437536875,1990.840489253906,1997.92206064092,2004.9871111578577,2719.3607203127553,2726.4436928564182,2733.515156987964,2740.5918484008926,2889.1296130195183,2903.2663992076527,2917.423642903272,2931.5470895689937,-3.901678462370713,0.02020796465630537,0.30184543730938046,0.3593726674790523,0.19532432645403897,-1.7834301065214508,0.168060691393643,7.073087563080234,1792.794126936591,0
11,1.1276902049967047e-05,-7.673385346407561,1792.774879673486,1799.8708047360672,1806.936898950142,1814.0138022281299,1821.078452527569,1835.2389675920524,1983.769769044412,1990.8416797259135,1997.91633555995,2004.9887215249848,2719.3604880268886,2726.4433571308546,2733.5178661457007,2740.5917728858153,2889.1307107286752,2903.2663430181756,2917.420822216842,2931.549407109974,-3.9150510664298395,0.019939530379021263,0.09940617984358663,0.4280162387290807,0.1264897649266561,-1.8007536740895835,0.16517435366762515,7.073100845829122,1792.792488111911,0
12,1.4136324310630097e-05,-7.675383997353388,1792.7812188316311,1799.8723220153531,1806.9274032902329,1814.0158214454063,1821.0841684786387,1835.237562696452,1983.7771412058144,1990.8430252380142,1997.9130999757972,2004.9856481040408,2719.359506817479,2726.4449202988026,2733.5152086916323,2740.596737840369,2889.131428846553,2903.2691170788057,2917.4210567483874,2931.5498355873938,-3.8891577036707465,0.020462574332501794,0.20274365706467531,0.46334545378282543,-0.07193125131797462,-1.8183201432466267,0.16229815972562203,7.073101852513845,1792.7932016523841,0
13,8.501893362701908e-06,-7.668955244733216,1792.7765109537384,1799.871122973591,1806.9424975712539,1814.0141964561194,1821.0823448208207,1835.2395595462815,1983.7797992647033,1990.8358135752073,1997.924905933481,2004.9812999137237,2719.359264083941,2726.447825839536,2733.5139217911233,2740.6031632692366,2889.129411608059,2903.277006245177,2917.4162163274486,2931.551643542959,-3.908116059862569,0.02007829175253069,0.35475490467867693,0.3664048508898743,0.192817286395643,-1.798387499358984,0.16556564780199887,7.073102745624828,1792.7943197982847,0
14,7.099925991005313e-06,-7.667588019916271,1792.7798444299178,1799.8721231676843,1806.9404178250386,1814.0132534147751,1821.0864789373584,1835.236267291371,1983.7821591939642,1990.8356402550667,1997.923790159549,2004.983607764101,2719.3586597771973,2726.4474504316663,2733.5150040764925,2740.603992182579,2889.127596651305,2903.2810543579253,2917.417352327395,2931.549805628471,-3.910394026373286,0.0200326061312394,0.4287955460236398,0.3466034843139074,0.1615092426636766,-1.8030593561890231,0.1647939528273142,7.073101233530799,1792.7948724527814,0
