,MEAN,LN_SIGLC,TTS,TTS_1,TTS_2,TTS_3,TTS_4,TTS_5,TTS_6,TTS_7,LN_ROR,ROR,IMPACT,LD_U1,LD_U2,LN_DUR14,DUR14,PERIOD,T0,ECC,OMEGA
0,1.1354250621235121e-05,-7.22353275352661,1697.7766712471214,1716.5821171734767,1735.3804718264303,1885.8100966205757,1904.5948962406064,1923.389665450016,2430.9571955126607,2618.8118498953363,-3.713364534185645,0.024395306196464045,0.1884318000931585,0.38394615462056403,0.24946098588383325,-1.695384972911694,0.18352856190127176,18.797290801463188,1697.8048630730989,0.06662895124296501,136.4840816333536
1,-1.0333259775794721e-05,-7.231174219362189,1697.7752576850678,1716.575734054048,1735.3648573437358,1885.7930256456675,1904.6003404394814,1923.420519480192,2430.9565664390734,2618.8154701086273,-3.7268825839669724,0.024067748193647348,0.3180747364799078,0.4851072151942124,0.15510914160008338,-1.7017529053124467,0.1823635776327401,18.797456690592824,1697.8021426952982,0.02613189656394648,17.541817254962943
2,-5.47070839130876e-06,-7.240030364071822,1697.777186421989,1716.5586298164924,1735.3706255415736,1885.8043366878132,1904.5995085731029,1923.395642374451,2430.96173083996,2618.8222539750373,-3.5842973823467386,0.027756162750505905,0.8211149923836407,0.3723696401295882,0.39605303967506167,-1.5996848626410638,0.20196015315649643,18.797675032716935,1697.79727627169,0.5372886997817233,248.62253238228413
3,-4.137227347341331e-06,-7.2382032697613115,1697.7771500339275,1716.5790922538506,1735.3776915755448,1885.798066990726,1904.587755318466,1923.4159658460528,2430.958874843001,2618.808328094429,-3.6485636541867312,0.026028487851609855,0.6617983721585138,0.30589817697465493,0.2628724921081107,-1.6972490533943283,0.18318676855515031,18.797291520107212,1697.804847057838,0.7041341993566631,215.8182606748188
4,-3.074303984138568e-06,-7.23938773916081,1697.7739657232578,1716.5654528479208,1735.3795826173102,1885.7882079734295,1904.6090723095563,1923.391862278249,2430.9612479815346,2618.8164387560255,-3.75118033048343,0.023490003519457296,0.14383790260001741,0.28649132564531166,0.3404639050875804,-1.6611733002475337,0.18991602081377312,18.797541197608908,1697.798840247972,0.15208996604163025,-8.529659814766386
5,-7.0728178047349214e-06,-7.2375883369274545,1697.7755289370034,1716.5735322734017,1735.383433366881,1885.8001981631073,1904.5870340082768,1923.4083702473556,2430.9679464516284,2618.8151954931486,-3.7386380742551313,0.023786476495961224,0.3715617525110756,0.3163868408072048,0.19687648898189325,-1.6871931452639377,0.18503817103574863,18.79749809489152,1697.8026843967816,0.04546942126437382,-26.136182177854998
6,-2.259900348620406e-06,-7.221403583274918,1697.778267704229,1716.560028974109,1735.3566189007777,1885.8066296606812,1904.5962053155108,1923.406061563957,2430.964806968242,2618.815784556483,-3.6924229503484174,0.024911569363482326,0.684265956332607,0.2766003564363406,0.23329252305667314,-1.6401385006556215,0.19395317778827567,18.797663805556038,1697.7967614693798,0.6392115281851312,-41.253644030488736
7,-8.915151454231237e-06,-7.2295199128748795,1697.7727286382938,1716.5747263653989,1735.3762254304052,1885.7956322592204,1904.5890631802476,1923.3985451006301,2430.9631736289934,2618.8189261397706,-3.6737058675380494,0.02538223224778685,0.5363121715653675,0.4081789310869197,0.2551835789529582,-1.7137379381615754,0.18019098944075307,18.797576821465103,1697.798686860161,0.08780142880277142,-79.07690498480079
8,1.5895362700962962e-05,-7.223913131059906,1697.7766234661508,1716.5801358753488,1735.3909090076154,1885.79860592345,1904.6055886985246,1923.3926037236706,2430.957919145092,2618.806441083848,-3.699052443732641,0.024746964505472445,0.4635914724411414,0.36136909489680247,0.5349140802958117,-1.638794112051578,0.19421410158240088,18.7971765299336,1697.8073671514915,0.15252950977108068,236.0363640742771
9,8.796493167287884e-06,-7.225632056567699,1697.7784315906972,1716.5755794142428,1735.3724315490174,1885.8056165695148,1904.5985771990875,1923.3882303124833,2430.955379904813,2618.813229123883,-3.7080500589086425,0.024525299565435747,0.4335077236824547,0.28942297786396254,0.43984927000402996,-1.6822048970432635,0.18596349331307344,18.79737210620981,1697.8016668117152,0.4211818928718945,-21.428226756267097
