,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,TTS_0_8,TTS_0_9,TTS_0_10,TTS_0_11,TTS_0_12,TTS_0_13,TTS_0_14,TTS_0_15,TTS_0_16,TTS_0_17,TTS_0_18,TTS_0_19,TTS_0_20,TTS_0_21,TTS_0_22,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
0,2.5899404111355504e-06,-7.2453257014537025,1688.7205329660846,1694.9686873219257,1701.2256828043073,1707.488492342031,1713.7506216682823,1720.0056000961624,1726.262259281558,1732.5238581113445,1876.4563256010874,1882.7297967556708,1888.979791249334,1895.232961533173,1901.4857832463765,1907.7549304203928,1920.300482416634,2420.9917149695493,2427.2568141170327,2439.7717065744546,2446.030994033495,2614.9873786086105,2621.2535316638914,2627.518783190339,2633.771168140394,-3.618734658927839,0.026816587162984205,0.34762805291479393,0.320192954837909,0.27630794451227203,-1.9259320464574499,0.14573985721604893,6.258742972274959,1688.7089031346668,0
1,2.9999077627475937e-06,-7.232458075891584,1688.7169684319763,1694.9721020880236,1701.2296322508791,1707.489349604938,1713.7567757130319,1720.0011207085427,1726.2604057554818,1732.5195138109361,1876.4610332043758,1882.7304142291516,1888.979507477499,1895.2299798433903,1901.4848747902229,1907.7579874877074,1920.2638480427086,2420.993800187196,2427.2582597353626,2439.7732200472406,2446.0326294285783,2614.9909277246147,2621.25650319823,2627.51812574271,2633.7727397974622,-3.651169019263074,0.02596076240144219,0.29283462142035777,0.21196645102332679,0.33080217766512443,-1.9245460179644551,0.14594199686401074,6.258765221225612,1688.7068223558817,0
2,-3.228867190357836e-07,-7.249058973582856,1688.7265859922143,1694.970502174836,1701.227640312707,1707.484584447594,1713.7552264829485,1720.0045488934481,1726.2623881871814,1732.521771438871,1876.4557369880456,1882.729396083919,1888.979542277734,1895.2368391440737,1901.4990446313705,1907.7509195862679,1920.2931905716534,2420.9905421793997,2427.2634411449876,2439.778206877426,2446.0254870210833,2614.9927956746487,2621.2570387336687,2627.511797149332,2633.772754603897,-3.593828035961593,0.027492884975157998,0.6108624625262201,0.3760661321548673,0.28230873110516974,-1.9145938975789691,0.14740168061248599,6.258744507286665,1688.709774255517,0
3,-3.8011582020588755e-06,-7.251297555928601,1688.729045054771,1694.9695961061325,1701.2289267997553,1707.4850510404422,1713.7550429329222,1720.0041281149179,1726.2593261277116,1732.522692937445,1876.454949976599,1882.7306382549748,1888.9784680868133,1895.2377632438695,1901.4993941673347,1907.7521306403232,1920.2872617124065,2420.9956496560017,2427.263364800414,2439.777979464275,2446.0255654842963,2614.9929244553855,2621.256124273188,2627.51260514325,2633.768795064421,-3.5846910971900128,0.027745236888216913,0.688703287566711,0.36411647978393935,0.3172116616010541,-1.909857709394324,0.14810145854249435,6.258743977212827,1688.7096938232928,0
4,1.2248735654444153e-05,-7.242686241652113,1688.7321288936844,1694.9675739844806,1701.2267768620222,1707.4871012986337,1713.7516365944464,1720.0036744997556,1726.2632130806287,1732.515051580457,1876.4596693438998,1882.7353405523493,1888.9781790764769,1895.2329862666256,1901.4879321518663,1907.7545850675474,1920.2887328363213,2420.987473045401,2427.258239176057,2439.776376415144,2446.026010148509,2614.990198833588,2621.257041646401,2627.515407164557,2633.7759720637946,-3.665129425052757,0.02560085767692996,0.3058126955266703,0.35304869627946367,0.347056504102756,-1.927822353541867,0.14546462435074564,6.2587478604382145,1688.7087675981766,0
5,1.6102369956615475e-05,-7.236422559786638,1688.7288612424952,1694.9704212222314,1701.2252659180028,1707.490714167378,1713.7579086376677,1720.0048879719932,1726.2601433178666,1732.5174626414487,1876.4551447150345,1882.7431336187672,1888.9770379051447,1895.2354859248198,1901.4908920532919,1907.758750974771,1920.2901434593402,2420.9995540254795,2427.259883079855,2439.7766674295367,2446.0244204118467,2614.990105780998,2621.2516775723443,2627.513195990193,2633.778880137288,-3.6210946758309053,0.02675337418518473,0.28762126792659487,0.23598196183621067,0.42596909412743633,-1.9217737731710298,0.14634714513057015,6.258741767763686,1688.7103965217843,0
6,1.3448666641205348e-05,-7.235025936250841,1688.7236858212825,1694.97343009269,1701.2224832789182,1707.4895993828907,1713.7506384945877,1720.005875795177,1726.2629311080755,1732.5171875910585,1876.4610281756215,1882.7412002770586,1888.977994681486,1895.2308639400674,1901.4941580781615,1907.753240120313,1920.2835505525668,2420.991335027805,2427.2568291060907,2439.775106528112,2446.025075280748,2614.9920211347453,2621.2624064081806,2627.5165522099987,2633.7792620220653,-3.6236977957705783,0.026683822508343013,0.5014976577395421,0.3708237803518728,0.2954028623324867,-1.932408456525601,0.14479903599792135,6.258761223469048,1688.7086514347825,0
7,4.6171282262525445e-06,-7.245702089762082,1688.7177653373576,1694.965071742747,1701.2290255373443,1707.4842262890172,1713.7455148567371,1720.0016376231936,1726.2603877342567,1732.5200382951755,1876.458662889635,1882.7443893930545,1888.9775062481312,1895.2350514878528,1901.4872718870413,1907.7540919456071,1920.2872030388223,2420.99029752964,2427.2598905300683,2439.7751740156,2446.02164181941,2614.993481853637,2621.250377181362,2627.5195224774375,2633.7749375495187,-3.6207420386428333,0.026762810083455362,0.2580667320977047,0.2625475003277149,0.3152968425698168,-1.9316611651292455,0.14490728351290397,6.258761386581171,1688.7071946766682,0
8,2.0674222812135503e-06,-7.239600615481276,1688.7216625692697,1694.9755890278782,1701.226577332051,1707.4930439612872,1713.749559910287,1720.002319147142,1726.262967672796,1732.5189751511843,1876.4603477859769,1882.731156637003,1888.9794029471923,1895.2341075243494,1901.4927806218136,1907.7573327946263,1920.2769394990682,2420.9933977897413,2427.257181993134,2439.771790785223,2446.02484715533,2614.991973206877,2621.2672408032818,2627.5153280654886,2633.7704086598724,-3.630089466946103,0.02651381219297185,0.34743528229878684,0.290506501739098,0.33107167635507806,-1.9199492623111125,0.14661440081749275,6.2587534130188365,1688.708603394511,0
9,2.9698718495461097e-06,-7.233613764260284,1688.7166529411097,1694.9704117338626,1701.2328717028263,1707.482575400668,1713.745022736406,1720.002564346022,1726.263204936576,1732.5221736837998,1876.4616396548931,1882.725598845669,1888.9798277095774,1895.2368854322276,1901.4912936933704,1907.753414425046,1920.2730231234839,2420.99132721698,2427.2619279717965,2439.7770164765284,2446.0329219279133,2614.99145463969,2621.255448362165,2627.5146418644604,2633.7756683301395,-3.6403110776129397,0.026244178719271573,0.32148209061937094,0.49094367522164095,0.14774439414307583,-1.9108378563442343,0.14795636846604013,6.2587718120486695,1688.7067812992293,0
10,1.3613554203508259e-06,-7.234674556067377,1688.7245233726767,1694.9687562478398,1701.2301032296625,1707.4854205862832,1713.7489319303709,1720.0049493612332,1726.2631021251975,1732.5249140557955,1876.456933756826,1882.725991064727,1888.9799412140599,1895.2357950046573,1901.493868678612,1907.7469419775666,1920.2708956379988,2420.9943729346815,2427.2594973886185,2439.776867936044,2446.0287636536896,2614.9896200652947,2621.2554290166768,2627.514098228973,2633.7716146235553,-3.659660698249616,0.025741245294373806,0.3057959057911772,0.30828277675447824,0.3566411112346699,-1.9172442735948405,0.1470115279874568,6.258753661520946,1688.7075629400908,0
11,1.3940694357538347e-06,-7.232494117461546,1688.7172616531436,1694.9698951549742,1701.2280290028436,1707.4839125420856,1713.7541189621224,1720.00316402682,1726.2581168048061,1732.5183746453508,1876.4535951498194,1882.7432954211445,1888.9772846780625,1895.2340467831418,1901.4872919766137,1907.7481329107216,1920.2769059014186,2420.9906408453567,2427.2592559476448,2439.774662350877,2446.0299259761205,2614.998697382158,2621.253097001131,2627.513048719314,2633.7698136333797,-3.634811484134441,0.02638890864650069,0.09471617321926565,0.3529454416917963,0.12431178668283671,-1.9345157023567487,0.14449423009623383,6.258763437906852,1688.706614839187,0
12,4.318987531524166e-09,-7.237480738716641,1688.717286428764,1694.970470337774,1701.2273421169944,1707.48413922173,1713.7515959113705,1720.0028218479247,1726.2621870225178,1732.5164289646448,1876.4560687842718,1882.7419029157732,1888.9807349144266,1895.235165359625,1901.4865582390037,1907.7479219665618,1920.2896463265797,2420.9900890590907,2427.2582749197486,2439.7766616420636,2446.0287667471716,2614.9969970576735,2621.258780587411,2627.5148014320057,2633.774207368607,-3.6355819685751842,0.0263685842338077,0.08963834596351583,0.4110258440461949,0.057875747634678065,-1.9462545330330145,0.14280795361652202,6.258770398716617,1688.7073537949464,0
13,3.215293384103311e-06,-7.241124018212683,1688.7166620320115,1694.9732506608402,1701.2286590341353,1707.4887896370465,1713.7453397886766,1720.0031002006453,1726.2607955851981,1732.5216305344727,1876.458463150423,1882.7428128700612,1888.979954534873,1895.2348036418978,1901.4914572261885,1907.7516870636714,1920.2909634522475,2420.991879929297,2427.2630436037625,2439.777024205875,2446.0274036855103,2614.990270615808,2621.252478201563,2627.5199238377436,2633.7725951943257,-3.626441920464283,0.0266106991477714,0.2774159890099111,0.3316342204405658,0.3299015295683254,-1.925604570391693,0.14578759134658004,6.2587554425943495,1688.7088360115397,0
