,15th,50th,85th
MEAN,-1.1630588518690773e-05,-2.194840640156686e-06,8.025871460186276e-06
LN_SIGLC,-7.237113059093521,-7.228477858726134,-7.220098966860462
TTS,1697.772938357287,1697.7758626198151,1697.7790571450153
TTS_1,1716.5595391713682,1716.5740488445458,1716.5791036125815
TTS_2,1735.3517662435488,1735.3740485913884,1735.3809134661471
TTS_3,1885.7939717568188,1885.7990410236284,1885.8035444557845
TTS_4,1904.5861533285251,1904.591685997303,1904.599692655051
TTS_5,1923.3882356731617,1923.3953737840448,1923.4132759155445
TTS_6,2430.955620489681,2430.9586290777606,2430.9633914990204
TTS_7,2618.8104090410493,2618.81551844604,2618.8203216048487
LN_ROR,-3.7460144934094037,-3.714044751876979,-3.6763487165321194
ROR,0.023611663016528273,0.02437871772025333,0.02531523940711675
IMPACT,0.10873403142859248,0.34286462432309944,0.6154397247484323
LD_U1,0.24332653626431777,0.33775663384245846,0.4327073841388183
LD_U2,0.19014220115415492,0.29534218434125026,0.3950709160715835
LN_DUR14,-1.705921115718734,-1.6821871088421674,-1.657521817267188
DUR14,0.1816050298633374,0.1859668013041438,0.1906107635802274
PERIOD,18.797384013176345,18.79750475805699,18.797645379793455
T0,1697.7944782544316,1697.7990029092143,1697.8030389439543
ECC,0.04248227424561741,0.18707694274777087,0.5548701825991428
OMEGA,-36.36730787098538,88.27081862138363,216.57864203153449
