,MEAN,LN_SIGLC,TTS_0_0,TTS_0_1,TTS_0_2,TTS_0_3,TTS_0_4,TTS_0_5,TTS_0_6,TTS_0_7,LN_ROR_0,ROR_0,IMPACT_0,LD_U1,LD_U2,LN_DUR14_0,DUR14_0,PERIOD_0,T0_0,QUALITY
0,5.66093745749708e-07,-7.24140698985124,1697.7699180965649,1716.5733296040387,1735.383460181725,1885.796253625939,1904.589643168093,1923.4093890190447,2430.957446474354,2618.812281610702,-3.7080418048223187,0.024525502000210933,0.3574258051916073,0.22758658062082726,0.30675944083522855,-1.6945252999530778,0.18368640427976332,18.79739327136348,1697.801869516424,0
1,1.278399150803763e-05,-7.2262156655090175,1697.7808276950811,1716.5762943664865,1735.3819241915892,1885.8022243881867,1904.588169268178,1923.4118315390008,2430.9605537616612,2618.8247386148846,-3.660445685680866,0.025721046669223643,0.6601945828712557,0.3026380412533827,0.4379799285466308,-1.6703801728478467,0.18817551281778577,18.79750475805699,1697.8044967282501,0
2,-1.785411302336838e-05,-7.230187593201383,1697.7707088309423,1716.5767992302892,1735.3777917643688,1885.794660873255,1904.5979310856744,1923.412712659701,2430.957282541432,2618.8066180137694,-3.6752018276778,0.025344289827336504,0.8016219510173562,0.3404720993215429,0.1467513175102686,-1.6975796655792363,0.1831262147878103,18.797300531497772,1697.8036548867137,0
3,-2.2751582996920992e-05,-7.229550271908386,1697.7692146212398,1716.5748201186482,1735.3743590973775,1885.7959262374839,1904.5940566777263,1923.409618604432,2430.957419939184,2618.8075813998,-3.6826445306709052,0.02515636002593992,0.6932721523350296,0.31252660133662435,0.11971430825813667,-1.7215178603874934,0.17879455666977428,18.797365934526773,1697.8012026018212,0
4,1.772040958792351e-05,-7.225601163628962,1697.7806193521337,1716.5645277888527,1735.374910306713,1885.8008675616547,1904.5882040171275,1923.3978790449505,2430.9602825434285,2618.8215144423534,-3.54550334524606,0.0288540952821967,0.8982730113208389,0.2939938597656633,0.47621171149312014,-1.5722037548225196,0.20758720660158697,18.797593487438316,1697.798401576858,0
5,1.1029882326717418e-05,-7.234774291483624,1697.7783464408221,1716.5642883319033,1735.381120073989,1885.8013211114876,1904.5889499387138,1923.4014880564957,2430.9585024389926,2618.8171663241337,-3.5374820012556287,0.02908647465746316,0.9029721290410021,0.30384086970616053,0.46249078890698425,-1.5639290846021443,0.20931204868622605,18.797487535230182,1697.8003410434992,0
6,2.434967930088197e-06,-7.232093648563615,1697.7798218696673,1716.5589408105973,1735.375203866758,1885.7964450727031,1904.586907265082,1923.3907251352703,2430.955771851253,2618.813243810319,-3.729930966961823,0.023994492192232434,0.47920852220648796,0.3187288750937469,0.2742007542561806,-1.700930288221754,0.18251365474795753,18.797492871159996,1697.7959929572264,0
7,-8.87785721882981e-06,-7.224073356683861,1697.7688263291377,1716.5596001150511,1735.3735177202923,1885.7964277722028,1904.6006200906804,1923.3913428344863,2430.961137782073,2618.8082345336943,-3.6083438308081197,0.0270966864224104,0.8309405967667342,0.3696369320484667,0.33796958239949726,-1.6023332251485738,0.20142599709052128,18.79752584501594,1697.7958127994555,0
8,9.088820626069564e-06,-7.238437654705853,1697.7812405843206,1716.5830496561039,1735.3760890646186,1885.8000292137206,1904.59168319345,1923.3890659151016,2430.957790043182,2618.820018813756,-3.6366945633395873,0.02633926299939504,0.7654694672253248,0.3668315790539898,0.27118249707582964,-1.62826879938162,0.1962690613022122,18.79743188990883,1697.8021765169449,0
9,-6.836885628147016e-06,-7.22676712173406,1697.7679002308962,1716.561902717899,1735.3767110125364,1885.8013324755184,1904.5900821055545,1923.3969865118718,2430.9607322626753,2618.8100843108596,-3.6304665048181524,0.02650381736597525,0.7523757353296129,0.43392521969155773,0.24762829687317423,-1.6853659954647258,0.18537657255379056,18.797522042213988,1697.7966247991596,0
